Tarih,TP_ITHALATBEC_7
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,148389.269
2013-02-01,32514.712
2013-03-01,29394.6
2013-04-01,51309.661
2013-05-01,66617.335
2013-06-01,38674.241
2013-07-01,49994.139
2013-08-01,38016.09
2013-09-01,41558.007
2013-10-01,29978.701
2013-11-01,73328.907
2013-12-01,38990.527
2014-01-01,29805.159
2014-02-01,25458.513
2014-03-01,51640.659
2014-04-01,34678.375
2014-05-01,31033.428
2014-06-01,54434.809
2014-07-01,31806.002
2014-08-01,31598.241
2014-09-01,33645.936
2014-10-01,32169.133
2014-11-01,19715.537
2014-12-01,48508.69
2015-01-01,29983.923
2015-02-01,44930.907
2015-03-01,27553.637
2015-04-01,57259.71
2015-05-01,31368.466
2015-06-01,40581.291
2015-07-01,41038.153
2015-08-01,37243.142
2015-09-01,23596.87
2015-10-01,29701.595
2015-11-01,35104.586
2015-12-01,24811.891
2016-01-01,27922.251
2016-02-01,33446.773
2016-03-01,33384.224
2016-04-01,28813.509
2016-05-01,44677.93
2016-06-01,31342.948
2016-07-01,15496.519
2016-08-01,35163.54
2016-09-01,44665.204
