Tarih,TP_ITHALATBEC_42
2016-07-01,961509.408
2016-08-01,1322981.625
2016-09-01,1070466.434
2016-10-01,1094750.591
2016-11-01,1209841.751
2016-12-01,1094170.577
2017-01-01,1028017.899
2017-02-01,1007366.378
2017-03-01,1193423.708
2017-04-01,1045851.085
2017-05-01,1335554.591
2017-06-01,1240344.152
2017-07-01,1406194.778
2017-08-01,1334491.294
2017-09-01,1406942.044
2017-10-01,1546744.604
2017-11-01,1402797.125
2017-12-01,1408668.906
2018-01-01,1232355.498
2018-02-01,1113215.218
2018-03-01,1283585.599
2018-04-01,1141462.205
2018-05-01,1254920.744
2018-06-01,1033120.155
2018-07-01,1161015.321
2018-08-01,900023.93
2018-09-01,980284.639
2018-10-01,959536.592
2018-11-01,942711.81
2018-12-01,897011.443
2019-01-01,861525.103
2019-02-01,852873.48
2019-03-01,967265.277
2019-04-01,1007381.77
2019-05-01,1026359.777
2019-06-01,813490.56
2019-07-01,1059880.008
2019-08-01,841129.153
2019-09-01,918959.911
2019-10-01,992283.374
2019-11-01,986816.643
2019-12-01,1032454.961
2020-01-01,904873.544
2020-02-01,940066.054
2020-03-01,1007774.649
2020-04-01,753475.165
2020-05-01,685887.772
2020-06-01,913345.479
2020-07-01,1003732.777
2020-08-01,961794.942
2020-09-01,1106065.144
2020-10-01,1158617.906
2020-11-01,1213155.255
2020-12-01,1260740.906
2021-01-01,986442.0
2021-02-01,1161327.0
2021-03-01,1453755.0
2021-04-01,1290816.0
2021-05-01,1200582.0
2021-06-01,1242738.0
2021-07-01,1116027.0
2021-08-01,1226720.0
2021-09-01,1248183.0
2021-10-01,1176527.0
2021-11-01,1337544.0
2021-12-01,1378788.0
2022-01-01,1158542.0
2022-02-01,1159589.0
2022-03-01,1375780.0
2022-04-01,1352595.0
2022-05-01,1254939.0
2022-06-01,1420216.0
2022-07-01,1197846.0
2022-08-01,1418731.0
2022-09-01,1458383.0
2022-10-01,1312252.0
2022-11-01,1429906.0
2022-12-01,1617439.0
2023-01-01,1376890.0
2023-02-01,1467149.0
2023-03-01,1704935.0
2023-04-01,1558603.0
2023-05-01,1720679.0
2023-06-01,1357505.0
2023-07-01,1799504.0
2023-08-01,1542041.0
2023-09-01,1438814.0
2023-10-01,1526313.0
2023-11-01,1492445.0
2023-12-01,1418821.0
2024-01-01,1304045.0
2024-02-01,1435757.0
2024-03-01,1525255.0
2024-04-01,1411635.0
2024-05-01,1574579.0
2024-06-01,1268181.0
2024-07-01,1653288.0
2024-08-01,1384257.0
2024-09-01,1405958.0
2024-10-01,1529931.0
2024-11-01,1381213.0
2024-12-01,1490611.0
2025-01-01,1303866.0
2025-02-01,1354114.0
2025-03-01,1536019.0
2025-04-01,1625445.0
2025-05-01,1534246.0
2025-06-01,1407560.0
2025-07-01,1639823.0
2025-08-01,1440156.0
