Tarih,TP_ITHALATBEC_522
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,9368.349
2013-02-01,14452.325
2013-03-01,19339.638
2013-04-01,26173.535
2013-05-01,32764.337
2013-06-01,29669.314
2013-07-01,23937.09
2013-08-01,18054.254
2013-09-01,20785.747
2013-10-01,10745.423
2013-11-01,14063.384
2013-12-01,12402.922
2014-01-01,18120.617
2014-02-01,20264.554
2014-03-01,28536.352
2014-04-01,39315.77
2014-05-01,35237.8
2014-06-01,29443.143
2014-07-01,25178.625
2014-08-01,25326.683
2014-09-01,17919.014
2014-10-01,12539.487
2014-11-01,13354.804
2014-12-01,11035.9
2015-01-01,17575.096
2015-02-01,24348.691
2015-03-01,43304.012
2015-04-01,44731.398
2015-05-01,37822.992
2015-06-01,30954.427
2015-07-01,27727.334
2015-08-01,19146.19
2015-09-01,23219.107
2015-10-01,20764.427
2015-11-01,14700.478
2015-12-01,26058.155
2016-01-01,22590.707
2016-02-01,35703.919
2016-03-01,49141.978
2016-04-01,41892.282
2016-05-01,34375.603
2016-06-01,36034.084
2016-07-01,27475.872
2016-08-01,22437.385
2016-09-01,17853.506
