Tarih,TP_ITHALATBEC_522
2016-10-01,14685.327
2016-11-01,13880.281
2016-12-01,31344.97
2017-01-01,15881.478
2017-02-01,15432.062
2017-03-01,59632.349
2017-04-01,206498.951
2017-05-01,343663.213
2017-06-01,353367.187
2017-07-01,278504.165
2017-08-01,226508.187
2017-09-01,132935.447
2017-10-01,156291.206
2017-11-01,98797.018
2017-12-01,98943.001
2018-01-01,60893.768
2018-02-01,75097.247
2018-03-01,62752.704
2018-04-01,95404.012
2018-05-01,63942.34
2018-06-01,80150.281
2018-07-01,61743.842
2018-08-01,32013.067
2018-09-01,48375.514
2018-10-01,11868.659
2018-11-01,15972.58
2018-12-01,41210.497
2019-01-01,17719.248
2019-02-01,30694.984
2019-03-01,25221.686
2019-04-01,46703.37
2019-05-01,64118.315
2019-06-01,41259.961
2019-07-01,41339.589
2019-08-01,21760.126
2019-09-01,29332.207
2019-10-01,19908.506
2019-11-01,18242.754
2019-12-01,17716.741
2020-01-01,20327.376
2020-02-01,33343.135
2020-03-01,32917.323
2020-04-01,27890.512
2020-05-01,37525.048
2020-06-01,57766.673
2020-07-01,81243.417
2020-08-01,58230.873
2020-09-01,33764.296
2020-10-01,35254.774
2020-11-01,34213.694
2020-12-01,42630.917
2021-01-01,37327.0
2021-02-01,54935.0
2021-03-01,64410.0
2021-04-01,87772.0
2021-05-01,67111.0
2021-06-01,106657.0
2021-07-01,99889.0
2021-08-01,60175.0
2021-09-01,68030.0
2021-10-01,41271.0
2021-11-01,43852.0
2021-12-01,41952.0
2022-01-01,28588.0
2022-02-01,42131.0
2022-03-01,59138.0
2022-04-01,66387.0
2022-05-01,59965.0
2022-06-01,52573.0
2022-07-01,80517.0
2022-08-01,51716.0
2022-09-01,58732.0
2022-10-01,31901.0
2022-11-01,43463.0
2022-12-01,43649.0
2023-01-01,44449.0
2023-02-01,49160.0
2023-03-01,67643.0
2023-04-01,78630.0
2023-05-01,107779.0
2023-06-01,111268.0
2023-07-01,119280.0
2023-08-01,122083.0
2023-09-01,91617.0
2023-10-01,81850.0
2023-11-01,83402.0
2023-12-01,76330.0
2024-01-01,54514.0
2024-02-01,83667.0
2024-03-01,99973.0
2024-04-01,154788.0
2024-05-01,182369.0
2024-06-01,127482.0
2024-07-01,163053.0
2024-08-01,143949.0
2024-09-01,90607.0
2024-10-01,117050.0
2024-11-01,81937.0
2024-12-01,68292.0
2025-01-01,60630.0
2025-02-01,62260.0
2025-03-01,68009.0
2025-04-01,78684.0
2025-05-01,107760.0
2025-06-01,82843.0
2025-07-01,122808.0
2025-08-01,68572.0
