Tarih,TP_ITHALATBEC_2
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,14659694.65
2013-02-01,14929019.95
2013-03-01,15386025.05
2013-04-01,17525491.66
2013-05-01,17306046.9
2013-06-01,15823680.86
2013-07-01,17242267.93
2013-08-01,13762057.65
2013-09-01,15277993.86
2013-10-01,14616276.59
2013-11-01,15633651.08
2013-12-01,16990235.42
2014-01-01,15085957.67
2014-02-01,13642726.98
2014-03-01,14979182.12
2014-04-01,15281665.96
2014-05-01,15548903.05
2014-06-01,15899355.94
2014-07-01,14852187.81
2014-08-01,14739920.27
2014-09-01,15746749.12
2014-10-01,14404934.41
2014-11-01,16071432.85
2014-12-01,15337341.42
2015-01-01,12437293.57
2015-02-01,12753864.81
2015-03-01,13655877.05
2015-04-01,12358522.29
2015-05-01,12539478.18
2015-06-01,12664342.72
2015-07-01,12758784.85
2015-08-01,11321363.11
2015-09-01,10885139.11
2015-10-01,11600653.77
2015-11-01,11127426.2
2015-12-01,12708748.42
2016-01-01,9756020.095
2016-02-01,10706830.24
2016-03-01,11762753.51
2016-04-01,10906764.36
2016-05-01,11767284.38
