Tarih,TP_ITHALATBEC_2
2016-06-01,12937357.67
2016-07-01,10048111.3
2016-08-01,11445250.93
2016-09-01,10585571.89
2016-10-01,11301277.86
2016-11-01,11558412.7
2016-12-01,13020356.05
2017-01-01,12121832.13
2017-02-01,11692866.34
2017-03-01,14427248.07
2017-04-01,13017678.36
2017-05-01,15866372.24
2017-06-01,14204860.12
2017-07-01,16020730.36
2017-08-01,14009779.26
2017-09-01,15353796.03
2017-10-01,15419653.85
2017-11-01,15059296.71
2017-12-01,16550032.15
2018-01-01,17077669.7
2018-02-01,14704071.23
2018-03-01,16556362.7
2018-04-01,15922184.51
2018-05-01,17545937.09
2018-06-01,14219624.79
2018-07-01,15666035.51
2018-08-01,11945167.26
2018-09-01,13247286.7
2018-10-01,12712969.72
2018-11-01,12552849.82
2018-12-01,12653086.92
2019-01-01,12983596.72
2019-02-01,12135176.09
2019-03-01,14316584.45
2019-04-01,14359028.13
2019-05-01,14499002.17
2019-06-01,11525378.18
2019-07-01,14411250.7
2019-08-01,12253324.48
2019-09-01,13078039.95
2019-10-01,13943603.64
2019-11-01,13951017.3
2019-12-01,15075395.71
2020-01-01,14998400.56
2020-02-01,13448272.712
2020-03-01,14163831.145
2020-04-01,10008539.43
2020-05-01,10268084.349
2020-06-01,12018568.217
2020-07-01,12811193.679
2020-08-01,14443111.055
2020-09-01,15619318.042
2020-10-01,13712938.202
2020-11-01,15284284.207
2020-12-01,16220511.22
2021-01-01,13774370.0
2021-02-01,14496301.0
2021-03-01,17676915.0
2021-04-01,16599259.0
2021-05-01,15821703.0
2021-06-01,16999627.0
2021-07-01,16096551.0
2021-08-01,18424264.0
2021-09-01,18198844.0
2021-10-01,17638792.0
2021-11-01,21370185.0
2021-12-01,23052579.0
2022-01-01,23349504.0
2022-02-01,23100424.0
2022-03-01,25259073.0
2022-04-01,24061473.0
2022-05-01,24053127.0
2022-06-01,25742418.0
2022-07-01,23548767.0
2022-08-01,25863834.0
2022-09-01,25858231.0
2022-10-01,23170992.0
2022-11-01,23706472.0
2022-12-01,24722392.0
2023-01-01,26974565.0
2023-02-01,23720631.0
2023-03-01,23261270.0
2023-04-01,20461370.0
2023-05-01,25230885.0
2023-06-01,18561318.0
2023-07-01,22447238.0
2023-08-01,21605985.0
2023-09-01,19578842.0
2023-10-01,20041118.0
2023-11-01,19605790.0
2023-12-01,19821943.0
2024-01-01,19159028.0
2024-02-01,19178745.0
2024-03-01,20943994.0
2024-04-01,20293823.0
2024-05-01,21124577.0
2024-06-01,17363577.0
2024-07-01,20449164.0
2024-08-01,18825323.0
2024-09-01,18367307.0
2024-10-01,20064743.0
2024-11-01,20372704.0
2024-12-01,22110217.0
2025-01-01,20893832.0
2025-02-01,20743943.0
2025-03-01,20844551.0
2025-04-01,22830488.0
2025-05-01,21267676.0
2025-06-01,19402109.0
2025-07-01,20460494.0
2025-08-01,17724480.0
