Tarih,TP_ITHALATBEC_322
2016-07-01,642474.013
2016-08-01,781833.588
2016-09-01,838346.79
2016-10-01,777652.088
2016-11-01,677061.437
2016-12-01,789450.126
2017-01-01,838481.437
2017-02-01,662486.793
2017-03-01,839339.967
2017-04-01,759470.425
2017-05-01,809377.726
2017-06-01,807579.493
2017-07-01,819817.912
2017-08-01,1175174.034
2017-09-01,1263591.425
2017-10-01,953443.198
2017-11-01,1256525.006
2017-12-01,1232890.702
2018-01-01,1014948.235
2018-02-01,1055283.269
2018-03-01,1260022.859
2018-04-01,1134223.779
2018-05-01,1648525.544
2018-06-01,1274606.478
2018-07-01,1303731.955
2018-08-01,1129563.349
2018-09-01,1376746.709
2018-10-01,992260.639
2018-11-01,1314279.201
2018-12-01,980715.433
2019-01-01,762541.131
2019-02-01,651284.844
2019-03-01,977977.789
2019-04-01,1073373.332
2019-05-01,1133913.102
2019-06-01,780632.39
2019-07-01,861408.662
2019-08-01,782815.915
2019-09-01,891715.325
2019-10-01,889440.169
2019-11-01,819897.387
2019-12-01,909723.22
2020-01-01,959542.498
2020-02-01,675465.527
2020-03-01,619605.719
2020-04-01,450878.269
2020-05-01,313811.656
2020-06-01,517387.301
2020-07-01,728501.684
2020-08-01,663621.955
2020-09-01,678075.61
2020-10-01,526838.656
2020-11-01,650752.587
2020-12-01,725995.463
2021-01-01,565732.0
2021-02-01,747510.0
2021-03-01,851892.0
2021-04-01,839211.0
2021-05-01,809837.0
2021-06-01,1004400.0
2021-07-01,925525.0
2021-08-01,1320948.0
2021-09-01,1324571.0
2021-10-01,1218472.0
2021-11-01,1508952.0
2021-12-01,1290328.0
2022-01-01,1016725.0
2022-02-01,1216090.0
2022-03-01,1360775.0
2022-04-01,1629933.0
2022-05-01,1839844.0
2022-06-01,2073724.0
2022-07-01,2269713.0
2022-08-01,1877145.0
2022-09-01,2257047.0
2022-10-01,1935548.0
2022-11-01,2359775.0
2022-12-01,2293768.0
2023-01-01,1893301.0
2023-02-01,1674569.0
2023-03-01,1940016.0
2023-04-01,1933112.0
2023-05-01,2075982.0
2023-06-01,1680939.0
2023-07-01,2091736.0
2023-08-01,2200254.0
2023-09-01,2431446.0
2023-10-01,1881821.0
2023-11-01,1495633.0
2023-12-01,1934955.0
2024-01-01,1999010.0
2024-02-01,2009773.0
2024-03-01,2010643.0
2024-04-01,2190094.0
2024-05-01,2029054.0
2024-06-01,1641084.0
2024-07-01,2029797.0
2024-08-01,2004318.0
2024-09-01,1832169.0
2024-10-01,1918992.0
2024-11-01,1679476.0
2024-12-01,1886316.0
2025-01-01,1846262.0
2025-02-01,1363944.0
2025-03-01,1382899.0
2025-04-01,1563842.0
2025-05-01,1510413.0
2025-06-01,1704805.0
2025-07-01,1686613.0
2025-08-01,1553697.0
