Tarih,TP_ITHALATBEC_21
2016-08-01,622830.441
2016-09-01,658448.128
2016-10-01,657698.629
2016-11-01,864906.686
2016-12-01,759359.611
2017-01-01,835323.382
2017-02-01,668593.96
2017-03-01,1082762.005
2017-04-01,931242.872
2017-05-01,1304462.845
2017-06-01,968792.885
2017-07-01,1187263.379
2017-08-01,991431.729
2017-09-01,1154875.996
2017-10-01,1227902.059
2017-11-01,1211332.722
2017-12-01,1177724.575
2018-01-01,1201133.406
2018-02-01,1162901.149
2018-03-01,1296490.826
2018-04-01,1320417.457
2018-05-01,1293326.187
2018-06-01,1257301.784
2018-07-01,1313253.594
2018-08-01,1166319.87
2018-09-01,828221.348
2018-10-01,974352.789
2018-11-01,889052.302
2018-12-01,934206.282
2019-01-01,836429.873
2019-02-01,685416.109
2019-03-01,1149841.396
2019-04-01,1187480.604
2019-05-01,1360088.246
2019-06-01,970486.135
2019-07-01,1221002.372
2019-08-01,922285.947
2019-09-01,954693.657
2019-10-01,822874.393
2019-11-01,864108.758
2019-12-01,1086796.737
2020-01-01,1026829.9
2020-02-01,1021670.29
2020-03-01,1123996.454
2020-04-01,1006720.172
2020-05-01,770431.898
2020-06-01,894646.545
2020-07-01,1149509.235
2020-08-01,969625.437
2020-09-01,1042898.075
2020-10-01,1099292.386
2020-11-01,1125119.499
2020-12-01,1388281.378
2021-01-01,1306353.0
2021-02-01,1466001.0
2021-03-01,1849562.0
2021-04-01,1968960.0
2021-05-01,1693068.0
2021-06-01,1732581.0
2021-07-01,1877222.0
2021-08-01,1852930.0
2021-09-01,1457079.0
2021-10-01,1463017.0
2021-11-01,1926974.0
2021-12-01,2226383.0
2022-01-01,1867224.0
2022-02-01,1897317.0
2022-03-01,1928314.0
2022-04-01,2199462.0
2022-05-01,2373783.0
2022-06-01,2082310.0
2022-07-01,1718265.0
2022-08-01,1593327.0
2022-09-01,1434929.0
2022-10-01,1320735.0
2022-11-01,1180566.0
2022-12-01,1114605.0
2023-01-01,1122927.0
2023-02-01,1036336.0
2023-03-01,1718295.0
2023-04-01,1411846.0
2023-05-01,1584964.0
2023-06-01,1167916.0
2023-07-01,1419954.0
2023-08-01,1237572.0
2023-09-01,960814.0
2023-10-01,1119987.0
2023-11-01,1113919.0
2023-12-01,1177043.0
2024-01-01,1258846.0
2024-02-01,1391904.0
2024-03-01,1594114.0
2024-04-01,1478952.0
2024-05-01,1623748.0
2024-06-01,1218262.0
2024-07-01,1426839.0
2024-08-01,1333663.0
2024-09-01,1144972.0
2024-10-01,1163863.0
2024-11-01,1379756.0
2024-12-01,1396870.0
2025-01-01,1279869.0
2025-02-01,1151646.0
2025-03-01,1409262.0
2025-04-01,1608942.0
2025-05-01,1558446.0
2025-06-01,1390516.0
2025-07-01,1364668.0
2025-08-01,1178549.0
