Tarih,TP_ITHALATBEC_61
2016-10-01,285144.3
2016-11-01,278448.57
2016-12-01,241790.369
2017-01-01,208028.047
2017-02-01,253543.219
2017-03-01,342305.864
2017-04-01,341787.962
2017-05-01,325475.158
2017-06-01,270741.737
2017-07-01,295388.901
2017-08-01,282450.944
2017-09-01,318091.928
2017-10-01,323006.994
2017-11-01,276496.723
2017-12-01,257809.898
2018-01-01,243549.832
2018-02-01,305927.751
2018-03-01,365959.921
2018-04-01,317479.807
2018-05-01,344519.617
2018-06-01,278804.445
2018-07-01,268431.247
2018-08-01,204264.735
2018-09-01,205105.698
2018-10-01,222075.037
2018-11-01,204062.716
2018-12-01,288740.297
2019-01-01,289606.395
2019-02-01,285784.61
2019-03-01,333742.854
2019-04-01,280967.271
2019-05-01,292128.5
2019-06-01,250790.584
2019-07-01,349869.898
2019-08-01,252475.869
2019-09-01,328081.863
2019-10-01,330393.549
2019-11-01,276853.747
2019-12-01,320724.813
2020-01-01,290205.622
2020-02-01,239592.99
2020-03-01,252774.252
2020-04-01,140837.191
2020-05-01,145756.46
2020-06-01,290217.048
2020-07-01,257825.953
2020-08-01,202899.534
2020-09-01,258057.746
2020-10-01,246741.237
2020-11-01,278208.646
2020-12-01,277574.245
2021-01-01,216515.0
2021-02-01,269595.0
2021-03-01,328494.0
2021-04-01,277519.0
2021-05-01,266155.0
2021-06-01,274809.0
2021-07-01,247914.0
2021-08-01,312782.0
2021-09-01,344319.0
2021-10-01,316109.0
2021-11-01,322798.0
2021-12-01,291178.0
2022-01-01,242455.0
2022-02-01,301879.0
2022-03-01,378320.0
2022-04-01,326185.0
2022-05-01,372314.0
2022-06-01,402715.0
2022-07-01,357934.0
2022-08-01,416672.0
2022-09-01,399422.0
2022-10-01,363207.0
2022-11-01,409644.0
2022-12-01,499553.0
2023-01-01,468773.0
2023-02-01,519186.0
2023-03-01,630945.0
2023-04-01,484694.0
2023-05-01,597244.0
2023-06-01,462018.0
2023-07-01,586504.0
2023-08-01,466323.0
2023-09-01,511717.0
2023-10-01,838863.0
2023-11-01,922538.0
2023-12-01,480123.0
2024-01-01,507063.0
2024-02-01,821497.0
2024-03-01,1233180.0
2024-04-01,1503360.0
2024-05-01,1193354.0
2024-06-01,559288.0
2024-07-01,698555.0
2024-08-01,750556.0
2024-09-01,960036.0
2024-10-01,1219278.0
2024-11-01,1434121.0
2024-12-01,1104478.0
2025-01-01,497825.0
2025-02-01,724375.0
2025-03-01,1083896.0
2025-04-01,1067657.0
2025-05-01,1379216.0
2025-06-01,678040.0
2025-07-01,666028.0
2025-08-01,527765.0
