Tarih,TP_ITHALATBEC_51
2016-09-01,756639.679
2016-10-01,912066.675
2016-11-01,1072658.816
2016-12-01,874624.395
2017-01-01,279119.381
2017-02-01,560745.134
2017-03-01,618100.817
2017-04-01,558782.853
2017-05-01,735100.073
2017-06-01,798994.686
2017-07-01,750636.319
2017-08-01,650092.319
2017-09-01,731797.404
2017-10-01,1015450.089
2017-11-01,1074276.992
2017-12-01,1022056.628
2018-01-01,436679.324
2018-02-01,563760.85
2018-03-01,834684.718
2018-04-01,768355.679
2018-05-01,858794.888
2018-06-01,764523.416
2018-07-01,646785.267
2018-08-01,337969.892
2018-09-01,209651.134
2018-10-01,249526.092
2018-11-01,223255.42
2018-12-01,267786.373
2019-01-01,110456.894
2019-02-01,160014.353
2019-03-01,298562.937
2019-04-01,176486.166
2019-05-01,271183.825
2019-06-01,322709.335
2019-07-01,292997.575
2019-08-01,230641.469
2019-09-01,288925.188
2019-10-01,410352.724
2019-11-01,391199.802
2019-12-01,581704.428
2020-01-01,262828.786
2020-02-01,462454.889
2020-03-01,560124.186
2020-04-01,355068.207
2020-05-01,181331.312
2020-06-01,529016.496
2020-07-01,824292.301
2020-08-01,569335.155
2020-09-01,854566.992
2020-10-01,1056742.265
2020-11-01,1155939.219
2020-12-01,1115252.238
2021-01-01,512638.0
2021-02-01,640177.0
2021-03-01,750795.0
2021-04-01,775981.0
2021-05-01,630116.0
2021-06-01,635675.0
2021-07-01,431893.0
2021-08-01,307972.0
2021-09-01,400921.0
2021-10-01,442597.0
2021-11-01,622441.0
2021-12-01,576856.0
2022-01-01,355738.0
2022-02-01,505889.0
2022-03-01,563963.0
2022-04-01,518026.0
2022-05-01,611488.0
2022-06-01,705205.0
2022-07-01,515494.0
2022-08-01,696850.0
2022-09-01,599000.0
2022-10-01,799651.0
2022-11-01,981756.0
2022-12-01,1123563.0
2023-01-01,660442.0
2023-02-01,1118142.0
2023-03-01,1241177.0
2023-04-01,1446867.0
2023-05-01,1618993.0
2023-06-01,1502458.0
2023-07-01,2006933.0
2023-08-01,1675236.0
2023-09-01,1462589.0
2023-10-01,1950453.0
2023-11-01,1620208.0
2023-12-01,1878969.0
2024-01-01,1019596.0
2024-02-01,1435070.0
2024-03-01,1417077.0
2024-04-01,1543677.0
2024-05-01,1542734.0
2024-06-01,1462103.0
2024-07-01,1558702.0
2024-08-01,1278217.0
2024-09-01,1294942.0
2024-10-01,1604340.0
2024-11-01,1622595.0
2024-12-01,1940119.0
2025-01-01,1201648.0
2025-02-01,1307427.0
2025-03-01,1934011.0
2025-04-01,2014255.0
2025-05-01,1880371.0
2025-06-01,2205525.0
2025-07-01,1964386.0
2025-08-01,1589695.0
