Tarih,TP_ITHALATBEC_122
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,155483.952
2013-02-01,148983.213
2013-03-01,183208.04
2013-04-01,194652.32
2013-05-01,225438.545
2013-06-01,174132.294
2013-07-01,231016.919
2013-08-01,167142.247
2013-09-01,165591.598
2013-10-01,162207.604
2013-11-01,208916.097
2013-12-01,227285.276
2014-01-01,166660.713
2014-02-01,186556.157
2014-03-01,214672.539
2014-04-01,238658.531
2014-05-01,264058.66
2014-06-01,201854.57
2014-07-01,191847.994
2014-08-01,188579.803
2014-09-01,201705.26
2014-10-01,188021.198
2014-11-01,200089.851
2014-12-01,248624.589
2015-01-01,170286.701
2015-02-01,160181.483
2015-03-01,204214.954
2015-04-01,198764.963
2015-05-01,191738.807
2015-06-01,195696.104
2015-07-01,196112.678
2015-08-01,177816.736
2015-09-01,181200.809
2015-10-01,205080.884
2015-11-01,196077.844
2015-12-01,229997.802
2016-01-01,153221.653
2016-02-01,167095.663
2016-03-01,195510.449
2016-04-01,163416.396
2016-05-01,172846.052
2016-06-01,206701.919
2016-07-01,153888.777
2016-08-01,186557.147
2016-09-01,177174.63
