Tarih,TP_ITHALATBEC_122
2016-10-01,192736.83
2016-11-01,203604.404
2016-12-01,190018.944
2017-01-01,158790.094
2017-02-01,158605.788
2017-03-01,198695.651
2017-04-01,166608.699
2017-05-01,206008.478
2017-06-01,182052.225
2017-07-01,191454.305
2017-08-01,189123.598
2017-09-01,192734.04
2017-10-01,213574.003
2017-11-01,259833.52
2017-12-01,278713.839
2018-01-01,213088.669
2018-02-01,203430.534
2018-03-01,234818.946
2018-04-01,223409.089
2018-05-01,267496.38
2018-06-01,246428.758
2018-07-01,200002.259
2018-08-01,143886.204
2018-09-01,179138.869
2018-10-01,164729.244
2018-11-01,179524.702
2018-12-01,165871.665
2019-01-01,152313.212
2019-02-01,159174.814
2019-03-01,178980.95
2019-04-01,193080.317
2019-05-01,218924.723
2019-06-01,159834.241
2019-07-01,203469.272
2019-08-01,149477.451
2019-09-01,178266.694
2019-10-01,174909.675
2019-11-01,195133.611
2019-12-01,225713.613
2020-01-01,179785.342
2020-02-01,191061.354
2020-03-01,213886.507
2020-04-01,178573.487
2020-05-01,164116.341
2020-06-01,182675.521
2020-07-01,185300.328
2020-08-01,175067.981
2020-09-01,159894.343
2020-10-01,170644.793
2020-11-01,196411.68
2020-12-01,231755.254
2021-01-01,180194.0
2021-02-01,183813.0
2021-03-01,240223.0
2021-04-01,242894.0
2021-05-01,168776.0
2021-06-01,197754.0
2021-07-01,171964.0
2021-08-01,217513.0
2021-09-01,218372.0
2021-10-01,183669.0
2021-11-01,215081.0
2021-12-01,211699.0
2022-01-01,193351.0
2022-02-01,229470.0
2022-03-01,247703.0
2022-04-01,272186.0
2022-05-01,275833.0
2022-06-01,333555.0
2022-07-01,273937.0
2022-08-01,363899.0
2022-09-01,382611.0
2022-10-01,315804.0
2022-11-01,367382.0
2022-12-01,358565.0
2023-01-01,345531.0
2023-02-01,305025.0
2023-03-01,417080.0
2023-04-01,278297.0
2023-05-01,359650.0
2023-06-01,263401.0
2023-07-01,387731.0
2023-08-01,376234.0
2023-09-01,309703.0
2023-10-01,355218.0
2023-11-01,353408.0
2023-12-01,381591.0
2024-01-01,286023.0
2024-02-01,320330.0
2024-03-01,373260.0
2024-04-01,287114.0
2024-05-01,420569.0
2024-06-01,345913.0
2024-07-01,415420.0
2024-08-01,403452.0
2024-09-01,345067.0
2024-10-01,418789.0
2024-11-01,396247.0
2024-12-01,377314.0
2025-01-01,364007.0
2025-02-01,353501.0
2025-03-01,369379.0
2025-04-01,429674.0
2025-05-01,385494.0
2025-06-01,398933.0
2025-07-01,467621.0
2025-08-01,359688.0
