Tarih,TP_ITHALATBEC_41
2016-06-01,2839467.396
2016-07-01,2397572.075
2016-08-01,2486872.331
2016-09-01,2364795.369
2016-10-01,2555231.922
2016-11-01,2483964.289
2016-12-01,2459269.255
2017-01-01,1957173.975
2017-02-01,1936426.975
2017-03-01,2276125.903
2017-04-01,2068962.767
2017-05-01,2363490.992
2017-06-01,2277817.939
2017-07-01,2471062.866
2017-08-01,2452530.899
2017-09-01,2406068.362
2017-10-01,2763693.346
2017-11-01,2574798.016
2017-12-01,3018976.02
2018-01-01,2642081.285
2018-02-01,2321743.06
2018-03-01,2634844.624
2018-04-01,2451889.357
2018-05-01,2681885.992
2018-06-01,2243456.192
2018-07-01,2421671.7
2018-08-01,1768798.247
2018-09-01,1752326.236
2018-10-01,1814329.982
2018-11-01,1845794.059
2018-12-01,2021302.436
2019-01-01,1522102.891
2019-02-01,1871806.206
2019-03-01,1792157.066
2019-04-01,1869386.624
2019-05-01,1959257.598
2019-06-01,1555611.923
2019-07-01,2050268.967
2019-08-01,1572098.71
2019-09-01,1730162.289
2019-10-01,2038709.944
2019-11-01,2011646.303
2019-12-01,2403231.218
2020-01-01,1904689.445
2020-02-01,1802650.959
2020-03-01,1927150.03
2020-04-01,1832574.773
2020-05-01,1769932.086
2020-06-01,2164695.383
2020-07-01,2340693.432
2020-08-01,2299944.287
2020-09-01,2729735.989
2020-10-01,2479518.352
2020-11-01,2729210.494
2020-12-01,3010709.009
2021-01-01,2199736.0
2021-02-01,2339005.0
2021-03-01,2937893.0
2021-04-01,2490507.0
2021-05-01,2425049.0
2021-06-01,2676533.0
2021-07-01,2353006.0
2021-08-01,2594848.0
2021-09-01,2641995.0
2021-10-01,2449920.0
2021-11-01,2968803.0
2021-12-01,3298726.0
2022-01-01,2408116.0
2022-02-01,2360199.0
2022-03-01,2850995.0
2022-04-01,2813257.0
2022-05-01,2845064.0
2022-06-01,2843156.0
2022-07-01,2520269.0
2022-08-01,3096841.0
2022-09-01,3198065.0
2022-10-01,2927440.0
2022-11-01,3252416.0
2022-12-01,3879215.0
2023-01-01,3213618.0
2023-02-01,3002153.0
2023-03-01,4152310.0
2023-04-01,3520453.0
2023-05-01,4028955.0
2023-06-01,3217967.0
2023-07-01,4198050.0
2023-08-01,3771249.0
2023-09-01,3531310.0
2023-10-01,3827969.0
2023-11-01,3866592.0
2023-12-01,3858909.0
2024-01-01,3161906.0
2024-02-01,3401817.0
2024-03-01,3635362.0
2024-04-01,3393469.0
2024-05-01,3793926.0
2024-06-01,3066133.0
2024-07-01,3745769.0
2024-08-01,3267745.0
2024-09-01,3601129.0
2024-10-01,3780755.0
2024-11-01,3390170.0
2024-12-01,4111922.0
2025-01-01,3192095.0
2025-02-01,3028813.0
2025-03-01,3487963.0
2025-04-01,3806786.0
2025-05-01,3857049.0
2025-06-01,3501739.0
2025-07-01,4145111.0
2025-08-01,3389221.0
