Tarih,TP_ITHALATBEC_41
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,2286943.313
2013-02-01,2528539.948
2013-03-01,2580815.52
2013-04-01,2804438.45
2013-05-01,3142493.112
2013-06-01,2669813.779
2013-07-01,2994042.763
2013-08-01,2296541.402
2013-09-01,2776571.477
2013-10-01,2646441.57
2013-11-01,2885922.581
2013-12-01,3267383.846
2014-01-01,2376538.293
2014-02-01,2320940.359
2014-03-01,2790883.878
2014-04-01,2789517.359
2014-05-01,2563184.015
2014-06-01,2460798.4
2014-07-01,2436589.858
2014-08-01,2454105.965
2014-09-01,2538557.909
2014-10-01,2614112.371
2014-11-01,2500217.541
2014-12-01,3110250.464
2015-01-01,2350898.805
2015-02-01,2265525.314
2015-03-01,2553778.334
2015-04-01,2497992.039
2015-05-01,2492049.426
2015-06-01,2605147.101
2015-07-01,2614249.07
2015-08-01,2147409.475
2015-09-01,2061899.225
2015-10-01,2642194.512
2015-11-01,2283679.818
2015-12-01,2774976.118
2016-01-01,2020428.758
2016-02-01,2281014.836
2016-03-01,2832379.29
2016-04-01,2462523.922
2016-05-01,2623082.672
