Tarih,TP_ITHALATBEC_3
2016-06-01,2782665.589
2016-07-01,2224080.977
2016-08-01,2509386.335
2016-09-01,2381903.588
2016-10-01,2658246.677
2016-11-01,2749517.21
2016-12-01,2473173.902
2017-01-01,1819993.5
2017-02-01,2156568.663
2017-03-01,2439346.935
2017-04-01,2284832.709
2017-05-01,2762923.049
2017-06-01,2686217.702
2017-07-01,2626605.004
2017-08-01,2528265.407
2017-09-01,2624613.362
2017-10-01,2994814.878
2017-11-01,2957220.926
2017-12-01,2930848.791
2018-01-01,2279745.186
2018-02-01,2399583.872
2018-03-01,2772172.329
2018-04-01,2478343.599
2018-05-01,2708345.944
2018-06-01,2562232.356
2018-07-01,2317010.92
2018-08-01,1621173.087
2018-09-01,1519435.469
2018-10-01,1619623.293
2018-11-01,1506277.572
2018-12-01,1636883.496
2019-01-01,1541280.006
2019-02-01,1509371.874
2019-03-01,1825305.889
2019-04-01,1673820.479
2019-05-01,1810375.891
2019-06-01,1611596.604
2019-07-01,1956530.218
2019-08-01,1497436.313
2019-09-01,1784837.9
2019-10-01,1907848.104
2019-11-01,1859300.504
2019-12-01,2219500.26
2020-01-01,1805480.709
2020-02-01,1966905.063
2020-03-01,2068480.427
2020-04-01,1398012.538
2020-05-01,1125697.88
2020-06-01,1861663.701
2020-07-01,2158764.152
2020-08-01,1802807.127
2020-09-01,2197253.977
2020-10-01,2393878.036
2020-11-01,2631126.351
2020-12-01,2711672.701
2021-01-01,1752417.0
2021-02-01,2112332.0
2021-03-01,2440645.0
2021-04-01,2344709.0
2021-05-01,1920696.0
2021-06-01,2206117.0
2021-07-01,1842961.0
2021-08-01,1898779.0
2021-09-01,2091230.0
2021-10-01,1905953.0
2021-11-01,2268854.0
2021-12-01,2154725.0
2022-01-01,1706348.0
2022-02-01,2063852.0
2022-03-01,2353679.0
2022-04-01,2168213.0
2022-05-01,2348051.0
2022-06-01,2640398.0
2022-07-01,2361179.0
2022-08-01,2868456.0
2022-09-01,2751308.0
2022-10-01,2655189.0
2022-11-01,3195256.0
2022-12-01,3370392.0
2023-01-01,2911144.0
2023-02-01,3392659.0
2023-03-01,3886631.0
2023-04-01,3621345.0
2023-05-01,4108478.0
2023-06-01,3639104.0
2023-07-01,4713295.0
2023-08-01,4132474.0
2023-09-01,3775661.0
2023-10-01,4727765.0
2023-11-01,4464231.0
2023-12-01,4268849.0
2024-01-01,3309133.0
2024-02-01,4275852.0
2024-03-01,4640555.0
2024-04-01,4858427.0
2024-05-01,4932687.0
2024-06-01,3821246.0
2024-07-01,4560758.0
2024-08-01,4165534.0
2024-09-01,4227266.0
2024-10-01,5103255.0
2024-11-01,5154217.0
2024-12-01,5420209.0
2025-01-01,3991793.0
2025-02-01,4241980.0
2025-03-01,5215367.0
2025-04-01,5357341.0
2025-05-01,5562826.0
2025-06-01,5053618.0
2025-07-01,5344512.0
2025-08-01,4277686.0
