Tarih,TP_METALITH_G897
2016-10-01,56696.922
2016-11-01,44944.318
2016-12-01,37802.997
2017-01-01,29464.316
2017-02-01,41706.981
2017-03-01,66576.755
2017-04-01,41611.348
2017-05-01,58210.993
2017-06-01,47256.125
2017-07-01,61332.708
2017-08-01,60290.652
2017-09-01,58112.475
2017-10-01,67889.75
2017-11-01,54040.247
2017-12-01,47449.642
2018-01-01,45564.151
2018-02-01,77890.104
2018-03-01,94283.488
2018-04-01,65675.379
2018-05-01,73955.571
2018-06-01,58570.298
2018-07-01,75752.514
2018-08-01,66602.404
2018-09-01,75012.261
2018-10-01,81626.781
2018-11-01,68510.69
2018-12-01,146289.982
2019-01-01,162868.746
2019-02-01,140116.311
2019-03-01,162002.267
2019-04-01,108291.346
2019-05-01,117777.211
2019-06-01,99293.714
2019-07-01,189578.977
2019-08-01,121580.019
2019-09-01,176267.944
2019-10-01,151704.251
2019-11-01,112875.426
2019-12-01,144236.919
2020-01-01,112789.03
2020-02-01,59143.445
2020-03-01,85312.331
2020-04-01,13886.574
2020-05-01,15487.065
2020-06-01,138064.639
2020-07-01,80901.506
2020-08-01,41038.767
2020-09-01,71384.822
2020-10-01,54117.974
2020-11-01,70914.644
2020-12-01,56047.73
2021-01-01,49272.379
2021-02-01,52540.745
2021-03-01,76565.502
2021-04-01,54516.908
2021-05-01,46852.094
2021-06-01,62532.261
2021-07-01,56654.712
2021-08-01,95811.575
2021-09-01,123893.816
2021-10-01,89180.268
2021-11-01,84879.218
2021-12-01,69569.875
2022-01-01,52992.185
2022-02-01,86510.528
2022-03-01,113402.923
2022-04-01,58006.108
2022-05-01,78360.375
2022-06-01,113109.778
2022-07-01,97153.044
2022-08-01,129271.08
2022-09-01,109629.124
2022-10-01,119209.605
2022-11-01,134187.763
2022-12-01,173773.752
2023-01-01,141845.213
2023-02-01,141676.138
2023-03-01,209177.692
2023-04-01,110905.511
2023-05-01,159741.836
2023-06-01,128631.109
2023-07-01,170655.12
2023-08-01,112913.274
2023-09-01,136227.066
2023-10-01,471326.726
2023-11-01,562259.63
2023-12-01,178728.933
2024-01-01,230423.13
2024-02-01,440265.84
2024-03-01,833114.093
2024-04-01,1060870.784
2024-05-01,727546.908
2024-06-01,172619.292
2024-07-01,242419.488
2024-08-01,332412.897
2024-09-01,552891.115
2024-10-01,733508.006
2024-11-01,1059129.351
2024-12-01,713081.514
2025-01-01,111620.11
2025-02-01,347015.766
2025-03-01,616264.964
2025-04-01,565216.632
2025-05-01,884372.283
2025-06-01,240435.241
2025-07-01,188351.949
2025-08-01,120771.293
