Tarih,TP_ITHISICREV4_36
2017-02-01,17.161
2017-03-01,40.689
2017-04-01,42.76
2017-05-01,43.144
2017-06-01,90.896
2017-07-01,85.765
2017-08-01,64.76
2017-09-01,21.848
2017-10-01,52.385
2017-11-01,17.076
2017-12-01,49.302
2018-01-01,68.341
2018-02-01,7.558
2018-03-01,53.956
2018-04-01,13.426
2018-05-01,64.282
2018-06-01,35.636
2018-07-01,43.668
2018-08-01,38.587
2018-09-01,37.117
2018-10-01,14.726
2018-11-01,56.43
2018-12-01,31.291
2019-01-01,12.65
2019-02-01,13.239
2019-03-01,22.962
2019-04-01,49.258
2019-05-01,73.865
2019-06-01,12.407
2019-07-01,24.743
2019-08-01,52.32
2019-09-01,14.642
2019-10-01,0.519
2019-11-01,10.839
2019-12-01,8.96
2020-01-01,38.747
2020-02-01,0.01
2020-03-01,32.397
2020-04-01,
2020-05-01,13.091
2020-06-01,0.764
2020-07-01,36.936
2020-08-01,20.954
2020-09-01,47.457
2020-10-01,53.543
2020-11-01,24.077
2020-12-01,9.927
2021-01-01,20.0
2021-02-01,27.0
2021-03-01,56.0
2021-04-01,53.0
2021-05-01,2.0
2021-06-01,12.0
2021-07-01,43.0
2021-08-01,37.0
2021-09-01,12.0
2021-10-01,19.0
2021-11-01,21.0
2021-12-01,31.0
2022-01-01,1.0
2022-02-01,20.0
2022-03-01,25.0
2022-04-01,60.0
2022-05-01,1.0
2022-06-01,21.0
2022-07-01,53.0
2022-08-01,92.0
2022-09-01,19.0
2022-10-01,23.0
2022-11-01,69.0
2022-12-01,15.0
2023-01-01,27.0
2023-02-01,25.0
2023-03-01,55.0
2023-04-01,18.0
2023-05-01,56.0
2023-06-01,64.0
2023-07-01,36.0
2023-08-01,67.0
2023-09-01,43.0
2023-10-01,41.0
2023-11-01,71.0
2023-12-01,68.0
2024-01-01,48.0
2024-02-01,60.0
2024-03-01,145.0
2024-04-01,21.0
2024-05-01,54.0
2024-06-01,40.0
2024-07-01,39.0
2024-08-01,87.0
2024-09-01,35.0
2024-10-01,75.0
2024-11-01,75.0
2024-12-01,65.0
2025-01-01,55.0
2025-02-01,65.0
2025-03-01,5.0
2025-04-01,40.0
2025-05-01,166.0
2025-06-01,10.0
2025-07-01,51.0
2025-08-01,48.0
