Tarih,TP_ITHISICREV4_13
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,431624.626
2013-02-01,436248.731
2013-03-01,467889.402
2013-04-01,490541.576
2013-05-01,553227.229
2013-06-01,494606.487
2013-07-01,536941.404
2013-08-01,431506.553
2013-09-01,451000.222
2013-10-01,422694.227
2013-11-01,486886.16
2013-12-01,478787.103
2014-01-01,468288.529
2014-02-01,456280.487
2014-03-01,495646.285
2014-04-01,492203.961
2014-05-01,527703.664
2014-06-01,527369.393
2014-07-01,500229.899
2014-08-01,523749.717
2014-09-01,461369.493
2014-10-01,447602.454
2014-11-01,431233.147
2014-12-01,477479.76
2015-01-01,410702.36
2015-02-01,371831.088
2015-03-01,435616.535
2015-04-01,450835.84
2015-05-01,413019.361
2015-06-01,442082.482
2015-07-01,418144.096
2015-08-01,360029.049
2015-09-01,340516.841
2015-10-01,404691.567
2015-11-01,377270.031
2015-12-01,441985.83
2016-01-01,353921.424
2016-02-01,392199.377
2016-03-01,452714.134
2016-04-01,396781.97
2016-05-01,428849.676
2016-06-01,461937.238
2016-07-01,357579.642
2016-08-01,375806.711
2016-09-01,341658.703
