Tarih,TP_ITHISICREV4_10
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,492190.598
2013-02-01,512558.953
2013-03-01,574775.805
2013-04-01,549455.472
2013-05-01,563946.013
2013-06-01,438999.765
2013-07-01,608739.385
2013-08-01,445236.871
2013-09-01,542707.89
2013-10-01,498350.213
2013-11-01,566370.544
2013-12-01,668257.541
2014-01-01,577683.926
2014-02-01,495150.051
2014-03-01,588250.419
2014-04-01,564752.945
2014-05-01,682243.905
2014-06-01,584902.012
2014-07-01,484205.837
2014-08-01,522014.24
2014-09-01,494493.791
2014-10-01,556267.773
2014-11-01,517347.986
2014-12-01,685341.097
2015-01-01,498663.376
2015-02-01,479597.148
2015-03-01,561301.471
2015-04-01,500137.303
2015-05-01,436363.53
2015-06-01,512467.038
2015-07-01,500088.652
2015-08-01,389013.544
2015-09-01,368100.647
2015-10-01,432501.33
2015-11-01,506005.383
2015-12-01,633622.802
2016-01-01,443267.241
2016-02-01,498254.48
2016-03-01,503128.172
2016-04-01,402578.756
2016-05-01,451019.48
2016-06-01,481293.244
2016-07-01,396823.439
2016-08-01,436626.054
2016-09-01,411095.807
