Tarih,TP_ITHISICREV4_24
2016-06-01,2218687.147
2016-07-01,1535164.651
2016-08-01,1878863.283
2016-09-01,1760981.224
2016-10-01,2230777.721
2016-11-01,1840863.953
2016-12-01,2773853.1
2017-01-01,1906220.613
2017-02-01,2181436.857
2017-03-01,3006613.102
2017-04-01,2591530.828
2017-05-01,3715593.247
2017-06-01,3532855.461
2017-07-01,4509976.694
2017-08-01,2696120.649
2017-09-01,3226207.972
2017-10-01,2917797.861
2017-11-01,2579579.293
2017-12-01,3611117.489
2018-01-01,4207050.028
2018-02-01,2734361.84
2018-03-01,3592604.281
2018-04-01,3511055.232
2018-05-01,3986146.446
2018-06-01,2357640.006
2018-07-01,2653738.015
2018-08-01,1738044.882
2018-09-01,2258550.672
2018-10-01,1856316.36
2018-11-01,1957164.119
2018-12-01,1768997.25
2019-01-01,2056153.083
2019-02-01,1912293.359
2019-03-01,2568231.68
2019-04-01,2486136.893
2019-05-01,2032943.774
2019-06-01,1851920.655
2019-07-01,2443684.158
2019-08-01,2271439.069
2019-09-01,2436101.198
2019-10-01,2893553.448
2019-11-01,2973451.417
2019-12-01,3252213.731
2020-01-01,3322560.957
2020-02-01,2656312.478
2020-03-01,3243400.085
2020-04-01,1735906.646
2020-05-01,2579028.589
2020-06-01,3700303.243
2020-07-01,3334139.064
2020-08-01,5478997.25
2020-09-01,4961428.741
2020-10-01,3508407.35
2020-11-01,4186533.666
2020-12-01,3794077.74
2021-01-01,3138723.0
2021-02-01,2841729.0
2021-03-01,3096188.0
2021-04-01,2852613.0
2021-05-01,2920206.0
2021-06-01,2881922.0
2021-07-01,2729392.0
2021-08-01,3317042.0
2021-09-01,2958117.0
2021-10-01,2712662.0
2021-11-01,3212273.0
2021-12-01,3350855.0
2022-01-01,3432054.0
2022-02-01,3838168.0
2022-03-01,4237835.0
2022-04-01,3708502.0
2022-05-01,4697645.0
2022-06-01,4834892.0
2022-07-01,4926606.0
2022-08-01,5304173.0
2022-09-01,5703224.0
2022-10-01,5552133.0
2022-11-01,5101495.0
2022-12-01,5278803.0
2023-01-01,7584843.0
2023-02-01,6655147.0
2023-03-01,4685258.0
2023-04-01,4307008.0
2023-05-01,6644999.0
2023-06-01,4483411.0
2023-07-01,5536154.0
2023-08-01,5832337.0
2023-09-01,4166024.0
2023-10-01,4185862.0
2023-11-01,4424673.0
2023-12-01,3522535.0
2024-01-01,3192770.0
2024-02-01,3060159.0
2024-03-01,4282992.0
2024-04-01,4091983.0
2024-05-01,4229225.0
2024-06-01,3328824.0
2024-07-01,3759914.0
2024-08-01,3670515.0
2024-09-01,3617696.0
2024-10-01,4705504.0
2024-11-01,4751132.0
2024-12-01,4730673.0
2025-01-01,4081488.0
2025-02-01,4391626.0
2025-03-01,3876978.0
2025-04-01,5351901.0
2025-05-01,5322100.0
2025-06-01,4297446.0
2025-07-01,3975011.0
2025-08-01,3645207.0
