Tarih,TP_ITHISICREV4_18
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,3876.651
2013-02-01,4519.176
2013-03-01,2885.69
2013-04-01,5411.393
2013-05-01,4882.561
2013-06-01,3002.627
2013-07-01,6808.029
2013-08-01,3671.526
2013-09-01,3519.942
2013-10-01,3808.202
2013-11-01,3370.317
2013-12-01,4840.798
2014-01-01,4582.03
2014-02-01,3570.252
2014-03-01,3825.176
2014-04-01,4019.682
2014-05-01,3841.892
2014-06-01,5887.098
2014-07-01,5072.332
2014-08-01,5662.269
2014-09-01,3418.543
2014-10-01,4245.206
2014-11-01,3696.028
2014-12-01,6132.63
2015-01-01,3249.128
2015-02-01,4537.477
2015-03-01,5327.019
2015-04-01,3569.112
2015-05-01,3025.746
2015-06-01,3666.737
2015-07-01,2998.114
2015-08-01,4473.211
2015-09-01,4045.446
2015-10-01,3148.037
2015-11-01,2848.417
2015-12-01,4143.074
2016-01-01,2960.119
2016-02-01,3814.794
2016-03-01,6460.641
2016-04-01,4597.644
2016-05-01,4400.036
2016-06-01,2981.999
2016-07-01,3377.237
2016-08-01,2522.726
2016-09-01,3391.285
