Tarih,TP_ITHISICREV4_18
2016-10-01,3203.883
2016-11-01,5882.599
2016-12-01,3487.181
2017-01-01,3593.993
2017-02-01,3756.856
2017-03-01,4040.631
2017-04-01,4160.875
2017-05-01,3214.602
2017-06-01,4617.303
2017-07-01,2813.038
2017-08-01,4664.054
2017-09-01,3279.412
2017-10-01,4711.699
2017-11-01,3842.523
2017-12-01,4569.232
2018-01-01,3594.561
2018-02-01,3663.442
2018-03-01,3433.78
2018-04-01,3477.765
2018-05-01,3439.572
2018-06-01,3334.459
2018-07-01,3193.325
2018-08-01,3085.483
2018-09-01,2391.88
2018-10-01,2718.956
2018-11-01,2643.092
2018-12-01,5884.646
2019-01-01,3174.284
2019-02-01,2814.723
2019-03-01,2761.261
2019-04-01,3086.639
2019-05-01,3186.848
2019-06-01,2325.482
2019-07-01,3819.677
2019-08-01,2537.835
2019-09-01,3671.487
2019-10-01,3792.703
2019-11-01,2631.82
2019-12-01,2858.597
2020-01-01,3721.208
2020-02-01,2801.99
2020-03-01,4147.136
2020-04-01,1995.245
2020-05-01,4100.981
2020-06-01,2869.287
2020-07-01,2912.171
2020-08-01,2707.597
2020-09-01,2871.349
2020-10-01,2410.244
2020-11-01,3161.379
2020-12-01,3636.629
2021-01-01,2595.0
2021-02-01,2589.0
2021-03-01,4210.0
2021-04-01,3114.0
2021-05-01,3103.0
2021-06-01,3231.0
2021-07-01,2839.0
2021-08-01,4600.0
2021-09-01,3237.0
2021-10-01,3859.0
2021-11-01,2623.0
2021-12-01,3200.0
2022-01-01,3036.0
2022-02-01,3314.0
2022-03-01,4371.0
2022-04-01,4620.0
2022-05-01,3621.0
2022-06-01,4453.0
2022-07-01,2895.0
2022-08-01,4360.0
2022-09-01,4112.0
2022-10-01,3556.0
2022-11-01,4250.0
2022-12-01,4235.0
2023-01-01,3767.0
2023-02-01,4160.0
2023-03-01,4919.0
2023-04-01,4543.0
2023-05-01,6120.0
2023-06-01,3308.0
2023-07-01,3059.0
2023-08-01,5525.0
2023-09-01,3133.0
2023-10-01,3534.0
2023-11-01,4401.0
2023-12-01,6864.0
2024-01-01,4191.0
2024-02-01,4598.0
2024-03-01,3376.0
2024-04-01,3786.0
2024-05-01,4010.0
2024-06-01,3255.0
2024-07-01,4404.0
2024-08-01,2969.0
2024-09-01,3970.0
2024-10-01,2601.0
2024-11-01,2488.0
2024-12-01,4799.0
2025-01-01,2960.0
2025-02-01,2536.0
2025-03-01,2918.0
2025-04-01,2049.0
2025-05-01,2755.0
2025-06-01,5525.0
2025-07-01,4542.0
2025-08-01,3604.0
