Tarih,TP_ITHISICREV4_91
2017-01-01,1901.752
2017-02-01,328.188
2017-03-01,34.739
2017-04-01,184.395
2017-05-01,356.889
2017-06-01,259.924
2017-07-01,73.524
2017-08-01,122.735
2017-09-01,50.114
2017-10-01,109.842
2017-11-01,187.531
2017-12-01,351.448
2018-01-01,132.765
2018-02-01,106.734
2018-03-01,188.37
2018-04-01,412.747
2018-05-01,291.029
2018-06-01,556.052
2018-07-01,351.052
2018-08-01,557.035
2018-09-01,330.863
2018-10-01,78.776
2018-11-01,88.33
2018-12-01,117.744
2019-01-01,47.543
2019-02-01,85.339
2019-03-01,151.666
2019-04-01,243.628
2019-05-01,277.233
2019-06-01,44.205
2019-07-01,16.984
2019-08-01,58.363
2019-09-01,32.041
2019-10-01,133.715
2019-11-01,101.761
2019-12-01,191.713
2020-01-01,285.87
2020-02-01,94.936
2020-03-01,93.395
2020-04-01,28.3
2020-05-01,27.179
2020-06-01,38.776
2020-07-01,413.823
2020-08-01,102.281
2020-09-01,357.409
2020-10-01,62.001
2020-11-01,144.326
2020-12-01,610.169
2021-01-01,198.0
2021-02-01,199.0
2021-03-01,214.0
2021-04-01,314.0
2021-05-01,155.0
2021-06-01,191.0
2021-07-01,456.0
2021-08-01,109.0
2021-09-01,237.0
2021-10-01,159.0
2021-11-01,299.0
2021-12-01,277.0
2022-01-01,206.0
2022-02-01,153.0
2022-03-01,85.0
2022-04-01,125.0
2022-05-01,121.0
2022-06-01,144.0
2022-07-01,118.0
2022-08-01,93.0
2022-09-01,233.0
2022-10-01,37.0
2022-11-01,101.0
2022-12-01,124.0
2023-01-01,240.0
2023-02-01,647.0
2023-03-01,477.0
2023-04-01,662.0
2023-05-01,102.0
2023-06-01,281.0
2023-07-01,798.0
2023-08-01,66.0
2023-09-01,101.0
2023-10-01,112.0
2023-11-01,122.0
2023-12-01,185.0
2024-01-01,90.0
2024-02-01,381.0
2024-03-01,516.0
2024-04-01,168.0
2024-05-01,324.0
2024-06-01,135.0
2024-07-01,624.0
2024-08-01,158.0
2024-09-01,100.0
2024-10-01,726.0
2024-11-01,394.0
2024-12-01,439.0
2025-01-01,94.0
2025-02-01,52.0
2025-03-01,903.0
2025-04-01,161.0
2025-05-01,380.0
2025-06-01,250.0
2025-07-01,331.0
2025-08-01,323.0
