Tarih,TP_ITHISICREV4_59
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,14699.253
2013-02-01,13072.917
2013-03-01,9427.332
2013-04-01,18827.438
2013-05-01,10518.948
2013-06-01,15954.049
2013-07-01,16958.813
2013-08-01,10674.309
2013-09-01,14843.51
2013-10-01,20764.592
2013-11-01,40927.415
2013-12-01,22517.696
2014-01-01,10837.799
2014-02-01,7889.044
2014-03-01,10621.069
2014-04-01,13001.921
2014-05-01,8734.915
2014-06-01,12105.757
2014-07-01,9792.058
2014-08-01,10143.623
2014-09-01,24083.788
2014-10-01,17748.77
2014-11-01,24539.009
2014-12-01,26535.438
2015-01-01,10484.439
2015-02-01,6631.316
2015-03-01,17667.655
2015-04-01,9471.663
2015-05-01,5498.951
2015-06-01,14484.718
2015-07-01,8537.428
2015-08-01,7385.724
2015-09-01,13488.734
2015-10-01,14292.307
2015-11-01,10782.259
2015-12-01,52192.63
2016-01-01,8360.149
2016-02-01,4784.684
2016-03-01,5227.944
2016-04-01,6774.329
2016-05-01,25181.204
2016-06-01,8151.466
2016-07-01,19364.69
2016-08-01,10160.251
2016-09-01,13868.464
