Tarih,TP_ITHISICREV4_14
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,188697.883
2013-02-01,198774.318
2013-03-01,203781.19
2013-04-01,184828.777
2013-05-01,181001.802
2013-06-01,185681.767
2013-07-01,257959.809
2013-08-01,269900.064
2013-09-01,348377.137
2013-10-01,286142.294
2013-11-01,228970.848
2013-12-01,210133.307
2014-01-01,230194.791
2014-02-01,217476.954
2014-03-01,229479.413
2014-04-01,205065.56
2014-05-01,192735.501
2014-06-01,190001.754
2014-07-01,253689.945
2014-08-01,320271.975
2014-09-01,324435.676
2014-10-01,226907.823
2014-11-01,172689.853
2014-12-01,194067.498
2015-01-01,212235.48
2015-02-01,192617.989
2015-03-01,235143.3
2015-04-01,174806.324
2015-05-01,156742.618
2015-06-01,191720.828
2015-07-01,247587.552
2015-08-01,267245.121
2015-09-01,237904.443
2015-10-01,228602.478
2015-11-01,164912.8
2015-12-01,183025.944
2016-01-01,173877.761
2016-02-01,189714.077
2016-03-01,199943.967
2016-04-01,161769.344
2016-05-01,150379.444
2016-06-01,177413.319
2016-07-01,190410.005
2016-08-01,264721.909
2016-09-01,257008.493
