Tarih,TP_ITHISICREV4_03
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,4138.902
2013-02-01,3593.472
2013-03-01,5025.354
2013-04-01,4200.299
2013-05-01,5332.083
2013-06-01,3505.884
2013-07-01,5457.067
2013-08-01,3431.918
2013-09-01,12032.841
2013-10-01,3327.759
2013-11-01,4344.834
2013-12-01,3949.564
2014-01-01,4690.326
2014-02-01,3585.045
2014-03-01,3823.08
2014-04-01,5524.898
2014-05-01,5882.38
2014-06-01,5211.023
2014-07-01,4504.899
2014-08-01,9164.366
2014-09-01,14637.962
2014-10-01,4051.265
2014-11-01,3944.453
2014-12-01,4510.843
2015-01-01,6538.133
2015-02-01,6290.493
2015-03-01,6387.881
2015-04-01,8616.42
2015-05-01,6945.895
2015-06-01,4989.525
2015-07-01,4952.258
2015-08-01,16552.938
2015-09-01,10283.151
2015-10-01,4998.633
2015-11-01,5301.113
2015-12-01,6692.525
2016-01-01,4119.948
2016-02-01,7180.463
2016-03-01,5268.477
2016-04-01,4620.369
2016-05-01,4442.348
2016-06-01,3468.159
2016-07-01,4386.411
2016-08-01,2986.966
2016-09-01,5921.455
