Tarih,TP_ITHISICREV4_22
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,381961.675
2013-02-01,388706.451
2013-03-01,435075.116
2013-04-01,447640.118
2013-05-01,484065.96
2013-06-01,458886.199
2013-07-01,518107.604
2013-08-01,409057.298
2013-09-01,458568.683
2013-10-01,449675.799
2013-11-01,475605.459
2013-12-01,454403.06
2014-01-01,396863.341
2014-02-01,415672.264
2014-03-01,468898.395
2014-04-01,469587.537
2014-05-01,495371.162
2014-06-01,464675.733
2014-07-01,453716.993
2014-08-01,478456.968
2014-09-01,483698.21
2014-10-01,439852.501
2014-11-01,438684.968
2014-12-01,470155.494
2015-01-01,360561.322
2015-02-01,390412.845
2015-03-01,456245.935
2015-04-01,431522.484
2015-05-01,433160.213
2015-06-01,452966.018
2015-07-01,435181.434
2015-08-01,399427.408
2015-09-01,410618.805
2015-10-01,432693.822
2015-11-01,411993.276
2015-12-01,452359.526
2016-01-01,352240.354
2016-02-01,426951.822
2016-03-01,478018.09
2016-04-01,426004.822
2016-05-01,456801.129
2016-06-01,485737.269
2016-07-01,392483.16
2016-08-01,426241.842
2016-09-01,412277.727
