Tarih,TP_ITHISICREV4_32
2016-10-01,316025.946
2016-11-01,301342.781
2016-12-01,289429.255
2017-01-01,259239.696
2017-02-01,274214.767
2017-03-01,379560.493
2017-04-01,287647.255
2017-05-01,349991.352
2017-06-01,292946.955
2017-07-01,389669.23
2017-08-01,279042.124
2017-09-01,287819.614
2017-10-01,301445.983
2017-11-01,296264.469
2017-12-01,310155.537
2018-01-01,320811.266
2018-02-01,338364.253
2018-03-01,393605.498
2018-04-01,350308.042
2018-05-01,318695.218
2018-06-01,426508.459
2018-07-01,312776.218
2018-08-01,230953.927
2018-09-01,272006.564
2018-10-01,254487.667
2018-11-01,247409.771
2018-12-01,335283.645
2019-01-01,337395.238
2019-02-01,348576.334
2019-03-01,362566.04
2019-04-01,317917.82
2019-05-01,341322.614
2019-06-01,266985.973
2019-07-01,390253.412
2019-08-01,283584.36
2019-09-01,374578.821
2019-10-01,374950.381
2019-11-01,301860.972
2019-12-01,384168.112
2020-01-01,409472.955
2020-02-01,267780.241
2020-03-01,288048.761
2020-04-01,193573.497
2020-05-01,215047.126
2020-06-01,301680.658
2020-07-01,274846.235
2020-08-01,230080.451
2020-09-01,260435.385
2020-10-01,228137.971
2020-11-01,270791.896
2020-12-01,280064.678
2021-01-01,197617.0
2021-02-01,232726.0
2021-03-01,303627.0
2021-04-01,243388.0
2021-05-01,237879.0
2021-06-01,269533.0
2021-07-01,321648.0
2021-08-01,310911.0
2021-09-01,349464.0
2021-10-01,293982.0
2021-11-01,307914.0
2021-12-01,304203.0
2022-01-01,248266.0
2022-02-01,317966.0
2022-03-01,359622.0
2022-04-01,299489.0
2022-05-01,311766.0
2022-06-01,356876.0
2022-07-01,326194.0
2022-08-01,378672.0
2022-09-01,360157.0
2022-10-01,352422.0
2022-11-01,377922.0
2022-12-01,446255.0
2023-01-01,415755.0
2023-02-01,403823.0
2023-03-01,511702.0
2023-04-01,386334.0
2023-05-01,459575.0
2023-06-01,357872.0
2023-07-01,498572.0
2023-08-01,383905.0
2023-09-01,402529.0
2023-10-01,720116.0
2023-11-01,812217.0
2023-12-01,441149.0
2024-01-01,467961.0
2024-02-01,739183.0
2024-03-01,1150579.0
2024-04-01,1338537.0
2024-05-01,1026950.0
2024-06-01,422967.0
2024-07-01,569163.0
2024-08-01,642641.0
2024-09-01,845114.0
2024-10-01,1083777.0
2024-11-01,1368438.0
2024-12-01,1093339.0
2025-01-01,440669.0
2025-02-01,657638.0
2025-03-01,959294.0
2025-04-01,916424.0
2025-05-01,1237467.0
2025-06-01,562051.0
2025-07-01,577997.0
2025-08-01,449383.0
