Tarih,TP_ITHISICREV4_20
2016-06-01,2335198.04
2016-07-01,1869276.972
2016-08-01,2149099.59
2016-09-01,1955999.785
2016-10-01,1856697.252
2016-11-01,2043345.794
2016-12-01,2034136.995
2017-01-01,2120210.1
2017-02-01,2065814.097
2017-03-01,2468221.527
2017-04-01,2250876.428
2017-05-01,2562262.783
2017-06-01,2375128.113
2017-07-01,2476734.729
2017-08-01,2492579.603
2017-09-01,2563350.132
2017-10-01,2633512.5
2017-11-01,2445240.182
2017-12-01,2431420.808
2018-01-01,2793462.119
2018-02-01,2648306.465
2018-03-01,2882709.665
2018-04-01,2702645.075
2018-05-01,3044471.96
2018-06-01,2492460.161
2018-07-01,2666642.437
2018-08-01,2020345.127
2018-09-01,2217192.271
2018-10-01,2004035.118
2018-11-01,2059425.172
2018-12-01,2008356.751
2019-01-01,2278772.604
2019-02-01,2199528.657
2019-03-01,2328402.105
2019-04-01,2444529.209
2019-05-01,2702651.884
2019-06-01,2112214.529
2019-07-01,2560767.92
2019-08-01,2134457.122
2019-09-01,2188061.193
2019-10-01,2254419.17
2019-11-01,2270324.461
2019-12-01,2217139.463
2020-01-01,2303571.463
2020-02-01,2290659.418
2020-03-01,2431194.799
2020-04-01,2284088.373
2020-05-01,2033043.762
2020-06-01,1855157.864
2020-07-01,1926609.467
2020-08-01,2041423.419
2020-09-01,2173695.522
2020-10-01,2215375.679
2020-11-01,2364926.09
2020-12-01,2719983.911
2021-01-01,2428903.0
2021-02-01,2668123.0
2021-03-01,3411380.0
2021-04-01,3300789.0
2021-05-01,3326040.0
2021-06-01,3365500.0
2021-07-01,2795000.0
2021-08-01,3164103.0
2021-09-01,3538428.0
2021-10-01,3135014.0
2021-11-01,3949827.0
2021-12-01,4101810.0
2022-01-01,3944095.0
2022-02-01,4161139.0
2022-03-01,4590110.0
2022-04-01,4044631.0
2022-05-01,4042191.0
2022-06-01,4306472.0
2022-07-01,3637670.0
2022-08-01,3804561.0
2022-09-01,3606219.0
2022-10-01,3112921.0
2022-11-01,3587887.0
2022-12-01,3640906.0
2023-01-01,3531486.0
2023-02-01,3119925.0
2023-03-01,3835492.0
2023-04-01,3478779.0
2023-05-01,3935114.0
2023-06-01,2861359.0
2023-07-01,3412420.0
2023-08-01,3258916.0
2023-09-01,3055731.0
2023-10-01,3187985.0
2023-11-01,2905111.0
2023-12-01,2775859.0
2024-01-01,2761483.0
2024-02-01,3068946.0
2024-03-01,3259889.0
2024-04-01,3331454.0
2024-05-01,3534813.0
2024-06-01,2913426.0
2024-07-01,3516201.0
2024-08-01,3105885.0
2024-09-01,3005633.0
2024-10-01,3310237.0
2024-11-01,2837412.0
2024-12-01,3353653.0
2025-01-01,3255004.0
2025-02-01,3109003.0
2025-03-01,3178127.0
2025-04-01,3582800.0
2025-05-01,3365905.0
2025-06-01,3022978.0
2025-07-01,3338457.0
2025-08-01,2810216.0
