Tarih,TP_ITHISICREV4_05
2016-10-01,274095.102
2016-11-01,291796.918
2016-12-01,311635.231
2017-01-01,285070.035
2017-02-01,291004.382
2017-03-01,310901.077
2017-04-01,327833.021
2017-05-01,241102.683
2017-06-01,285726.34
2017-07-01,343291.816
2017-08-01,365345.572
2017-09-01,341264.774
2017-10-01,400270.056
2017-11-01,455709.432
2017-12-01,426028.304
2018-01-01,355207.837
2018-02-01,336979.519
2018-03-01,310880.025
2018-04-01,331228.72
2018-05-01,306297.915
2018-06-01,335137.166
2018-07-01,465823.277
2018-08-01,336444.291
2018-09-01,441923.422
2018-10-01,357562.205
2018-11-01,412486.738
2018-12-01,394749.06
2019-01-01,319297.965
2019-02-01,299227.442
2019-03-01,275372.49
2019-04-01,313282.867
2019-05-01,319236.81
2019-06-01,209226.763
2019-07-01,280122.359
2019-08-01,255675.194
2019-09-01,238815.369
2019-10-01,340844.64
2019-11-01,346629.383
2019-12-01,321024.103
2020-01-01,294581.456
2020-02-01,177359.423
2020-03-01,286408.298
2020-04-01,140800.506
2020-05-01,206529.998
2020-06-01,236667.581
2020-07-01,196262.753
2020-08-01,237031.728
2020-09-01,222895.267
2020-10-01,223726.067
2020-11-01,247091.391
2020-12-01,251952.27
2021-01-01,242278.0
2021-02-01,213077.0
2021-03-01,246941.0
2021-04-01,284649.0
2021-05-01,257392.0
2021-06-01,253780.0
2021-07-01,342441.0
2021-08-01,356926.0
2021-09-01,493695.0
2021-10-01,396925.0
2021-11-01,389726.0
2021-12-01,598847.0
2022-01-01,468322.0
2022-02-01,492299.0
2022-03-01,673426.0
2022-04-01,456776.0
2022-05-01,594759.0
2022-06-01,736143.0
2022-07-01,894032.0
2022-08-01,815955.0
2022-09-01,797334.0
2022-10-01,829046.0
2022-11-01,661508.0
2022-12-01,749694.0
2023-01-01,575260.0
2023-02-01,438634.0
2023-03-01,462909.0
2023-04-01,434095.0
2023-05-01,517364.0
2023-06-01,336150.0
2023-07-01,554200.0
2023-08-01,419017.0
2023-09-01,433453.0
2023-10-01,435880.0
2023-11-01,424690.0
2023-12-01,497874.0
2024-01-01,537752.0
2024-02-01,351587.0
2024-03-01,395316.0
2024-04-01,475462.0
2024-05-01,374744.0
2024-06-01,398422.0
2024-07-01,374466.0
2024-08-01,402735.0
2024-09-01,479465.0
2024-10-01,418648.0
2024-11-01,361227.0
2024-12-01,438783.0
2025-01-01,471888.0
2025-02-01,385286.0
2025-03-01,337150.0
2025-04-01,377866.0
2025-05-01,324522.0
2025-06-01,325029.0
2025-07-01,451747.0
2025-08-01,348613.0
