Tarih,TP_ITHISICREV4_15
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,154374.528
2013-02-01,172655.663
2013-03-01,180776.732
2013-04-01,135905.818
2013-05-01,122711.57
2013-06-01,131991.324
2013-07-01,196514.616
2013-08-01,182469.539
2013-09-01,198519.877
2013-10-01,150162.994
2013-11-01,132130.61
2013-12-01,140318.697
2014-01-01,178906.019
2014-02-01,177191.973
2014-03-01,185486.725
2014-04-01,139717.604
2014-05-01,130488.99
2014-06-01,142940.602
2014-07-01,189853.936
2014-08-01,208444.212
2014-09-01,169030.195
2014-10-01,119356.531
2014-11-01,102700.394
2014-12-01,141843.955
2015-01-01,133189.059
2015-02-01,140379.698
2015-03-01,178193.315
2015-04-01,105200.996
2015-05-01,88516.261
2015-06-01,126292.976
2015-07-01,155276.588
2015-08-01,148278.949
2015-09-01,104499.713
2015-10-01,98567.717
2015-11-01,86921.738
2015-12-01,114817.443
2016-01-01,130093.202
2016-02-01,128057.799
2016-03-01,118873.631
2016-04-01,89636.315
2016-05-01,85039.978
2016-06-01,126240.693
2016-07-01,106657.149
2016-08-01,128902.685
2016-09-01,91236.682
