Tarih,TP_ITHISICREV4_26
2016-06-01,1543294.819
2016-07-01,1087836.33
2016-08-01,1302585.544
2016-09-01,1181803.134
2016-10-01,1381955.251
2016-11-01,1558386.829
2016-12-01,1428370.53
2017-01-01,1276352.853
2017-02-01,1166474.926
2017-03-01,1295621.614
2017-04-01,1096746.967
2017-05-01,1455348.102
2017-06-01,1342129.911
2017-07-01,1411631.8
2017-08-01,1500806.433
2017-09-01,1548186.551
2017-10-01,1807884.436
2017-11-01,1663630.567
2017-12-01,1806634.766
2018-01-01,1431554.056
2018-02-01,1232939.012
2018-03-01,1310798.691
2018-04-01,1212933.846
2018-05-01,1277946.533
2018-06-01,1065510.629
2018-07-01,1128156.644
2018-08-01,850442.772
2018-09-01,855981.789
2018-10-01,834296.654
2018-11-01,960845.217
2018-12-01,972936.592
2019-01-01,924363.418
2019-02-01,863612.285
2019-03-01,1017827.01
2019-04-01,999679.595
2019-05-01,1014962.586
2019-06-01,797724.877
2019-07-01,988442.699
2019-08-01,819415.452
2019-09-01,995194.528
2019-10-01,1164816.112
2019-11-01,1199350.987
2019-12-01,1261256.504
2020-01-01,1075118.055
2020-02-01,908876.844
2020-03-01,998302.804
2020-04-01,938000.938
2020-05-01,759248.132
2020-06-01,1106022.952
2020-07-01,1125449.979
2020-08-01,1161710.132
2020-09-01,1357833.905
2020-10-01,1325386.014
2020-11-01,1364856.07
2020-12-01,1483414.741
2021-01-01,1212316.0
2021-02-01,1229663.0
2021-03-01,1374110.0
2021-04-01,1252334.0
2021-05-01,1084339.0
2021-06-01,1126024.0
2021-07-01,1062345.0
2021-08-01,1181454.0
2021-09-01,1155272.0
2021-10-01,1182472.0
2021-11-01,1478274.0
2021-12-01,1530062.0
2022-01-01,1097366.0
2022-02-01,1060879.0
2022-03-01,1342502.0
2022-04-01,1266021.0
2022-05-01,1251627.0
2022-06-01,1385224.0
2022-07-01,1132926.0
2022-08-01,1468039.0
2022-09-01,1486251.0
2022-10-01,1423193.0
2022-11-01,1531848.0
2022-12-01,1749768.0
2023-01-01,1658171.0
2023-02-01,1514077.0
2023-03-01,1856607.0
2023-04-01,1783371.0
2023-05-01,1792641.0
2023-06-01,1464985.0
2023-07-01,1817265.0
2023-08-01,1559013.0
2023-09-01,1614133.0
2023-10-01,1774441.0
2023-11-01,1910325.0
2023-12-01,1721620.0
2024-01-01,1520673.0
2024-02-01,1584258.0
2024-03-01,1746067.0
2024-04-01,1497619.0
2024-05-01,1666486.0
2024-06-01,1336801.0
2024-07-01,1580564.0
2024-08-01,1403478.0
2024-09-01,1699603.0
2024-10-01,1689673.0
2024-11-01,1689534.0
2024-12-01,1877460.0
2025-01-01,1701853.0
2025-02-01,1529089.0
2025-03-01,1675575.0
2025-04-01,1682154.0
2025-05-01,1690996.0
2025-06-01,1518056.0
2025-07-01,1759333.0
2025-08-01,1557444.0
