Tarih,TP_ITHISICREV4_12
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,95911.419
2013-02-01,79680.899
2013-03-01,92116.144
2013-04-01,99644.531
2013-05-01,91981.59
2013-06-01,75517.855
2013-07-01,91728.543
2013-08-01,88683.99
2013-09-01,100354.031
2013-10-01,98075.674
2013-11-01,100244.892
2013-12-01,89848.867
2014-01-01,79015.461
2014-02-01,80928.391
2014-03-01,100169.104
2014-04-01,99396.119
2014-05-01,104299.442
2014-06-01,92286.391
2014-07-01,105856.487
2014-08-01,105339.878
2014-09-01,109921.415
2014-10-01,100993.374
2014-11-01,103880.776
2014-12-01,74782.557
2015-01-01,53421.853
2015-02-01,54496.176
2015-03-01,72700.736
2015-04-01,86987.161
2015-05-01,63252.663
2015-06-01,55122.74
2015-07-01,53181.36
2015-08-01,69189.09
2015-09-01,72042.573
2015-10-01,70531.64
2015-11-01,63575.381
2015-12-01,74986.977
2016-01-01,45102.598
2016-02-01,63306.007
2016-03-01,75780.608
2016-04-01,61925.461
2016-05-01,79848.021
2016-06-01,81020.98
2016-07-01,48557.884
2016-08-01,55286.309
2016-09-01,62458.195
