Tarih,TP_ITHISICREV4_29
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,1111714.082
2013-02-01,1468606.099
2013-03-01,1813215.521
2013-04-01,1854408.408
2013-05-01,1865620.043
2013-06-01,1822852.77
2013-07-01,2238152.254
2013-08-01,1475602.885
2013-09-01,1753899.311
2013-10-01,1898437.447
2013-11-01,1889460.295
2013-12-01,1774781.336
2014-01-01,1134950.63
2014-02-01,1477337.365
2014-03-01,1774183.68
2014-04-01,1673161.219
2014-05-01,1576935.011
2014-06-01,1637113.759
2014-07-01,1689698.259
2014-08-01,1330166.034
2014-09-01,1712676.243
2014-10-01,1894700.519
2014-11-01,1937446.785
2014-12-01,2058004.483
2015-01-01,1108933.129
2015-02-01,1617694.212
2015-03-01,1918527.807
2015-04-01,1874776.031
2015-05-01,1836319.574
2015-06-01,2048017.379
2015-07-01,2091394.851
2015-08-01,1655698.035
2015-09-01,1621768.229
2015-10-01,2072953.47
2015-11-01,1759211.869
2015-12-01,1774502.511
2016-01-01,957510.573
2016-02-01,1757150.746
2016-03-01,2102652.445
2016-04-01,1849560.272
2016-05-01,2038257.466
