Tarih,TP_ITHISICREV4_17
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,341233.103
2013-02-01,298822.166
2013-03-01,309607.738
2013-04-01,345991.74
2013-05-01,367113.558
2013-06-01,305190.001
2013-07-01,369282.074
2013-08-01,278472.308
2013-09-01,289483.377
2013-10-01,288005.753
2013-11-01,328430.599
2013-12-01,304809.537
2014-01-01,360463.575
2014-02-01,298352.473
2014-03-01,334345.107
2014-04-01,351319.372
2014-05-01,362474.425
2014-06-01,340579.031
2014-07-01,332708.391
2014-08-01,349997.525
2014-09-01,312324.302
2014-10-01,303968.636
2014-11-01,283875.52
2014-12-01,323634.754
2015-01-01,287567.404
2015-02-01,285837.881
2015-03-01,310309.978
2015-04-01,308078.546
2015-05-01,311814.798
2015-06-01,292415.623
2015-07-01,319924.301
2015-08-01,268360.327
2015-09-01,253398.273
2015-10-01,276652.405
2015-11-01,270030.242
2015-12-01,304604.842
2016-01-01,279172.306
2016-02-01,277223.182
2016-03-01,331491.427
2016-04-01,315082.954
2016-05-01,302040.677
2016-06-01,322628.246
2016-07-01,310819.22
2016-08-01,310889.451
2016-09-01,268947.658
