Tarih,TP_ITHISICREV4_21
2000-01-01,
2000-02-01,
2000-03-01,
2000-04-01,
2000-05-01,
2000-06-01,
2000-07-01,
2000-08-01,
2000-09-01,
2000-10-01,
2000-11-01,
2000-12-01,
2001-01-01,
2001-02-01,
2001-03-01,
2001-04-01,
2001-05-01,
2001-06-01,
2001-07-01,
2001-08-01,
2001-09-01,
2001-10-01,
2001-11-01,
2001-12-01,
2002-01-01,
2002-02-01,
2002-03-01,
2002-04-01,
2002-05-01,
2002-06-01,
2002-07-01,
2002-08-01,
2002-09-01,
2002-10-01,
2002-11-01,
2002-12-01,
2003-01-01,
2003-02-01,
2003-03-01,
2003-04-01,
2003-05-01,
2003-06-01,
2003-07-01,
2003-08-01,
2003-09-01,
2003-10-01,
2003-11-01,
2003-12-01,
2004-01-01,
2004-02-01,
2004-03-01,
2004-04-01,
2004-05-01,
2004-06-01,
2004-07-01,
2004-08-01,
2004-09-01,
2004-10-01,
2004-11-01,
2004-12-01,
2005-01-01,
2005-02-01,
2005-03-01,
2005-04-01,
2005-05-01,
2005-06-01,
2005-07-01,
2005-08-01,
2005-09-01,
2005-10-01,
2005-11-01,
2005-12-01,
2006-01-01,
2006-02-01,
2006-03-01,
2006-04-01,
2006-05-01,
2006-06-01,
2006-07-01,
2006-08-01,
2006-09-01,
2006-10-01,
2006-11-01,
2006-12-01,
2007-01-01,
2007-02-01,
2007-03-01,
2007-04-01,
2007-05-01,
2007-06-01,
2007-07-01,
2007-08-01,
2007-09-01,
2007-10-01,
2007-11-01,
2007-12-01,
2008-01-01,
2008-02-01,
2008-03-01,
2008-04-01,
2008-05-01,
2008-06-01,
2008-07-01,
2008-08-01,
2008-09-01,
2008-10-01,
2008-11-01,
2008-12-01,
2009-01-01,
2009-02-01,
2009-03-01,
2009-04-01,
2009-05-01,
2009-06-01,
2009-07-01,
2009-08-01,
2009-09-01,
2009-10-01,
2009-11-01,
2009-12-01,
2010-01-01,
2010-02-01,
2010-03-01,
2010-04-01,
2010-05-01,
2010-06-01,
2010-07-01,
2010-08-01,
2010-09-01,
2010-10-01,
2010-11-01,
2010-12-01,
2011-01-01,
2011-02-01,
2011-03-01,
2011-04-01,
2011-05-01,
2011-06-01,
2011-07-01,
2011-08-01,
2011-09-01,
2011-10-01,
2011-11-01,
2011-12-01,
2012-01-01,
2012-02-01,
2012-03-01,
2012-04-01,
2012-05-01,
2012-06-01,
2012-07-01,
2012-08-01,
2012-09-01,
2012-10-01,
2012-11-01,
2012-12-01,
2013-01-01,339719.966
2013-02-01,382881.534
2013-03-01,406277.701
2013-04-01,394308.263
2013-05-01,381625.185
2013-06-01,374700.333
2013-07-01,428790.64
2013-08-01,309168.617
2013-09-01,423917.526
2013-10-01,410438.206
2013-11-01,420605.224
2013-12-01,406722.588
2014-01-01,326434.54
2014-02-01,386171.415
2014-03-01,411544.784
2014-04-01,388893.559
2014-05-01,428729.646
2014-06-01,421502.078
2014-07-01,398268.422
2014-08-01,402682.068
2014-09-01,460911.357
2014-10-01,428276.316
2014-11-01,428609.674
2014-12-01,493121.519
2015-01-01,364439.599
2015-02-01,365713.05
2015-03-01,404429.538
2015-04-01,422510.867
2015-05-01,347818.706
2015-06-01,383112.535
2015-07-01,393390.952
2015-08-01,354491.986
2015-09-01,351666.913
2015-10-01,483474.591
2015-11-01,386447.41
2015-12-01,498237.14
2016-01-01,332929.115
2016-02-01,329259.739
2016-03-01,414623.505
2016-04-01,364166.754
2016-05-01,380393.061
2016-06-01,436136.636
2016-07-01,329160.932
2016-08-01,429748.947
2016-09-01,389869.874
