Tarih,TP_ODEYDIEBS_A312
2016-04-01,312.0
2016-05-01,262.0
2016-06-01,70.0
2016-07-01,263.0
2016-08-01,282.0
2016-09-01,538.0
2016-10-01,252.0
2016-11-01,205.0
2016-12-01,91.0
2017-01-01,286.0
2017-02-01,369.0
2017-03-01,486.0
2017-04-01,405.0
2017-05-01,291.0
2017-06-01,101.0
2017-07-01,263.0
2017-08-01,281.0
2017-09-01,567.0
2017-10-01,370.0
2017-11-01,310.0
2017-12-01,91.0
2018-01-01,191.0
2018-02-01,281.0
2018-03-01,585.0
2018-04-01,467.0
2018-05-01,368.0
2018-06-01,134.0
2018-07-01,179.0
2018-08-01,341.0
2018-09-01,506.0
2018-10-01,296.0
2018-11-01,333.0
2018-12-01,76.0
2019-01-01,197.0
2019-02-01,333.0
2019-03-01,507.0
2019-04-01,457.0
2019-05-01,362.0
2019-06-01,231.0
2019-07-01,189.0
2019-08-01,391.0
2019-09-01,511.0
2019-10-01,449.0
2019-11-01,250.0
2019-12-01,215.0
2020-01-01,179.0
2020-02-01,608.0
2020-03-01,577.0
2020-04-01,430.0
2020-05-01,304.0
2020-06-01,252.0
2020-07-01,179.0
2020-08-01,404.0
2020-09-01,623.0
2020-10-01,388.0
2020-11-01,324.0
2020-12-01,108.0
2021-01-01,201.0
2021-02-01,557.0
2021-03-01,675.0
2021-04-01,514.0
2021-05-01,193.0
2021-06-01,262.0
2021-07-01,315.0
2021-08-01,462.0
2021-09-01,534.0
2021-10-01,488.0
2021-11-01,323.0
2021-12-01,206.0
2022-01-01,288.0
2022-02-01,550.0
2022-03-01,648.0
2022-04-01,533.0
2022-05-01,260.0
2022-06-01,241.0
2022-07-01,354.0
2022-08-01,512.0
2022-09-01,636.0
2022-10-01,504.0
2022-11-01,269.0
2022-12-01,206.0
2023-01-01,353.0
2023-02-01,596.0
2023-03-01,632.0
2023-04-01,571.0
2023-05-01,403.0
2023-06-01,241.0
2023-07-01,775.0
2023-08-01,512.0
2023-09-01,639.0
2023-10-01,473.0
2023-11-01,383.0
2023-12-01,206.0
2024-01-01,703.0
2024-02-01,652.0
2024-03-01,730.0
2024-04-01,473.0
2024-05-01,440.0
2024-06-01,207.0
2024-07-01,935.0
2024-08-01,533.0
2024-09-01,569.0
2024-10-01,593.0
2024-11-01,420.0
2024-12-01,184.0
2025-01-01,946.0
2025-02-01,533.0
2025-03-01,561.0
2025-04-01,524.0
2025-05-01,587.0
2025-06-01,227.0
2025-07-01,1004.0
2025-08-01,459.0
