Tarih,TP_KFE_TR42
2016-04-01,8.6
2016-05-01,8.63
2016-06-01,8.79
2016-07-01,8.89
2016-08-01,8.96
2016-09-01,9.04
2016-10-01,9.14
2016-11-01,9.16
2016-12-01,9.31
2017-01-01,9.44
2017-02-01,9.76
2017-03-01,9.71
2017-04-01,9.91
2017-05-01,9.94
2017-06-01,10.04
2017-07-01,10.07
2017-08-01,9.97
2017-09-01,10.22
2017-10-01,10.37
2017-11-01,10.17
2017-12-01,10.3
2018-01-01,10.42
2018-02-01,10.51
2018-03-01,10.65
2018-04-01,10.76
2018-05-01,10.94
2018-06-01,11.02
2018-07-01,10.92
2018-08-01,11.09
2018-09-01,10.97
2018-10-01,10.92
2018-11-01,10.97
2018-12-01,10.96
2019-01-01,11.18
2019-02-01,11.18
2019-03-01,11.05
2019-04-01,10.94
2019-05-01,11.11
2019-06-01,11.42
2019-07-01,11.19
2019-08-01,11.56
2019-09-01,11.6
2019-10-01,11.69
2019-11-01,11.85
2019-12-01,11.96
2020-01-01,12.24
2020-02-01,12.43
2020-03-01,12.6
2020-04-01,12.69
2020-05-01,12.75
2020-06-01,13.8
2020-07-01,14.17
2020-08-01,14.32
2020-09-01,14.38
2020-10-01,14.7
2020-11-01,14.76
2020-12-01,15.44
2021-01-01,15.42
2021-02-01,15.93
2021-03-01,16.09
2021-04-01,16.5
2021-05-01,17.0
2021-06-01,17.5
2021-07-01,18.05
2021-08-01,18.36
2021-09-01,19.05
2021-10-01,19.86
2021-11-01,21.35
2021-12-01,24.06
2022-01-01,27.47
2022-02-01,29.57
2022-03-01,31.97
2022-04-01,36.55
2022-05-01,41.1
2022-06-01,46.34
2022-07-01,50.35
2022-08-01,53.19
2022-09-01,56.51
2022-10-01,58.87
2022-11-01,61.49
2022-12-01,64.64
2023-01-01,72.02
2023-02-01,77.04
2023-03-01,82.15
2023-04-01,86.78
2023-05-01,89.35
2023-06-01,94.33
2023-07-01,103.02
2023-08-01,108.88
2023-09-01,117.09
2023-10-01,122.81
2023-11-01,122.98
2023-12-01,123.55
2024-01-01,126.65
2024-02-01,134.21
2024-03-01,134.25
2024-04-01,136.78
2024-05-01,143.2
2024-06-01,145.08
2024-07-01,146.09
2024-08-01,152.55
2024-09-01,152.55
2024-10-01,155.69
2024-11-01,161.5
2024-12-01,163.38
2025-01-01,169.1
2025-02-01,179.58
2025-03-01,178.97
2025-04-01,180.02
2025-05-01,185.7
2025-06-01,192.56
2025-07-01,192.25
2025-08-01,199.41
2025-09-01,201.9
