Tarih,TP_KFE_TR32
2016-04-01,7.26
2016-05-01,7.24
2016-06-01,7.48
2016-07-01,7.57
2016-08-01,7.61
2016-09-01,7.65
2016-10-01,7.52
2016-11-01,7.68
2016-12-01,7.68
2017-01-01,7.73
2017-02-01,8.11
2017-03-01,8.1
2017-04-01,8.32
2017-05-01,8.39
2017-06-01,8.54
2017-07-01,8.64
2017-08-01,8.64
2017-09-01,8.86
2017-10-01,8.76
2017-11-01,8.82
2017-12-01,8.84
2018-01-01,8.85
2018-02-01,8.87
2018-03-01,9.08
2018-04-01,9.28
2018-05-01,9.57
2018-06-01,9.67
2018-07-01,9.67
2018-08-01,9.68
2018-09-01,9.84
2018-10-01,10.25
2018-11-01,10.26
2018-12-01,9.85
2019-01-01,9.55
2019-02-01,9.65
2019-03-01,9.7
2019-04-01,9.86
2019-05-01,10.63
2019-06-01,10.84
2019-07-01,10.45
2019-08-01,10.45
2019-09-01,10.45
2019-10-01,10.6
2019-11-01,10.81
2019-12-01,10.75
2020-01-01,11.11
2020-02-01,11.42
2020-03-01,11.7
2020-04-01,11.83
2020-05-01,12.12
2020-06-01,12.97
2020-07-01,13.65
2020-08-01,13.94
2020-09-01,14.34
2020-10-01,14.72
2020-11-01,15.27
2020-12-01,15.69
2021-01-01,15.9
2021-02-01,16.33
2021-03-01,16.6
2021-04-01,18.06
2021-05-01,18.22
2021-06-01,19.2
2021-07-01,19.37
2021-08-01,20.98
2021-09-01,20.95
2021-10-01,21.57
2021-11-01,21.78
2021-12-01,25.46
2022-01-01,28.81
2022-02-01,31.08
2022-03-01,34.39
2022-04-01,38.42
2022-05-01,43.63
2022-06-01,47.43
2022-07-01,51.19
2022-08-01,54.68
2022-09-01,58.04
2022-10-01,61.57
2022-11-01,64.11
2022-12-01,65.6
2023-01-01,72.94
2023-02-01,76.11
2023-03-01,83.18
2023-04-01,87.44
2023-05-01,89.79
2023-06-01,96.5
2023-07-01,103.25
2023-08-01,108.6
2023-09-01,115.85
2023-10-01,120.1
2023-11-01,121.28
2023-12-01,124.95
2024-01-01,123.59
2024-02-01,131.34
2024-03-01,132.83
2024-04-01,132.88
2024-05-01,139.99
2024-06-01,141.26
2024-07-01,143.21
2024-08-01,153.49
2024-09-01,147.6
2024-10-01,151.73
2024-11-01,152.5
2024-12-01,154.76
2025-01-01,165.54
2025-02-01,168.76
2025-03-01,170.26
2025-04-01,177.82
2025-05-01,181.54
2025-06-01,180.13
2025-07-01,189.92
2025-08-01,189.06
2025-09-01,188.74
