Tarih,TP_KFE_TR61
2016-04-01,6.55
2016-05-01,6.6
2016-06-01,6.66
2016-07-01,6.59
2016-08-01,6.71
2016-09-01,6.8
2016-10-01,6.85
2016-11-01,7.05
2016-12-01,6.89
2017-01-01,7.11
2017-02-01,7.07
2017-03-01,7.25
2017-04-01,7.36
2017-05-01,7.4
2017-06-01,7.52
2017-07-01,7.42
2017-08-01,7.26
2017-09-01,7.58
2017-10-01,7.68
2017-11-01,7.57
2017-12-01,7.67
2018-01-01,7.66
2018-02-01,7.76
2018-03-01,7.89
2018-04-01,7.93
2018-05-01,8.02
2018-06-01,8.12
2018-07-01,8.12
2018-08-01,8.17
2018-09-01,8.38
2018-10-01,8.66
2018-11-01,8.41
2018-12-01,8.52
2019-01-01,8.55
2019-02-01,8.22
2019-03-01,8.37
2019-04-01,8.56
2019-05-01,8.82
2019-06-01,8.81
2019-07-01,8.63
2019-08-01,8.96
2019-09-01,8.99
2019-10-01,9.14
2019-11-01,9.3
2019-12-01,9.46
2020-01-01,9.86
2020-02-01,10.08
2020-03-01,10.39
2020-04-01,10.37
2020-05-01,10.7
2020-06-01,11.49
2020-07-01,12.04
2020-08-01,12.35
2020-09-01,12.7
2020-10-01,13.24
2020-11-01,13.66
2020-12-01,14.29
2021-01-01,14.46
2021-02-01,14.75
2021-03-01,14.99
2021-04-01,15.69
2021-05-01,16.36
2021-06-01,16.64
2021-07-01,16.85
2021-08-01,17.55
2021-09-01,18.26
2021-10-01,19.45
2021-11-01,20.68
2021-12-01,24.22
2022-01-01,27.01
2022-02-01,29.35
2022-03-01,33.49
2022-04-01,37.94
2022-05-01,43.17
2022-06-01,47.58
2022-07-01,49.6
2022-08-01,55.86
2022-09-01,58.15
2022-10-01,61.26
2022-11-01,62.57
2022-12-01,68.1
2023-01-01,74.99
2023-02-01,79.08
2023-03-01,85.07
2023-04-01,90.16
2023-05-01,92.77
2023-06-01,98.12
2023-07-01,101.59
2023-08-01,109.2
2023-09-01,115.77
2023-10-01,117.93
2023-11-01,117.7
2023-12-01,117.61
2024-01-01,125.0
2024-02-01,122.12
2024-03-01,125.63
2024-04-01,119.46
2024-05-01,130.53
2024-06-01,127.11
2024-07-01,132.11
2024-08-01,132.02
2024-09-01,131.39
2024-10-01,132.65
2024-11-01,134.81
2024-12-01,137.02
2025-01-01,143.72
2025-02-01,144.35
2025-03-01,149.66
2025-04-01,153.35
2025-05-01,155.6
2025-06-01,159.16
2025-07-01,157.85
2025-08-01,164.47
2025-09-01,167.71
