Tarih,TP_KFE_TR7
2016-04-01,9.74
2016-05-01,9.89
2016-06-01,9.85
2016-07-01,9.79
2016-08-01,9.86
2016-09-01,9.9
2016-10-01,10.01
2016-11-01,10.07
2016-12-01,10.43
2017-01-01,10.72
2017-02-01,10.58
2017-03-01,10.75
2017-04-01,10.93
2017-05-01,10.73
2017-06-01,10.9
2017-07-01,10.87
2017-08-01,10.8
2017-09-01,10.92
2017-10-01,11.24
2017-11-01,11.23
2017-12-01,11.27
2018-01-01,11.51
2018-02-01,11.72
2018-03-01,11.86
2018-04-01,11.83
2018-05-01,11.85
2018-06-01,12.09
2018-07-01,12.13
2018-08-01,11.83
2018-09-01,11.96
2018-10-01,12.01
2018-11-01,12.32
2018-12-01,12.49
2019-01-01,12.4
2019-02-01,12.86
2019-03-01,12.62
2019-04-01,12.51
2019-05-01,12.67
2019-06-01,12.66
2019-07-01,13.01
2019-08-01,13.36
2019-09-01,13.4
2019-10-01,13.55
2019-11-01,13.65
2019-12-01,13.85
2020-01-01,14.23
2020-02-01,14.62
2020-03-01,14.74
2020-04-01,15.02
2020-05-01,15.02
2020-06-01,16.21
2020-07-01,16.73
2020-08-01,16.77
2020-09-01,16.9
2020-10-01,17.49
2020-11-01,17.74
2020-12-01,17.99
2021-01-01,18.6
2021-02-01,19.5
2021-03-01,19.76
2021-04-01,20.17
2021-05-01,20.45
2021-06-01,20.79
2021-07-01,21.48
2021-08-01,22.17
2021-09-01,23.05
2021-10-01,24.0
2021-11-01,25.54
2021-12-01,28.7
2022-01-01,32.19
2022-02-01,34.76
2022-03-01,36.89
2022-04-01,40.29
2022-05-01,45.18
2022-06-01,50.27
2022-07-01,53.52
2022-08-01,57.35
2022-09-01,59.15
2022-10-01,61.33
2022-11-01,63.61
2022-12-01,66.42
2023-01-01,72.53
2023-02-01,76.99
2023-03-01,82.32
2023-04-01,85.47
2023-05-01,89.2
2023-06-01,92.45
2023-07-01,99.73
2023-08-01,109.86
2023-09-01,117.66
2023-10-01,120.04
2023-11-01,121.59
2023-12-01,132.16
2024-01-01,129.69
2024-02-01,135.55
2024-03-01,134.34
2024-04-01,138.75
2024-05-01,144.81
2024-06-01,149.81
2024-07-01,149.76
2024-08-01,154.36
2024-09-01,155.24
2024-10-01,159.26
2024-11-01,164.88
2024-12-01,164.59
2025-01-01,173.42
2025-02-01,179.91
2025-03-01,182.09
2025-04-01,184.61
2025-05-01,192.66
2025-06-01,197.46
2025-07-01,202.02
2025-08-01,204.39
2025-09-01,211.18
