Tarih,TP_KFE_TR63
2016-04-01,8.95
2016-05-01,9.12
2016-06-01,9.09
2016-07-01,9.19
2016-08-01,9.08
2016-09-01,9.3
2016-10-01,9.4
2016-11-01,9.31
2016-12-01,9.28
2017-01-01,9.38
2017-02-01,9.43
2017-03-01,9.53
2017-04-01,9.58
2017-05-01,9.63
2017-06-01,9.8
2017-07-01,9.87
2017-08-01,9.78
2017-09-01,10.06
2017-10-01,9.96
2017-11-01,9.97
2017-12-01,10.02
2018-01-01,10.26
2018-02-01,10.23
2018-03-01,10.46
2018-04-01,10.3
2018-05-01,10.66
2018-06-01,10.66
2018-07-01,10.62
2018-08-01,10.64
2018-09-01,10.42
2018-10-01,10.64
2018-11-01,10.9
2018-12-01,10.37
2019-01-01,10.7
2019-02-01,10.94
2019-03-01,11.06
2019-04-01,11.07
2019-05-01,11.13
2019-06-01,11.36
2019-07-01,10.99
2019-08-01,11.83
2019-09-01,11.87
2019-10-01,12.05
2019-11-01,12.25
2019-12-01,12.33
2020-01-01,12.73
2020-02-01,12.89
2020-03-01,13.19
2020-04-01,13.49
2020-05-01,13.54
2020-06-01,14.74
2020-07-01,15.25
2020-08-01,15.56
2020-09-01,15.74
2020-10-01,15.9
2020-11-01,16.71
2020-12-01,17.12
2021-01-01,16.69
2021-02-01,17.77
2021-03-01,18.28
2021-04-01,18.81
2021-05-01,19.25
2021-06-01,19.88
2021-07-01,21.24
2021-08-01,21.44
2021-09-01,22.37
2021-10-01,22.87
2021-11-01,24.73
2021-12-01,27.97
2022-01-01,30.81
2022-02-01,32.14
2022-03-01,35.21
2022-04-01,39.97
2022-05-01,43.49
2022-06-01,48.62
2022-07-01,50.09
2022-08-01,54.67
2022-09-01,57.18
2022-10-01,58.47
2022-11-01,60.71
2022-12-01,63.91
2023-01-01,70.78
2023-02-01,70.78
2023-03-01,70.78
2023-04-01,80.31
2023-05-01,85.3
2023-06-01,95.6
2023-07-01,101.55
2023-08-01,113.45
2023-09-01,126.18
2023-10-01,122.88
2023-11-01,133.69
2023-12-01,128.7
2024-01-01,141.98
2024-02-01,135.93
2024-03-01,140.1
2024-04-01,146.78
2024-05-01,156.35
2024-06-01,151.0
2024-07-01,150.08
2024-08-01,159.69
2024-09-01,161.94
2024-10-01,162.21
2024-11-01,169.86
2024-12-01,170.78
2025-01-01,177.05
2025-02-01,179.34
2025-03-01,184.19
2025-04-01,183.69
2025-05-01,188.04
2025-06-01,183.32
2025-07-01,197.01
2025-08-01,202.87
2025-09-01,198.57
