Tarih,TP_KFE_TR51
2016-04-01,8.72
2016-05-01,8.82
2016-06-01,8.91
2016-07-01,8.87
2016-08-01,8.99
2016-09-01,9.13
2016-10-01,9.2
2016-11-01,9.28
2016-12-01,9.25
2017-01-01,9.24
2017-02-01,9.47
2017-03-01,9.5
2017-04-01,9.64
2017-05-01,9.67
2017-06-01,9.8
2017-07-01,9.67
2017-08-01,9.65
2017-09-01,9.8
2017-10-01,9.84
2017-11-01,9.92
2017-12-01,9.92
2018-01-01,9.94
2018-02-01,9.99
2018-03-01,10.1
2018-04-01,10.17
2018-05-01,10.39
2018-06-01,10.55
2018-07-01,10.4
2018-08-01,10.39
2018-09-01,10.44
2018-10-01,10.67
2018-11-01,10.36
2018-12-01,10.42
2019-01-01,10.78
2019-02-01,10.37
2019-03-01,10.61
2019-04-01,10.53
2019-05-01,10.83
2019-06-01,10.51
2019-07-01,10.6
2019-08-01,11.18
2019-09-01,11.19
2019-10-01,11.24
2019-11-01,11.31
2019-12-01,11.53
2020-01-01,11.86
2020-02-01,12.03
2020-03-01,12.33
2020-04-01,12.31
2020-05-01,12.49
2020-06-01,13.44
2020-07-01,14.01
2020-08-01,14.2
2020-09-01,14.05
2020-10-01,14.5
2020-11-01,15.03
2020-12-01,14.88
2021-01-01,14.91
2021-02-01,15.39
2021-03-01,15.75
2021-04-01,16.33
2021-05-01,16.73
2021-06-01,17.2
2021-07-01,17.57
2021-08-01,18.16
2021-09-01,18.86
2021-10-01,19.6
2021-11-01,21.18
2021-12-01,24.24
2022-01-01,27.94
2022-02-01,30.24
2022-03-01,33.45
2022-04-01,37.51
2022-05-01,42.31
2022-06-01,47.25
2022-07-01,51.48
2022-08-01,53.69
2022-09-01,56.29
2022-10-01,59.64
2022-11-01,61.09
2022-12-01,63.65
2023-01-01,69.99
2023-02-01,74.71
2023-03-01,81.32
2023-04-01,87.01
2023-05-01,92.39
2023-06-01,97.32
2023-07-01,103.32
2023-08-01,110.9
2023-09-01,117.82
2023-10-01,119.4
2023-11-01,121.52
2023-12-01,124.3
2024-01-01,129.41
2024-02-01,133.33
2024-03-01,134.44
2024-04-01,135.1
2024-05-01,140.91
2024-06-01,143.21
2024-07-01,144.22
2024-08-01,150.39
2024-09-01,153.87
2024-10-01,158.5
2024-11-01,163.84
2024-12-01,167.19
2025-01-01,177.15
2025-02-01,182.92
2025-03-01,186.45
2025-04-01,191.96
2025-05-01,198.92
2025-06-01,203.64
2025-07-01,206.37
2025-08-01,212.28
2025-09-01,217.08
