Tarih,TP_KFE_TR8
2016-04-01,8.16
2016-05-01,8.35
2016-06-01,8.41
2016-07-01,8.44
2016-08-01,8.62
2016-09-01,8.63
2016-10-01,8.66
2016-11-01,8.81
2016-12-01,8.99
2017-01-01,8.98
2017-02-01,9.18
2017-03-01,9.28
2017-04-01,9.39
2017-05-01,9.46
2017-06-01,9.56
2017-07-01,9.58
2017-08-01,9.65
2017-09-01,9.72
2017-10-01,9.87
2017-11-01,10.0
2017-12-01,10.16
2018-01-01,10.18
2018-02-01,10.22
2018-03-01,10.43
2018-04-01,10.46
2018-05-01,10.69
2018-06-01,10.85
2018-07-01,10.92
2018-08-01,10.59
2018-09-01,10.81
2018-10-01,10.61
2018-11-01,10.77
2018-12-01,10.93
2019-01-01,11.02
2019-02-01,10.88
2019-03-01,11.13
2019-04-01,11.28
2019-05-01,11.39
2019-06-01,11.55
2019-07-01,11.39
2019-08-01,12.02
2019-09-01,12.1
2019-10-01,12.18
2019-11-01,12.33
2019-12-01,12.52
2020-01-01,12.87
2020-02-01,13.08
2020-03-01,13.37
2020-04-01,13.3
2020-05-01,13.59
2020-06-01,14.84
2020-07-01,15.18
2020-08-01,15.41
2020-09-01,15.51
2020-10-01,15.7
2020-11-01,16.1
2020-12-01,16.35
2021-01-01,16.45
2021-02-01,17.14
2021-03-01,17.21
2021-04-01,17.85
2021-05-01,18.27
2021-06-01,18.64
2021-07-01,19.62
2021-08-01,20.09
2021-09-01,20.92
2021-10-01,21.26
2021-11-01,23.05
2021-12-01,25.64
2022-01-01,28.4
2022-02-01,30.2
2022-03-01,32.66
2022-04-01,36.17
2022-05-01,40.87
2022-06-01,44.91
2022-07-01,48.55
2022-08-01,52.02
2022-09-01,54.3
2022-10-01,56.1
2022-11-01,59.7
2022-12-01,62.2
2023-01-01,70.98
2023-02-01,75.77
2023-03-01,82.26
2023-04-01,86.3
2023-05-01,88.67
2023-06-01,93.32
2023-07-01,101.18
2023-08-01,108.51
2023-09-01,117.34
2023-10-01,120.54
2023-11-01,124.45
2023-12-01,130.68
2024-01-01,130.99
2024-02-01,136.04
2024-03-01,142.14
2024-04-01,142.18
2024-05-01,146.48
2024-06-01,150.3
2024-07-01,152.58
2024-08-01,156.45
2024-09-01,158.16
2024-10-01,159.74
2024-11-01,165.31
2024-12-01,168.87
2025-01-01,176.86
2025-02-01,180.72
2025-03-01,184.81
2025-04-01,187.39
2025-05-01,195.08
2025-06-01,197.18
2025-07-01,197.45
2025-08-01,203.42
2025-09-01,207.46
