Tarih,TP_OSKVBG03
2014-12-01,39461399410.0
2015-01-01,39530168133.0
2015-02-01,37085991392.0
2015-03-01,35006897137.0
2015-04-01,32633032997.0
2015-05-01,28854059250.0
2015-06-01,28892820023.0
2015-07-01,28013505655.0
2015-08-01,25937477226.0
2015-09-01,21697921134.0
2015-10-01,19328999934.0
2015-11-01,16912966342.0
2015-12-01,16330691454.0
2016-01-01,15486688801.0
2016-02-01,14620992958.0
2016-03-01,13673401681.0
2016-04-01,13838050892.0
2016-05-01,13654496780.0
2016-06-01,13689844035.0
2016-07-01,13284487365.0
2016-08-01,12534764797.0
2016-09-01,11840564488.0
2016-10-01,11513677171.0
2016-11-01,11385909419.0
2016-12-01,10401449913.0
2017-01-01,10782211325.0
2017-02-01,10903653387.0
2017-03-01,11085814767.0
2017-04-01,10517248544.0
2017-05-01,10363339617.0
2017-06-01,11277070581.0
2017-07-01,11091381562.0
2017-08-01,11409834397.0
2017-09-01,11733839200.0
2017-10-01,12643530307.0
2017-11-01,12788290830.0
2017-12-01,12670047918.0
2018-01-01,12851761494.0
2018-02-01,12889286405.0
2018-03-01,12442021302.0
2018-04-01,12987490781.0
2018-05-01,12852646859.0
2018-06-01,12921699648.0
2018-07-01,12560603712.0
2018-08-01,11699058025.0
2018-09-01,11032609255.0
2018-10-01,9998851101.0
2018-11-01,9464435029.0
2018-12-01,9381403941.0
2019-01-01,7968517282.0
2019-02-01,7860261745.0
2019-03-01,7286369776.0
2019-04-01,7049639967.0
2019-05-01,7431249735.0
2019-06-01,7595442749.0
2019-07-01,8150730060.0
2019-08-01,7171969255.0
2019-09-01,7456218819.0
2019-10-01,7055401817.0
2019-11-01,6084003461.0
2019-12-01,5573326015.0
2020-01-01,4902588499.0
2020-02-01,4603802645.0
2020-03-01,4688034264.0
2020-04-01,5062777361.0
2020-05-01,4940638297.0
2020-06-01,5734975723.0
2020-07-01,6187296221.0
2020-08-01,5993710058.0
2020-09-01,6193521666.0
2020-10-01,5262972171.0
2020-11-01,5404546135.0
2020-12-01,6240406946.0
2021-01-01,6233099012.0
2021-02-01,6325335755.0
2021-03-01,5842868679.0
2021-04-01,6241607794.0
2021-05-01,6013492760.0
2021-06-01,5924225898.0
2021-07-01,5773904878.0
2021-08-01,5363554379.0
2021-09-01,5004989871.0
2021-10-01,5025061845.0
2021-11-01,5029437601.0
2021-12-01,4631175162.0
2022-01-01,4776063328.0
2022-02-01,4942866260.0
2022-03-01,5080590166.0
2022-04-01,4918815814.0
2022-05-01,5424790484.0
2022-06-01,4887471911.0
2022-07-01,4733402831.0
2022-08-01,4643395053.0
2022-09-01,4587496652.0
2022-10-01,5074009684.0
2022-11-01,5176936720.0
2022-12-01,5704788417.0
2023-01-01,5678234157.0
2023-02-01,5687438816.0
2023-03-01,5763293667.0
2023-04-01,5997200764.0
2023-05-01,6085770401.0
2023-06-01,5947574970.0
2023-07-01,5919786494.0
2023-08-01,5696709579.0
2023-09-01,5192030864.0
2023-10-01,5397193811.0
2023-11-01,5531232961.0
2023-12-01,5419386572.0
2024-01-01,5779153247.0
2024-02-01,6252056511.0
2024-03-01,6915769292.0
2024-04-01,6995662190.0
2024-05-01,7443970606.0
2024-06-01,8366250351.0
2024-07-01,8461661629.0
2024-08-01,8042420764.0
2024-09-01,8998493604.0
2024-10-01,10426292961.0
2024-11-01,10993158376.0
2024-12-01,11736365837.0
2025-01-01,13751057456.0
2025-02-01,12117450097.0
2025-03-01,11440750134.0
2025-04-01,8727138538.0
2025-05-01,8171747437.0
2025-06-01,5480842722.0
2025-07-01,5635435601.0
2025-08-01,4960775624.0
