Tarih,TP_OSKVBG08
2015-10-01,32909512.0
2015-11-01,32625450.0
2015-12-01,130216963.0
2016-01-01,95128523.0
2016-02-01,76253318.0
2016-03-01,144797509.0
2016-04-01,276005743.0
2016-05-01,296465772.0
2016-06-01,254569718.0
2016-07-01,244960315.0
2016-08-01,249878854.0
2016-09-01,244671218.0
2016-10-01,237881825.0
2016-11-01,257398123.0
2016-12-01,270230647.0
2017-01-01,250776060.0
2017-02-01,266454015.0
2017-03-01,266709363.0
2017-04-01,304670497.0
2017-05-01,291700912.0
2017-06-01,296564637.0
2017-07-01,286090225.0
2017-08-01,305509587.0
2017-09-01,303914233.0
2017-10-01,289116658.0
2017-11-01,290758642.0
2017-12-01,303835988.0
2018-01-01,368765793.0
2018-02-01,391590044.0
2018-03-01,374144870.0
2018-04-01,406855783.0
2018-05-01,350458070.0
2018-06-01,375104557.0
2018-07-01,405482121.0
2018-08-01,323177732.0
2018-09-01,344450252.0
2018-10-01,375277477.0
2018-11-01,423589374.0
2018-12-01,405233160.0
2019-01-01,341707780.0
2019-02-01,198934386.0
2019-03-01,132417493.0
2019-04-01,171035996.0
2019-05-01,255607762.0
2019-06-01,256028540.0
2019-07-01,255836868.0
2019-08-01,234794681.0
2019-09-01,158925054.0
2019-10-01,157123274.0
2019-11-01,144164372.0
2019-12-01,138946163.0
2020-01-01,138379271.0
2020-02-01,64850040.0
2020-03-01,45450013.0
2020-04-01,45595207.0
2020-05-01,66048007.0
2020-06-01,53499637.0
2020-07-01,41335766.0
2020-08-01,41478749.0
2020-09-01,38152503.0
2020-10-01,11117829.0
2020-11-01,79708945.0
2020-12-01,73744971.0
2021-01-01,119606902.0
2021-02-01,87639448.0
2021-03-01,47360785.0
2021-04-01,41014200.0
2021-05-01,51213319.0
2021-06-01,18986229.0
2021-07-01,108794726.0
2021-08-01,120264893.0
2021-09-01,42305667.0
2021-10-01,39458904.0
2021-11-01,20827109.0
2021-12-01,16681472.0
2022-01-01,5015987.0
2022-02-01,3013029.0
2022-03-01,3454671.0
2022-04-01,2862111.0
2022-05-01,4036262.0
2022-06-01,3987730.0
2022-07-01,3812627.0
2022-08-01,3778758.0
2022-09-01,4936094.0
2022-10-01,4925738.0
2022-11-01,5083372.0
2022-12-01,5077346.0
2023-01-01,5070294.0
2023-02-01,5156108.0
2023-03-01,5127821.0
2023-04-01,5100542.0
2023-05-01,4998814.0
2023-06-01,4557120.0
2023-07-01,30570831.0
2023-08-01,30211851.0
2023-09-01,29011363.0
2023-10-01,27620514.0
2023-11-01,69331885.0
2023-12-01,87779369.0
2024-01-01,86982576.0
2024-02-01,88152659.0
2024-03-01,90812896.0
2024-04-01,108484146.0
2024-05-01,125089168.0
2024-06-01,126580035.0
2024-07-01,133963339.0
2024-08-01,130138551.0
2024-09-01,129473797.0
2024-10-01,128843436.0
2024-11-01,113017438.0
2024-12-01,166330305.0
2025-01-01,163869211.0
2025-02-01,160968083.0
2025-03-01,158801525.0
2025-04-01,183286185.0
2025-05-01,245064951.0
2025-06-01,316362703.0
2025-07-01,310261803.0
2025-08-01,313511648.0
