Tarih,TP_OSKVBG07
2015-01-01,2085898832.0
2015-02-01,1826586725.0
2015-03-01,2054989202.0
2015-04-01,1716508057.0
2015-05-01,1747708528.0
2015-06-01,1864921871.0
2015-07-01,1920511961.0
2015-08-01,1969068278.0
2015-09-01,2246288767.0
2015-10-01,2446704802.0
2015-11-01,1898727659.0
2015-12-01,1929099546.0
2016-01-01,2122314780.0
2016-02-01,2129763701.0
2016-03-01,2005564633.0
2016-04-01,1988990154.0
2016-05-01,2051954178.0
2016-06-01,2357995864.0
2016-07-01,2069279127.0
2016-08-01,1949697045.0
2016-09-01,1855953959.0
2016-10-01,1786724117.0
2016-11-01,1585382936.0
2016-12-01,1295961706.0
2017-01-01,1399136242.0
2017-02-01,1382391649.0
2017-03-01,1168219192.0
2017-04-01,1408393922.0
2017-05-01,1504856869.0
2017-06-01,1749474416.0
2017-07-01,1849432180.0
2017-08-01,2023524002.0
2017-09-01,1802129383.0
2017-10-01,1941911943.0
2017-11-01,2176927930.0
2017-12-01,2391972610.0
2018-01-01,2802248124.0
2018-02-01,2485124771.0
2018-03-01,2223717995.0
2018-04-01,2655124407.0
2018-05-01,2311374181.0
2018-06-01,1677915789.0
2018-07-01,1666363084.0
2018-08-01,1267591039.0
2018-09-01,1275481973.0
2018-10-01,1273543266.0
2018-11-01,1235135089.0
2018-12-01,1180056151.0
2019-01-01,1101431074.0
2019-02-01,1050033032.0
2019-03-01,584844455.0
2019-04-01,632601597.0
2019-05-01,642825103.0
2019-06-01,793037492.0
2019-07-01,873456375.0
2019-08-01,625742489.0
2019-09-01,648769844.0
2019-10-01,604796228.0
2019-11-01,568877567.0
2019-12-01,760776308.0
2020-01-01,650515067.0
2020-02-01,629942250.0
2020-03-01,703355945.0
2020-04-01,584622968.0
2020-05-01,451624067.0
2020-06-01,474848113.0
2020-07-01,329333689.0
2020-08-01,292015392.0
2020-09-01,406910485.0
2020-10-01,488550213.0
2020-11-01,616355108.0
2020-12-01,907840899.0
2021-01-01,778841385.0
2021-02-01,798313415.0
2021-03-01,655713925.0
2021-04-01,656600719.0
2021-05-01,721255103.0
2021-06-01,738707841.0
2021-07-01,648561722.0
2021-08-01,540279208.0
2021-09-01,445228666.0
2021-10-01,397474917.0
2021-11-01,356135415.0
2021-12-01,504160978.0
2022-01-01,294289296.0
2022-02-01,301526078.0
2022-03-01,452036639.0
2022-04-01,275282613.0
2022-05-01,355818469.0
2022-06-01,336415015.0
2022-07-01,345282415.0
2022-08-01,430134163.0
2022-09-01,277777222.0
2022-10-01,211256138.0
2022-11-01,346435596.0
2022-12-01,275133269.0
2023-01-01,399562643.0
2023-02-01,374550356.0
2023-03-01,431786548.0
2023-04-01,335394610.0
2023-05-01,442146858.0
2023-06-01,474159349.0
2023-07-01,549648609.0
2023-08-01,500535298.0
2023-09-01,689683974.0
2023-10-01,667449545.0
2023-11-01,624021803.0
2023-12-01,679030297.0
2024-01-01,572950821.0
2024-02-01,538734533.0
2024-03-01,600634720.0
2024-04-01,672590447.0
2024-05-01,853655493.0
2024-06-01,841975056.0
2024-07-01,846378207.0
2024-08-01,795745892.0
2024-09-01,942344402.0
2024-10-01,1022559849.0
2024-11-01,1180280915.0
2024-12-01,1179431782.0
2025-01-01,1387013287.0
2025-02-01,1473328842.0
2025-03-01,1372006898.0
2025-04-01,1181694996.0
2025-05-01,1474719682.0
2025-06-01,1657267424.0
2025-07-01,1793945874.0
2025-08-01,1897045884.0
