Tarih,TP_TRY_MT04,TP_TRY_MT04
2017-02-03,2017-5,10.7
2017-02-10,2017-6,11.5
2017-02-17,2017-7,10.77
2017-02-24,2017-8,10.85
2017-03-03,2017-9,10.58
2017-03-10,2017-10,11.09
2017-03-17,2017-11,10.92
2017-03-24,2017-12,12.71
2017-03-31,2017-13,11.48
2017-04-07,2017-14,12.41
2017-04-14,2017-15,12.19
2017-04-21,2017-16,12.68
2017-04-28,2017-17,13.36
2017-05-05,2017-18,13.68
2017-05-12,2017-19,13.53
2017-05-19,2017-20,13.78
2017-05-26,2017-21,14.1
2017-06-02,2017-22,13.89
2017-06-09,2017-23,14.61
2017-06-16,2017-24,13.77
2017-06-23,2017-25,14.71
2017-06-30,2017-26,14.52
2017-07-07,2017-27,14.18
2017-07-14,2017-28,14.39
2017-07-21,2017-29,13.65
2017-07-28,2017-30,13.71
2017-08-04,2017-31,12.81
2017-08-11,2017-32,13.41
2017-08-18,2017-33,12.58
2017-08-25,2017-34,12.75
2017-09-01,2017-35,12.76
2017-09-08,2017-36,12.58
2017-09-15,2017-37,12.74
2017-09-22,2017-38,12.29
2017-09-29,2017-39,13.62
2017-10-06,2017-40,12.03
2017-10-13,2017-41,13.06
2017-10-20,2017-42,12.33
2017-10-27,2017-43,12.38
2017-11-03,2017-44,12.85
2017-11-10,2017-45,13.32
2017-11-17,2017-46,13.62
2017-11-24,2017-47,12.54
2017-12-01,2017-48,13.33
2017-12-08,2017-49,14.53
2017-12-15,2017-50,13.45
2017-12-22,2017-51,14.38
2017-12-29,2017-52,14.85
2018-01-05,2018-1,13.58
2018-01-12,2018-2,14.06
2018-01-19,2018-3,15.09
2018-01-26,2018-4,13.58
2018-02-02,2018-5,14.36
2018-02-09,2018-6,13.99
2018-02-16,2018-7,13.88
2018-02-23,2018-8,13.32
2018-03-02,2018-9,13.6
2018-03-09,2018-10,13.14
2018-03-16,2018-11,13.47
2018-03-23,2018-12,13.53
2018-03-30,2018-13,14.55
2018-04-06,2018-14,13.52
2018-04-13,2018-15,14.69
2018-04-20,2018-16,13.9
2018-04-27,2018-17,14.43
2018-05-04,2018-18,14.01
2018-05-11,2018-19,13.63
2018-05-18,2018-20,13.69
2018-05-25,2018-21,14.54
2018-06-01,2018-22,16.18
2018-06-08,2018-23,16.93
2018-06-15,2018-24,18.28
2018-06-22,2018-25,19.38
2018-06-29,2018-26,19.96
2018-07-06,2018-27,17.76
2018-07-13,2018-28,18.76
2018-07-20,2018-29,16.54
2018-07-27,2018-30,16.91
2018-08-03,2018-31,16.94
2018-08-10,2018-32,16.8
2018-08-17,2018-33,16.79
2018-08-24,2018-34,15.21
2018-08-31,2018-35,17.48
2018-09-07,2018-36,18.76
2018-09-14,2018-37,25.04
2018-09-21,2018-38,24.95
2018-09-28,2018-39,25.88
2018-10-05,2018-40,24.97
2018-10-12,2018-41,25.71
2018-10-19,2018-42,25.14
2018-10-26,2018-43,26.16
2018-11-02,2018-44,25.22
2018-11-09,2018-45,24.95
2018-11-16,2018-46,25.07
2018-11-23,2018-47,25.08
2018-11-30,2018-48,25.13
2018-12-07,2018-49,22.23
2018-12-14,2018-50,24.13
2018-12-21,2018-51,24.05
2018-12-28,2018-52,23.85
2019-01-04,2019-1,22.72
2019-01-11,2019-2,21.62
2019-01-18,2019-3,21.26
2019-01-25,2019-4,21.19
2019-02-01,2019-5,20.79
2019-02-08,2019-6,19.78
2019-02-15,2019-7,19.14
2019-02-22,2019-8,20.43
2019-03-01,2019-9,19.13
2019-03-08,2019-10,20.1
2019-03-15,2019-11,19.4
2019-03-22,2019-12,19.83
2019-03-29,2019-13,19.65
2019-04-05,2019-14,18.55
2019-04-12,2019-15,18.65
2019-04-19,2019-16,21.22
2019-04-26,2019-17,19.77
2019-05-03,2019-18,19.05
2019-05-10,2019-19,20.93
2019-05-17,2019-20,21.63
2019-05-24,2019-21,21.56
2019-05-31,2019-22,24.08
2019-06-07,2019-23,20.95
2019-06-14,2019-24,22.69
2019-06-21,2019-25,24.04
2019-06-28,2019-26,22.73
2019-07-05,2019-27,22.16
2019-07-12,2019-28,21.92
2019-07-19,2019-29,20.02
2019-07-26,2019-30,19.41
2019-08-02,2019-31,17.68
2019-08-09,2019-32,15.85
2019-08-16,2019-33,14.7
2019-08-23,2019-34,15.26
2019-08-30,2019-35,14.31
2019-09-06,2019-36,15.38
2019-09-13,2019-37,15.12
2019-09-20,2019-38,13.89
2019-09-27,2019-39,13.24
2019-10-04,2019-40,12.91
2019-10-11,2019-41,12.29
2019-10-18,2019-42,12.29
2019-10-25,2019-43,12.55
2019-11-01,2019-44,11.4
2019-11-08,2019-45,11.58
2019-11-15,2019-46,11.48
2019-11-22,2019-47,11.26
2019-11-29,2019-48,11.14
2019-12-06,2019-49,10.68
2019-12-13,2019-50,10.87
2019-12-20,2019-51,10.52
2019-12-27,2019-52,10.11
2020-01-03,2020-1,9.75
2020-01-10,2020-2,10.27
2020-01-17,2020-3,9.54
2020-01-24,2020-4,9.58
2020-01-31,2020-5,9.37
2020-02-07,2020-6,9.16
2020-02-14,2020-7,10.08
2020-02-21,2020-8,8.8
2020-02-28,2020-9,9.3
2020-03-06,2020-10,9.04
2020-03-13,2020-11,9.85
2020-03-20,2020-12,8.91
2020-03-27,2020-13,9.25
2020-04-03,2020-14,8.51
2020-04-10,2020-15,9.34
2020-04-17,2020-16,8.93
2020-04-24,2020-17,8.83
2020-05-01,2020-18,8.21
2020-05-08,2020-19,8.23
2020-05-15,2020-20,8.08
2020-05-22,2020-21,7.71
2020-05-29,2020-22,7.29
2020-06-05,2020-23,7.82
2020-06-12,2020-24,7.19
2020-06-19,2020-25,7.96
2020-06-26,2020-26,8.2
2020-07-03,2020-27,7.88
2020-07-10,2020-28,7.52
2020-07-17,2020-29,7.53
2020-07-24,2020-30,7.54
2020-07-31,2020-31,7.72
2020-08-07,2020-32,7.94
2020-08-14,2020-33,8.73
2020-08-21,2020-34,8.12
2020-08-28,2020-35,8.77
2020-09-04,2020-36,9.04
2020-09-11,2020-37,10.2
2020-09-18,2020-38,10.68
2020-09-25,2020-39,10.53
2020-10-02,2020-40,11.99
2020-10-09,2020-41,11.05
2020-10-16,2020-42,12.79
2020-10-23,2020-43,11.24
2020-10-30,2020-44,12.67
2020-11-06,2020-45,11.7
2020-11-13,2020-46,13.2
2020-11-20,2020-47,13.49
2020-11-27,2020-48,13.61
2020-12-04,2020-49,16.0
2020-12-11,2020-50,16.02
2020-12-18,2020-51,15.59
2020-12-25,2020-52,16.79
2021-01-01,2021-1,17.62
2021-01-08,2021-2,17.62
2021-01-15,2021-3,17.98
2021-01-22,2021-4,17.12
2021-01-29,2021-5,17.34
2021-02-05,2021-6,17.48
2021-02-12,2021-7,17.68
2021-02-19,2021-8,17.19
2021-02-26,2021-9,17.03
2021-03-05,2021-10,17.27
2021-03-12,2021-11,17.46
2021-03-19,2021-12,17.94
2021-03-26,2021-13,19.12
2021-04-02,2021-14,20.1
2021-04-09,2021-15,19.18
2021-04-16,2021-16,18.63
2021-04-23,2021-17,18.87
2021-04-30,2021-18,17.64
2021-05-07,2021-19,17.13
2021-05-14,2021-20,17.24
2021-05-21,2021-21,18.56
2021-05-28,2021-22,18.96
2021-06-04,2021-23,19.05
2021-06-11,2021-24,18.22
2021-06-18,2021-25,18.95
2021-06-25,2021-26,19.02
2021-07-02,2021-27,19.18
2021-07-09,2021-28,18.13
2021-07-16,2021-29,18.51
2021-07-23,2021-30,15.78
2021-07-30,2021-31,19.17
2021-08-06,2021-32,17.02
2021-08-13,2021-33,17.88
2021-08-20,2021-34,18.05
2021-08-27,2021-35,18.66
2021-09-03,2021-36,19.41
2021-09-10,2021-37,18.77
2021-09-17,2021-38,19.25
2021-09-24,2021-39,19.05
2021-10-01,2021-40,17.98
2021-10-08,2021-41,17.2
2021-10-15,2021-42,16.37
2021-10-22,2021-43,16.69
2021-10-29,2021-44,13.95
2021-11-05,2021-45,15.1
2021-11-12,2021-46,14.42
2021-11-19,2021-47,14.67
2021-11-26,2021-48,14.08
2021-12-03,2021-49,16.04
2021-12-10,2021-50,14.35
2021-12-17,2021-51,15.36
2021-12-24,2021-52,16.76
2021-12-31,2021-53,19.21
2022-01-07,2022-1,17.74
2022-01-14,2022-2,18.95
2022-01-21,2022-3,19.51
2022-01-28,2022-4,20.2
2022-02-04,2022-5,20.19
2022-02-11,2022-6,17.78
2022-02-18,2022-7,17.67
2022-02-25,2022-8,17.64
2022-03-04,2022-9,17.02
2022-03-11,2022-10,17.13
2022-03-18,2022-11,16.82
2022-03-25,2022-12,16.62
2022-04-01,2022-13,17.68
2022-04-08,2022-14,16.78
2022-04-15,2022-15,16.89
2022-04-22,2022-16,16.93
2022-04-29,2022-17,16.88
2022-05-06,2022-18,16.51
2022-05-13,2022-19,17.22
2022-05-20,2022-20,16.85
2022-05-27,2022-21,17.21
2022-06-03,2022-22,16.99
2022-06-10,2022-23,17.17
2022-06-17,2022-24,17.47
2022-06-24,2022-25,16.08
2022-07-01,2022-26,17.74
2022-07-08,2022-27,17.27
2022-07-15,2022-28,17.22
2022-07-22,2022-29,17.44
2022-07-29,2022-30,17.59
2022-08-05,2022-31,18.18
2022-08-12,2022-32,17.72
2022-08-19,2022-33,17.53
2022-08-26,2022-34,16.56
2022-09-02,2022-35,18.67
2022-09-09,2022-36,16.4
2022-09-16,2022-37,16.39
2022-09-23,2022-38,16.57
2022-09-30,2022-39,15.21
2022-10-07,2022-40,16.06
2022-10-14,2022-41,15.7
2022-10-21,2022-42,17.58
2022-10-28,2022-43,14.34
2022-11-04,2022-44,14.11
2022-11-11,2022-45,14.21
2022-11-18,2022-46,14.03
2022-11-25,2022-47,15.53
2022-12-02,2022-48,13.86
2022-12-09,2022-49,14.17
2022-12-16,2022-50,16.44
2022-12-23,2022-51,14.36
2022-12-30,2022-52,20.98
2023-01-06,2023-1,14.62
2023-01-13,2023-2,13.34
2023-01-20,2023-3,13.94
2023-01-27,2023-4,13.33
2023-02-03,2023-5,13.3
2023-02-10,2023-6,11.44
2023-02-17,2023-7,12.75
2023-02-24,2023-8,12.67
2023-03-03,2023-9,17.28
2023-03-10,2023-10,12.26
2023-03-17,2023-11,12.37
2023-03-24,2023-12,12.79
2023-03-31,2023-13,13.27
2023-04-07,2023-14,15.52
2023-04-14,2023-15,14.49
2023-04-21,2023-16,12.83
2023-04-28,2023-17,12.12
2023-05-05,2023-18,11.24
2023-05-12,2023-19,13.15
2023-05-19,2023-20,11.26
2023-05-26,2023-21,14.57
2023-06-02,2023-22,28.71
2023-06-09,2023-23,17.57
2023-06-16,2023-24,18.32
2023-06-23,2023-25,20.1
2023-06-30,2023-26,27.39
2023-07-07,2023-27,29.36
2023-07-14,2023-28,18.61
2023-07-21,2023-29,18.59
2023-07-28,2023-30,20.19
2023-08-04,2023-31,21.41
2023-08-11,2023-32,19.56
2023-08-18,2023-33,21.72
2023-08-25,2023-34,20.13
2023-09-01,2023-35,30.55
2023-09-08,2023-36,32.61
2023-09-15,2023-37,29.65
2023-09-22,2023-38,30.38
2023-09-29,2023-39,35.61
2023-10-06,2023-40,34.09
2023-10-13,2023-41,34.82
2023-10-20,2023-42,34.01
2023-10-27,2023-43,35.1
2023-11-03,2023-44,39.54
2023-11-10,2023-45,41.68
2023-11-17,2023-46,39.84
2023-11-24,2023-47,40.83
2023-12-01,2023-48,45.12
2023-12-08,2023-49,39.35
2023-12-15,2023-50,40.02
2023-12-22,2023-51,40.33
2023-12-29,2023-52,42.29
2024-01-05,2024-1,42.9
2024-01-12,2024-2,41.99
2024-01-19,2024-3,41.45
2024-01-26,2024-4,42.46
2024-02-02,2024-5,43.89
2024-02-09,2024-6,41.51
2024-02-16,2024-7,42.22
2024-02-23,2024-8,43.61
2024-03-01,2024-9,41.55
2024-03-08,2024-10,43.38
2024-03-15,2024-11,42.37
2024-03-22,2024-12,42.63
2024-03-29,2024-13,48.69
2024-04-05,2024-14,47.92
2024-04-12,2024-15,48.23
2024-04-19,2024-16,46.95
2024-04-26,2024-17,48.77
2024-05-03,2024-18,49.13
2024-05-10,2024-19,49.86
2024-05-17,2024-20,50.1
2024-05-24,2024-21,50.59
2024-05-31,2024-22,50.49
2024-06-07,2024-23,51.39
2024-06-14,2024-24,51.31
2024-06-21,2024-25,46.63
2024-06-28,2024-26,48.78
2024-07-05,2024-27,50.31
2024-07-12,2024-28,50.2
2024-07-19,2024-29,47.45
2024-07-26,2024-30,55.06
2024-08-02,2024-31,52.77
2024-08-09,2024-32,54.19
2024-08-16,2024-33,52.54
2024-08-23,2024-34,52.63
2024-08-30,2024-35,54.2
2024-09-06,2024-36,53.12
2024-09-13,2024-37,51.0
2024-09-20,2024-38,55.51
2024-09-27,2024-39,50.23
2024-10-04,2024-40,48.93
2024-10-11,2024-41,50.56
2024-10-18,2024-42,47.29
2024-10-25,2024-43,47.26
2024-11-01,2024-44,50.55
2024-11-08,2024-45,52.43
2024-11-15,2024-46,49.74
2024-11-22,2024-47,51.37
2024-11-29,2024-48,47.62
2024-12-06,2024-49,49.55
2024-12-13,2024-50,50.61
2024-12-20,2024-51,49.3
2024-12-27,2024-52,48.39
2025-01-03,2025-1,46.18
2025-01-10,2025-2,45.61
2025-01-17,2025-3,44.36
2025-01-24,2025-4,46.83
2025-01-31,2025-5,46.05
2025-02-07,2025-6,46.02
2025-02-14,2025-7,46.3
2025-02-21,2025-8,44.86
2025-02-28,2025-9,45.77
2025-03-07,2025-10,45.15
2025-03-14,2025-11,44.31
2025-03-21,2025-12,43.44
2025-03-28,2025-13,43.31
2025-04-04,2025-14,47.91
2025-04-11,2025-15,47.53
2025-04-18,2025-16,51.34
2025-04-25,2025-17,51.83
2025-05-02,2025-18,51.88
2025-05-09,2025-19,50.56
2025-05-16,2025-20,51.85
2025-05-23,2025-21,50.78
2025-05-30,2025-22,49.7
2025-06-06,2025-23,48.86
2025-06-13,2025-24,48.6
2025-06-20,2025-25,46.57
2025-06-27,2025-26,49.54
2025-07-04,2025-27,47.52
2025-07-11,2025-28,47.33
2025-07-18,2025-29,48.37
2025-07-25,2025-30,48.18
2025-08-01,2025-31,45.48
2025-08-08,2025-32,45.14
2025-08-15,2025-33,44.79
2025-08-22,2025-34,44.02
2025-08-29,2025-35,44.59
2025-09-05,2025-36,43.05
2025-09-12,2025-37,41.83
2025-09-19,2025-38,40.62
2025-09-26,2025-39,42.09
2025-10-03,2025-40,42.74
2025-10-10,2025-41,42.06
