Tarih,TP_TRYTAS_MT04,TP_TRYTAS_MT04
2019-01-18,2019-3,20.68
2019-01-25,2019-4,19.8
2019-02-01,2019-5,19.78
2019-02-08,2019-6,19.4
2019-02-15,2019-7,18.87
2019-02-22,2019-8,19.09
2019-03-01,2019-9,18.63
2019-03-08,2019-10,18.74
2019-03-15,2019-11,18.86
2019-03-22,2019-12,19.64
2019-03-29,2019-13,19.28
2019-04-05,2019-14,19.46
2019-04-12,2019-15,19.45
2019-04-19,2019-16,21.44
2019-04-26,2019-17,20.96
2019-05-03,2019-18,21.09
2019-05-10,2019-19,21.24
2019-05-17,2019-20,21.83
2019-05-24,2019-21,21.69
2019-05-31,2019-22,22.26
2019-06-07,2019-23,21.23
2019-06-14,2019-24,21.9
2019-06-21,2019-25,23.21
2019-06-28,2019-26,22.38
2019-07-05,2019-27,22.21
2019-07-12,2019-28,21.17
2019-07-19,2019-29,19.76
2019-07-26,2019-30,19.31
2019-08-02,2019-31,16.93
2019-08-09,2019-32,15.37
2019-08-16,2019-33,14.69
2019-08-23,2019-34,14.97
2019-08-30,2019-35,14.66
2019-09-06,2019-36,15.62
2019-09-13,2019-37,14.42
2019-09-20,2019-38,13.35
2019-09-27,2019-39,13.02
2019-10-04,2019-40,12.47
2019-10-11,2019-41,12.09
2019-10-18,2019-42,12.39
2019-10-25,2019-43,11.81
2019-11-01,2019-44,11.03
2019-11-08,2019-45,11.19
2019-11-15,2019-46,10.79
2019-11-22,2019-47,11.41
2019-11-29,2019-48,10.3
2019-12-06,2019-49,10.58
2019-12-13,2019-50,10.92
2019-12-20,2019-51,9.69
2019-12-27,2019-52,9.59
2020-01-03,2020-1,9.71
2020-01-10,2020-2,9.98
2020-01-17,2020-3,9.47
2020-01-24,2020-4,9.0
2020-01-31,2020-5,9.14
2020-02-07,2020-6,8.98
2020-02-14,2020-7,9.0
2020-02-21,2020-8,8.91
2020-02-28,2020-9,9.07
2020-03-06,2020-10,9.17
2020-03-13,2020-11,9.18
2020-03-20,2020-12,9.49
2020-03-27,2020-13,9.44
2020-04-03,2020-14,9.35
2020-04-10,2020-15,9.19
2020-04-17,2020-16,9.5
2020-04-24,2020-17,8.7
2020-05-01,2020-18,8.08
2020-05-08,2020-19,7.66
2020-05-15,2020-20,7.55
2020-05-22,2020-21,7.42
2020-05-29,2020-22,7.17
2020-06-05,2020-23,7.93
2020-06-12,2020-24,7.44
2020-06-19,2020-25,7.43
2020-06-26,2020-26,8.16
2020-07-03,2020-27,8.44
2020-07-10,2020-28,7.57
2020-07-17,2020-29,7.56
2020-07-24,2020-30,7.28
2020-07-31,2020-31,7.82
2020-08-07,2020-32,7.79
2020-08-14,2020-33,9.7
2020-08-21,2020-34,9.83
2020-08-28,2020-35,10.2
2020-09-04,2020-36,10.9
2020-09-11,2020-37,10.06
2020-09-18,2020-38,10.74
2020-09-25,2020-39,11.1
2020-10-02,2020-40,12.16
2020-10-09,2020-41,11.99
2020-10-16,2020-42,11.75
2020-10-23,2020-43,11.74
2020-10-30,2020-44,11.71
2020-11-06,2020-45,12.04
2020-11-13,2020-46,12.5
2020-11-20,2020-47,13.4
2020-11-27,2020-48,14.74
2020-12-04,2020-49,15.49
2020-12-11,2020-50,16.32
2020-12-18,2020-51,16.37
2020-12-25,2020-52,17.29
2021-01-01,2021-1,17.62
2021-01-08,2021-2,16.51
2021-01-15,2021-3,17.54
2021-01-22,2021-4,17.19
2021-01-29,2021-5,16.75
2021-02-05,2021-6,17.35
2021-02-12,2021-7,17.11
2021-02-19,2021-8,17.04
2021-02-26,2021-9,17.12
2021-03-05,2021-10,17.1
2021-03-12,2021-11,17.23
2021-03-19,2021-12,17.48
2021-03-26,2021-13,19.46
2021-04-02,2021-14,19.96
2021-04-09,2021-15,18.52
2021-04-16,2021-16,17.88
2021-04-23,2021-17,18.14
2021-04-30,2021-18,17.41
2021-05-07,2021-19,17.52
2021-05-14,2021-20,17.32
2021-05-21,2021-21,18.7
2021-05-28,2021-22,18.75
2021-06-04,2021-23,18.91
2021-06-11,2021-24,17.94
2021-06-18,2021-25,18.86
2021-06-25,2021-26,18.92
2021-07-02,2021-27,19.36
2021-07-09,2021-28,17.92
2021-07-16,2021-29,18.1
2021-07-23,2021-30,15.74
2021-07-30,2021-31,18.22
2021-08-06,2021-32,17.45
2021-08-13,2021-33,17.09
2021-08-20,2021-34,17.77
2021-08-27,2021-35,18.13
2021-09-03,2021-36,17.95
2021-09-10,2021-37,17.63
2021-09-17,2021-38,17.81
2021-09-24,2021-39,18.55
2021-10-01,2021-40,18.01
2021-10-08,2021-41,16.78
2021-10-15,2021-42,15.94
2021-10-22,2021-43,15.71
2021-10-29,2021-44,14.53
2021-11-05,2021-45,14.72
2021-11-12,2021-46,13.82
2021-11-19,2021-47,14.81
2021-11-26,2021-48,14.12
2021-12-03,2021-49,15.1
2021-12-10,2021-50,14.23
2021-12-17,2021-51,15.46
2021-12-24,2021-52,16.46
2021-12-31,2021-53,18.38
2022-01-07,2022-1,17.66
2022-01-14,2022-2,17.65
2022-01-21,2022-3,18.48
2022-01-28,2022-4,18.97
2022-02-04,2022-5,17.79
2022-02-11,2022-6,17.6
2022-02-18,2022-7,17.25
2022-02-25,2022-8,17.11
2022-03-04,2022-9,16.72
2022-03-11,2022-10,16.43
2022-03-18,2022-11,16.67
2022-03-25,2022-12,16.66
2022-04-01,2022-13,17.04
2022-04-08,2022-14,16.73
2022-04-15,2022-15,16.78
2022-04-22,2022-16,16.92
2022-04-29,2022-17,17.06
2022-05-06,2022-18,16.52
2022-05-13,2022-19,17.13
2022-05-20,2022-20,16.93
2022-05-27,2022-21,16.98
2022-06-03,2022-22,16.68
2022-06-10,2022-23,16.82
2022-06-17,2022-24,17.26
2022-06-24,2022-25,17.28
2022-07-01,2022-26,17.4
2022-07-08,2022-27,17.2
2022-07-15,2022-28,17.2
2022-07-22,2022-29,17.41
2022-07-29,2022-30,17.55
2022-08-05,2022-31,17.49
2022-08-12,2022-32,17.48
2022-08-19,2022-33,17.31
2022-08-26,2022-34,16.41
2022-09-02,2022-35,16.44
2022-09-09,2022-36,16.38
2022-09-16,2022-37,16.49
2022-09-23,2022-38,16.54
2022-09-30,2022-39,15.67
2022-10-07,2022-40,15.63
2022-10-14,2022-41,15.74
2022-10-21,2022-42,15.46
2022-10-28,2022-43,14.57
2022-11-04,2022-44,14.39
2022-11-11,2022-45,14.76
2022-11-18,2022-46,14.47
2022-11-25,2022-47,14.94
2022-12-02,2022-48,13.61
2022-12-09,2022-49,15.48
2022-12-16,2022-50,18.34
2022-12-23,2022-51,15.11
2022-12-30,2022-52,16.27
2023-01-06,2023-1,14.21
2023-01-13,2023-2,13.48
2023-01-20,2023-3,13.87
2023-01-27,2023-4,13.18
2023-02-03,2023-5,13.05
2023-02-10,2023-6,12.88
2023-02-17,2023-7,13.35
2023-02-24,2023-8,12.88
2023-03-03,2023-9,13.8
2023-03-10,2023-10,13.46
2023-03-17,2023-11,12.37
2023-03-24,2023-12,12.65
2023-03-31,2023-13,12.4
2023-04-07,2023-14,14.71
2023-04-14,2023-15,14.38
2023-04-21,2023-16,13.72
2023-04-28,2023-17,13.0
2023-05-05,2023-18,11.96
2023-05-12,2023-19,13.71
2023-05-19,2023-20,16.03
2023-05-26,2023-21,15.28
2023-06-02,2023-22,19.55
2023-06-09,2023-23,19.31
2023-06-16,2023-24,16.16
2023-06-23,2023-25,20.7
2023-06-30,2023-26,27.45
2023-07-07,2023-27,24.49
2023-07-14,2023-28,22.11
2023-07-21,2023-29,20.15
2023-07-28,2023-30,21.57
2023-08-04,2023-31,21.85
2023-08-11,2023-32,20.86
2023-08-18,2023-33,22.73
2023-08-25,2023-34,22.26
2023-09-01,2023-35,29.82
2023-09-08,2023-36,29.08
2023-09-15,2023-37,29.69
2023-09-22,2023-38,30.5
2023-09-29,2023-39,34.19
2023-10-06,2023-40,34.37
2023-10-13,2023-41,34.26
2023-10-20,2023-42,33.16
2023-10-27,2023-43,34.43
2023-11-03,2023-44,39.15
2023-11-10,2023-45,40.99
2023-11-17,2023-46,39.97
2023-11-24,2023-47,40.92
2023-12-01,2023-48,44.4
2023-12-08,2023-49,38.72
2023-12-15,2023-50,38.82
2023-12-22,2023-51,40.14
2023-12-29,2023-52,42.04
2024-01-05,2024-1,42.22
2024-01-12,2024-2,41.17
2024-01-19,2024-3,41.27
2024-01-26,2024-4,42.57
2024-02-02,2024-5,43.64
2024-02-09,2024-6,41.16
2024-02-16,2024-7,42.01
2024-02-23,2024-8,42.29
2024-03-01,2024-9,41.67
2024-03-08,2024-10,41.6
2024-03-15,2024-11,41.88
2024-03-22,2024-12,42.6
2024-03-29,2024-13,48.04
2024-04-05,2024-14,48.44
2024-04-12,2024-15,47.15
2024-04-19,2024-16,46.86
2024-04-26,2024-17,47.65
2024-05-03,2024-18,48.39
2024-05-10,2024-19,48.0
2024-05-17,2024-20,50.64
2024-05-24,2024-21,50.0
2024-05-31,2024-22,51.1
2024-06-07,2024-23,49.99
2024-06-14,2024-24,48.12
2024-06-21,2024-25,46.79
2024-06-28,2024-26,49.07
2024-07-05,2024-27,47.57
2024-07-12,2024-28,48.26
2024-07-19,2024-29,46.54
2024-07-26,2024-30,53.81
2024-08-02,2024-31,50.37
2024-08-09,2024-32,50.62
2024-08-16,2024-33,49.97
2024-08-23,2024-34,52.9
2024-08-30,2024-35,53.74
2024-09-06,2024-36,52.05
2024-09-13,2024-37,50.25
2024-09-20,2024-38,52.0
2024-09-27,2024-39,49.7
2024-10-04,2024-40,46.83
2024-10-11,2024-41,52.76
2024-10-18,2024-42,44.78
2024-10-25,2024-43,43.78
2024-11-01,2024-44,47.25
2024-11-08,2024-45,45.66
2024-11-15,2024-46,47.38
2024-11-22,2024-47,50.21
2024-11-29,2024-48,47.15
2024-12-06,2024-49,53.76
2024-12-13,2024-50,46.63
2024-12-20,2024-51,45.46
2024-12-27,2024-52,47.03
2025-01-03,2025-1,43.15
2025-01-10,2025-2,44.41
2025-01-17,2025-3,41.93
2025-01-24,2025-4,45.94
2025-01-31,2025-5,46.05
2025-02-07,2025-6,46.19
2025-02-14,2025-7,45.84
2025-02-21,2025-8,44.24
2025-02-28,2025-9,44.89
2025-03-07,2025-10,45.5
2025-03-14,2025-11,44.26
2025-03-21,2025-12,40.02
2025-03-28,2025-13,41.22
2025-04-04,2025-14,48.1
2025-04-11,2025-15,48.86
2025-04-18,2025-16,43.1
2025-04-25,2025-17,52.18
2025-05-02,2025-18,44.41
2025-05-09,2025-19,48.25
2025-05-16,2025-20,47.25
2025-05-23,2025-21,51.0
2025-05-30,2025-22,38.32
2025-06-06,2025-23,43.14
2025-06-13,2025-24,41.37
2025-06-20,2025-25,38.35
2025-06-27,2025-26,48.98
2025-07-04,2025-27,43.96
2025-07-11,2025-28,45.36
2025-07-18,2025-29,48.46
2025-07-25,2025-30,48.43
2025-08-01,2025-31,43.17
2025-08-08,2025-32,38.87
2025-08-15,2025-33,40.47
2025-08-22,2025-34,39.13
2025-08-29,2025-35,43.01
2025-09-05,2025-36,40.14
2025-09-12,2025-37,36.28
2025-09-19,2025-38,39.45
2025-09-26,2025-39,37.37
2025-10-03,2025-40,43.03
2025-10-10,2025-41,39.86
