Tarih,TP_TRY_MT05,TP_TRY_MT05
2006-08-18,2006-33,17.06
2006-08-25,2006-34,16.66
2006-09-01,2006-35,16.72
2006-09-08,2006-36,17.16
2006-09-15,2006-37,17.07
2006-09-22,2006-38,16.97
2006-09-29,2006-39,17.31
2006-10-06,2006-40,17.2
2006-10-13,2006-41,16.79
2006-10-20,2006-42,16.25
2006-10-27,2006-43,16.12
2006-11-03,2006-44,18.45
2006-11-10,2006-45,17.28
2006-11-17,2006-46,16.04
2006-11-24,2006-47,15.69
2006-12-01,2006-48,16.58
2006-12-08,2006-49,17.05
2006-12-15,2006-50,16.32
2006-12-22,2006-51,16.86
2006-12-29,2006-52,17.1
2007-01-05,2007-1,17.98
2007-01-12,2007-2,17.16
2007-01-19,2007-3,17.05
2007-01-26,2007-4,16.64
2007-02-02,2007-5,18.08
2007-02-09,2007-6,16.28
2007-02-16,2007-7,15.41
2007-02-23,2007-8,16.9
2007-03-02,2007-9,16.43
2007-03-09,2007-10,16.03
2007-03-16,2007-11,15.39
2007-03-23,2007-12,17.03
2007-03-30,2007-13,16.24
2007-04-06,2007-14,16.39
2007-04-13,2007-15,17.14
2007-04-20,2007-16,16.47
2007-04-27,2007-17,15.85
2007-05-04,2007-18,16.12
2007-05-11,2007-19,16.78
2007-05-18,2007-20,15.56
2007-05-25,2007-21,16.46
2007-06-01,2007-22,16.3
2007-06-08,2007-23,16.64
2007-06-15,2007-24,17.57
2007-06-22,2007-25,16.77
2007-06-29,2007-26,18.61
2007-07-06,2007-27,18.26
2007-07-13,2007-28,16.97
2007-07-20,2007-29,17.78
2007-07-27,2007-30,17.23
2007-08-03,2007-31,17.74
2007-08-10,2007-32,17.03
2007-08-17,2007-33,16.74
2007-08-24,2007-34,16.63
2007-08-31,2007-35,17.38
2007-09-07,2007-36,16.63
2007-09-14,2007-37,17.4
2007-09-21,2007-38,16.72
2007-09-28,2007-39,17.51
2007-10-05,2007-40,16.87
2007-10-12,2007-41,16.41
2007-10-19,2007-42,16.28
2007-10-26,2007-43,15.45
2007-11-02,2007-44,16.08
2007-11-09,2007-45,15.74
2007-11-16,2007-46,16.89
2007-11-23,2007-47,15.73
2007-11-30,2007-48,15.62
2007-12-07,2007-49,15.73
2007-12-14,2007-50,15.99
2007-12-21,2007-51,16.14
2007-12-28,2007-52,16.53
2008-01-04,2008-1,17.3
2008-01-11,2008-2,15.6
2008-01-18,2008-3,15.59
2008-01-25,2008-4,15.77
2008-02-01,2008-5,15.17
2008-02-08,2008-6,15.22
2008-02-15,2008-7,15.4
2008-02-22,2008-8,15.76
2008-02-29,2008-9,15.34
2008-03-07,2008-10,15.15
2008-03-14,2008-11,15.16
2008-03-21,2008-12,15.75
2008-03-28,2008-13,15.47
2008-04-04,2008-14,16.7
2008-04-11,2008-15,15.32
2008-04-18,2008-16,16.1
2008-04-25,2008-17,15.01
2008-05-02,2008-18,15.53
2008-05-09,2008-19,15.22
2008-05-16,2008-20,15.66
2008-05-23,2008-21,15.15
2008-05-30,2008-22,15.78
2008-06-06,2008-23,15.5
2008-06-13,2008-24,15.94
2008-06-20,2008-25,15.74
2008-06-27,2008-26,16.63
2008-07-04,2008-27,16.59
2008-07-11,2008-28,16.54
2008-07-18,2008-29,17.84
2008-07-25,2008-30,17.23
2008-08-01,2008-31,16.97
2008-08-08,2008-32,16.85
2008-08-15,2008-33,16.97
2008-08-22,2008-34,16.77
2008-08-29,2008-35,16.85
2008-09-05,2008-36,16.86
2008-09-12,2008-37,16.95
2008-09-19,2008-38,16.91
2008-09-26,2008-39,16.45
2008-10-03,2008-40,16.03
2008-10-10,2008-41,16.5
2008-10-17,2008-42,16.59
2008-10-24,2008-43,16.76
2008-10-31,2008-44,15.87
2008-11-07,2008-45,16.58
2008-11-14,2008-46,19.58
2008-11-21,2008-47,19.69
2008-11-28,2008-48,18.49
2008-12-05,2008-49,20.85
2008-12-12,2008-50,17.35
2008-12-19,2008-51,20.2
2008-12-26,2008-52,16.82
2009-01-02,2009-1,17.5
2009-01-09,2009-2,16.8
2009-01-16,2009-3,16.15
2009-01-23,2009-4,13.69
2009-01-30,2009-5,13.84
2009-02-06,2009-6,13.2
2009-02-13,2009-7,15.27
2009-02-20,2009-8,13.03
2009-02-27,2009-9,12.5
2009-03-06,2009-10,13.27
2009-03-13,2009-11,13.6
2009-03-20,2009-12,12.33
2009-03-27,2009-13,11.8
2009-04-03,2009-14,11.96
2009-04-10,2009-15,12.03
2009-04-17,2009-16,12.15
2009-04-24,2009-17,12.11
2009-05-01,2009-18,12.23
2009-05-08,2009-19,11.97
2009-05-15,2009-20,11.94
2009-05-22,2009-21,11.98
2009-05-29,2009-22,11.26
2009-06-05,2009-23,11.4
2009-06-12,2009-24,12.28
2009-06-19,2009-25,11.89
2009-06-26,2009-26,11.51
2009-07-03,2009-27,11.41
2009-07-10,2009-28,11.5
2009-07-17,2009-29,11.55
2009-07-24,2009-30,11.39
2009-07-31,2009-31,10.93
2009-08-07,2009-32,10.8
2009-08-14,2009-33,10.45
2009-08-21,2009-34,10.75
2009-08-28,2009-35,9.88
2009-09-04,2009-36,10.04
2009-09-11,2009-37,10.13
2009-09-18,2009-38,10.96
2009-09-25,2009-39,10.04
2009-10-02,2009-40,10.65
2009-10-09,2009-41,9.47
2009-10-16,2009-42,10.48
2009-10-23,2009-43,10.06
2009-10-30,2009-44,9.51
2009-11-06,2009-45,10.17
2009-11-13,2009-46,9.95
2009-11-20,2009-47,10.67
2009-11-27,2009-48,9.7
2009-12-04,2009-49,9.84
2009-12-11,2009-50,10.44
2009-12-18,2009-51,11.15
2009-12-25,2009-52,10.05
2010-01-01,2010-1,9.63
2010-01-08,2010-2,9.9
2010-01-15,2010-3,10.32
2010-01-22,2010-4,10.66
2010-01-29,2010-5,9.33
2010-02-05,2010-6,9.91
2010-02-12,2010-7,9.73
2010-02-19,2010-8,10.49
2010-02-26,2010-9,9.5
2010-03-05,2010-10,9.69
2010-03-12,2010-11,10.01
2010-03-19,2010-12,10.89
2010-03-26,2010-13,10.74
2010-04-02,2010-14,9.45
2010-04-09,2010-15,9.97
2010-04-16,2010-16,9.25
2010-04-23,2010-17,8.84
2010-04-30,2010-18,9.28
2010-05-07,2010-19,9.13
2010-05-14,2010-20,8.89
2010-05-21,2010-21,8.96
2010-05-28,2010-22,8.73
2010-06-04,2010-23,9.14
2010-06-11,2010-24,8.78
2010-06-18,2010-25,8.81
2010-06-25,2010-26,9.26
2010-07-02,2010-27,9.11
2010-07-09,2010-28,8.84
2010-07-16,2010-29,8.9
2010-07-23,2010-30,8.89
2010-07-30,2010-31,8.83
2010-08-06,2010-32,9.11
2010-08-13,2010-33,8.71
2010-08-20,2010-34,8.7
2010-08-27,2010-35,8.58
2010-09-03,2010-36,8.62
2010-09-10,2010-37,8.63
2010-09-17,2010-38,9.4
2010-09-24,2010-39,8.68
2010-10-01,2010-40,8.54
2010-10-08,2010-41,8.49
2010-10-15,2010-42,8.51
2010-10-22,2010-43,8.44
2010-10-29,2010-44,7.47
2010-11-05,2010-45,8.71
2010-11-12,2010-46,8.34
2010-11-19,2010-47,
2010-11-26,2010-48,8.36
2010-12-03,2010-49,8.29
2010-12-10,2010-50,8.53
2010-12-17,2010-51,8.42
2010-12-24,2010-52,8.24
2010-12-31,2010-53,8.98
2011-01-07,2011-1,8.34
2011-01-14,2011-2,8.21
2011-01-21,2011-3,8.04
2011-01-28,2011-4,8.43
2011-02-04,2011-5,7.89
2011-02-11,2011-6,7.96
2011-02-18,2011-7,8.22
2011-02-25,2011-8,8.17
2011-03-04,2011-9,8.03
2011-03-11,2011-10,7.18
2011-03-18,2011-11,8.27
2011-03-25,2011-12,8.78
2011-04-01,2011-13,9.38
2011-04-08,2011-14,8.21
2011-04-15,2011-15,8.95
2011-04-22,2011-16,8.85
2011-04-29,2011-17,9.31
2011-05-06,2011-18,8.77
2011-05-13,2011-19,8.94
2011-05-20,2011-20,8.88
2011-05-27,2011-21,8.84
2011-06-03,2011-22,8.85
2011-06-10,2011-23,9.0
2011-06-17,2011-24,8.99
2011-06-24,2011-25,8.97
2011-07-01,2011-26,9.03
2011-07-08,2011-27,9.47
2011-07-15,2011-28,9.05
2011-07-22,2011-29,9.12
2011-07-29,2011-30,9.38
2011-08-05,2011-31,9.54
2011-08-12,2011-32,9.27
2011-08-19,2011-33,9.18
2011-08-26,2011-34,9.29
2011-09-02,2011-35,8.98
2011-09-09,2011-36,9.12
2011-09-16,2011-37,9.21
2011-09-23,2011-38,9.07
2011-09-30,2011-39,9.03
2011-10-07,2011-40,9.08
2011-10-14,2011-41,9.18
2011-10-21,2011-42,9.08
2011-10-28,2011-43,9.13
2011-11-04,2011-44,9.16
2011-11-11,2011-45,9.1
2011-11-18,2011-46,9.19
2011-11-25,2011-47,8.43
2011-12-02,2011-48,9.41
2011-12-09,2011-49,9.67
2011-12-16,2011-50,9.39
2011-12-23,2011-51,10.51
2011-12-30,2011-52,11.34
2012-01-06,2012-1,9.6
2012-01-13,2012-2,9.66
2012-01-20,2012-3,10.1
2012-01-27,2012-4,10.28
2012-02-03,2012-5,11.99
2012-02-10,2012-6,10.03
2012-02-17,2012-7,11.06
2012-02-24,2012-8,9.68
2012-03-02,2012-9,10.46
2012-03-09,2012-10,9.35
2012-03-16,2012-11,9.76
2012-03-23,2012-12,9.9
2012-03-30,2012-13,9.08
2012-04-06,2012-14,9.4
2012-04-13,2012-15,9.87
2012-04-20,2012-16,9.2
2012-04-27,2012-17,9.09
2012-05-04,2012-18,9.37
2012-05-11,2012-19,9.84
2012-05-18,2012-20,9.44
2012-05-25,2012-21,10.35
2012-06-01,2012-22,9.31
2012-06-08,2012-23,9.37
2012-06-15,2012-24,9.38
2012-06-22,2012-25,10.18
2012-06-29,2012-26,9.5
2012-07-06,2012-27,9.73
2012-07-13,2012-28,9.33
2012-07-20,2012-29,9.37
2012-07-27,2012-30,9.24
2012-08-03,2012-31,9.38
2012-08-10,2012-32,9.14
2012-08-17,2012-33,8.97
2012-08-24,2012-34,8.72
2012-08-31,2012-35,9.09
2012-09-07,2012-36,8.71
2012-09-14,2012-37,8.62
2012-09-21,2012-38,8.82
2012-09-28,2012-39,8.52
2012-10-05,2012-40,8.83
2012-10-12,2012-41,8.36
2012-10-19,2012-42,8.44
2012-10-26,2012-43,8.49
2012-11-02,2012-44,8.8
2012-11-09,2012-45,8.38
2012-11-16,2012-46,8.42
2012-11-23,2012-47,8.37
2012-11-30,2012-48,8.67
2012-12-07,2012-49,8.09
2012-12-14,2012-50,8.14
2012-12-21,2012-51,8.05
2012-12-28,2012-52,8.28
2013-01-04,2013-1,8.49
2013-01-11,2013-2,7.92
2013-01-18,2013-3,8.14
2013-01-25,2013-4,7.97
2013-02-01,2013-5,8.23
2013-02-08,2013-6,7.55
2013-02-15,2013-7,7.66
2013-02-22,2013-8,7.63
2013-03-01,2013-9,7.77
2013-03-08,2013-10,7.53
2013-03-15,2013-11,7.61
2013-03-22,2013-12,7.44
2013-03-29,2013-13,7.58
2013-04-05,2013-14,7.68
2013-04-12,2013-15,7.26
2013-04-19,2013-16,7.31
2013-04-26,2013-17,7.17
2013-05-03,2013-18,7.47
2013-05-10,2013-19,7.0
2013-05-17,2013-20,6.85
2013-05-24,2013-21,6.42
2013-05-31,2013-22,6.94
2013-06-07,2013-23,6.92
2013-06-14,2013-24,6.64
2013-06-21,2013-25,8.12
2013-06-28,2013-26,7.5
2013-07-05,2013-27,7.07
2013-07-12,2013-28,6.69
2013-07-19,2013-29,6.99
2013-07-26,2013-30,7.07
2013-08-02,2013-31,7.38
2013-08-09,2013-32,7.43
2013-08-16,2013-33,7.62
2013-08-23,2013-34,7.52
2013-08-30,2013-35,7.77
2013-09-06,2013-36,7.6
2013-09-13,2013-37,7.99
2013-09-20,2013-38,8.02
2013-09-27,2013-39,8.02
2013-10-04,2013-40,7.92
2013-10-11,2013-41,8.42
2013-10-18,2013-42,7.24
2013-10-25,2013-43,7.58
2013-11-01,2013-44,7.31
2013-11-08,2013-45,7.62
2013-11-15,2013-46,8.6
2013-11-22,2013-47,8.13
2013-11-29,2013-48,8.13
2013-12-06,2013-49,7.34
2013-12-13,2013-50,8.74
2013-12-20,2013-51,7.52
2013-12-27,2013-52,7.14
2014-01-03,2014-1,7.69
2014-01-10,2014-2,8.19
2014-01-17,2014-3,8.36
2014-01-24,2014-4,8.38
2014-01-31,2014-5,9.68
2014-02-07,2014-6,9.64
2014-02-14,2014-7,10.63
2014-02-21,2014-8,9.54
2014-02-28,2014-9,9.53
2014-03-07,2014-10,9.88
2014-03-14,2014-11,9.95
2014-03-21,2014-12,10.55
2014-03-28,2014-13,9.74
2014-04-04,2014-14,9.86
2014-04-11,2014-15,10.25
2014-04-18,2014-16,10.06
2014-04-25,2014-17,9.97
2014-05-02,2014-18,9.42
2014-05-09,2014-19,10.37
2014-05-16,2014-20,10.16
2014-05-23,2014-21,10.13
2014-05-30,2014-22,9.68
2014-06-06,2014-23,9.95
2014-06-13,2014-24,9.66
2014-06-20,2014-25,9.68
2014-06-27,2014-26,8.76
2014-07-04,2014-27,8.35
2014-07-11,2014-28,8.14
2014-07-18,2014-29,8.22
2014-07-25,2014-30,8.18
2014-08-01,2014-31,7.86
2014-08-08,2014-32,8.16
2014-08-15,2014-33,7.84
2014-08-22,2014-34,7.86
2014-08-29,2014-35,7.87
2014-09-05,2014-36,8.04
2014-09-12,2014-37,8.01
2014-09-19,2014-38,7.91
2014-09-26,2014-39,8.24
2014-10-03,2014-40,8.86
2014-10-10,2014-41,8.72
2014-10-17,2014-42,8.97
2014-10-24,2014-43,8.67
2014-10-31,2014-44,8.13
2014-11-07,2014-45,8.7
2014-11-14,2014-46,9.22
2014-11-21,2014-47,9.18
2014-11-28,2014-48,9.38
2014-12-05,2014-49,9.21
2014-12-12,2014-50,9.1
2014-12-19,2014-51,8.8
2014-12-26,2014-52,9.62
2015-01-02,2015-1,9.36
2015-01-09,2015-2,9.08
2015-01-16,2015-3,8.87
2015-01-23,2015-4,8.71
2015-01-30,2015-5,9.14
2015-02-06,2015-6,8.9
2015-02-13,2015-7,8.37
2015-02-20,2015-8,8.73
2015-02-27,2015-9,8.5
2015-03-06,2015-10,8.35
2015-03-13,2015-11,9.25
2015-03-20,2015-12,8.47
2015-03-27,2015-13,8.95
2015-04-03,2015-14,8.92
2015-04-10,2015-15,9.61
2015-04-17,2015-16,9.65
2015-04-24,2015-17,8.59
2015-05-01,2015-18,9.18
2015-05-08,2015-19,9.91
2015-05-15,2015-20,9.39
2015-05-22,2015-21,9.62
2015-05-29,2015-22,9.15
2015-06-05,2015-23,9.36
2015-06-12,2015-24,9.01
2015-06-19,2015-25,9.34
2015-06-26,2015-26,9.19
2015-07-03,2015-27,8.9
2015-07-10,2015-28,8.27
2015-07-17,2015-29,9.66
2015-07-24,2015-30,8.5
2015-07-31,2015-31,8.41
2015-08-07,2015-32,8.7
2015-08-14,2015-33,9.12
2015-08-21,2015-34,8.89
2015-08-28,2015-35,8.61
2015-09-04,2015-36,9.45
2015-09-11,2015-37,8.78
2015-09-18,2015-38,10.08
2015-09-25,2015-39,8.45
2015-10-02,2015-40,9.21
2015-10-09,2015-41,9.28
2015-10-16,2015-42,8.89
2015-10-23,2015-43,8.64
2015-10-30,2015-44,8.77
2015-11-06,2015-45,9.76
2015-11-13,2015-46,10.62
2015-11-20,2015-47,10.32
2015-11-27,2015-48,10.08
2015-12-04,2015-49,10.93
2015-12-11,2015-50,10.87
2015-12-18,2015-51,10.76
2015-12-25,2015-52,10.57
2016-01-01,2016-1,10.44
2016-01-08,2016-2,8.92
2016-01-15,2016-3,9.29
2016-01-22,2016-4,8.73
2016-01-29,2016-5,6.92
2016-02-05,2016-6,9.97
2016-02-12,2016-7,9.74
2016-02-19,2016-8,9.74
2016-02-26,2016-9,9.92
2016-03-04,2016-10,9.76
2016-03-11,2016-11,11.28
2016-03-18,2016-12,11.67
2016-03-25,2016-13,11.23
2016-04-01,2016-14,10.06
2016-04-08,2016-15,11.05
2016-04-15,2016-16,11.07
2016-04-22,2016-17,11.1
2016-04-29,2016-18,9.89
2016-05-06,2016-19,10.02
2016-05-13,2016-20,10.44
2016-05-20,2016-21,9.87
2016-05-27,2016-22,10.91
2016-06-03,2016-23,10.32
2016-06-10,2016-24,9.7
2016-06-17,2016-25,9.78
2016-06-24,2016-26,10.01
2016-07-01,2016-27,10.31
2016-07-08,2016-28,9.99
2016-07-15,2016-29,10.49
2016-07-22,2016-30,9.02
2016-07-29,2016-31,9.35
2016-08-05,2016-32,9.3
2016-08-12,2016-33,9.92
2016-08-19,2016-34,9.88
2016-08-26,2016-35,10.22
2016-09-02,2016-36,9.78
2016-09-09,2016-37,9.6
2016-09-16,2016-38,9.27
2016-09-23,2016-39,10.21
2016-09-30,2016-40,9.33
2016-10-07,2016-41,9.8
2016-10-14,2016-42,9.77
2016-10-21,2016-43,9.25
2016-10-28,2016-44,9.04
2016-11-04,2016-45,8.88
2016-11-11,2016-46,8.95
2016-11-18,2016-47,9.49
2016-11-25,2016-48,10.69
2016-12-02,2016-49,10.06
2016-12-09,2016-50,10.47
2016-12-16,2016-51,9.85
2016-12-23,2016-52,10.64
2016-12-30,2016-53,10.31
2017-01-06,2017-1,10.35
2017-01-13,2017-2,10.92
2017-01-20,2017-3,10.08
2017-01-27,2017-4,11.44
