Tarih,TP_IYABGS4S_S05_X
2015-06-01,378.0
2015-07-01,371.0
2015-08-01,369.0
2015-09-01,379.0
2015-10-01,372.0
2015-11-01,373.0
2015-12-01,376.0
2016-01-01,365.0
2016-02-01,371.0
2016-03-01,377.0
2016-04-01,386.0
2016-05-01,376.0
2016-06-01,381.0
2016-07-01,386.0
2016-08-01,384.0
2016-09-01,389.0
2016-10-01,380.0
2016-11-01,385.0
2016-12-01,380.0
2017-01-01,382.0
2017-02-01,390.0
2017-03-01,379.0
2017-04-01,385.0
2017-05-01,392.0
2017-06-01,387.0
2017-07-01,387.0
2017-08-01,379.0
2017-09-01,387.0
2017-10-01,384.0
2017-11-01,386.0
2017-12-01,387.0
2018-01-01,386.0
2018-02-01,382.0
2018-03-01,396.0
2018-04-01,386.0
2018-05-01,411.0
2018-06-01,404.0
2018-07-01,397.0
2018-08-01,408.0
2018-09-01,406.0
2018-10-01,406.0
2018-11-01,416.0
2018-12-01,416.0
2019-01-01,408.0
2019-02-01,408.0
2019-03-01,408.0
2019-04-01,403.0
2019-05-01,399.0
2019-06-01,409.0
2019-07-01,406.0
2019-08-01,408.0
2019-09-01,418.0
2019-10-01,409.0
2019-11-01,413.0
2019-12-01,409.0
2020-01-01,407.0
2020-02-01,416.0
2020-03-01,416.0
2020-04-01,391.0
2020-05-01,390.0
2020-06-01,402.0
2020-07-01,392.0
2020-08-01,402.0
2020-09-01,398.0
2020-10-01,398.0
2020-11-01,397.0
2020-12-01,403.0
2021-01-01,399.0
2021-02-01,414.0
2021-03-01,412.0
2021-04-01,400.0
2021-05-01,417.0
2021-06-01,412.0
2021-07-01,408.0
2021-08-01,412.0
2021-09-01,421.0
2021-10-01,410.0
2021-11-01,411.0
2021-12-01,414.0
2022-01-01,407.0
2022-02-01,408.0
2022-03-01,413.0
2022-04-01,408.0
2022-05-01,436.0
2022-06-01,444.0
2022-07-01,437.0
2022-08-01,437.0
2022-09-01,435.0
2022-10-01,435.0
2022-11-01,438.0
2022-12-01,434.0
2023-01-01,434.0
2023-02-01,411.0
2023-03-01,425.0
2023-04-01,424.0
2023-05-01,475.0
2023-06-01,473.0
2023-07-01,467.0
2023-08-01,460.0
2023-09-01,470.0
2023-10-01,458.0
2023-11-01,467.0
2023-12-01,466.0
2024-01-01,472.0
2024-02-01,465.0
2024-03-01,472.0
2024-04-01,469.0
2024-05-01,486.0
2024-06-01,476.0
2024-07-01,488.0
2024-08-01,488.0
2024-09-01,489.0
2024-10-01,500.0
2024-11-01,490.0
2024-12-01,497.0
2025-01-01,490.0
2025-02-01,487.0
2025-03-01,487.0
2025-04-01,487.0
2025-05-01,498.0
2025-06-01,503.0
2025-07-01,502.0
2025-08-01,504.0
2025-09-01,499.0
