Tarih,TP_KB_FTR24
2014-12-01,288291.0
2015-01-01,263164.0
2015-02-01,93168.0
2015-03-01,338636.0
2015-04-01,33135.0
2015-05-01,101628.0
2015-06-01,280016.0
2015-07-01,298995.0
2015-08-01,375278.0
2015-09-01,279693.0
2015-10-01,144389.0
2015-11-01,168301.0
2015-12-01,152247.0
2016-01-01,153625.0
2016-02-01,58372.0
2016-03-01,58425.0
2016-04-01,58092.0
2016-05-01,176037.0
2016-06-01,171132.0
2016-07-01,178535.0
2016-08-01,189105.0
2016-09-01,294075.0
2016-10-01,357663.0
2016-11-01,391583.0
2016-12-01,466753.0
2017-01-01,347279.0
2017-02-01,327290.0
2017-03-01,325911.0
2017-04-01,160759.0
2017-05-01,164993.0
2017-06-01,170768.0
2017-07-01,168356.0
2017-08-01,170433.0
2017-09-01,109277.0
2017-10-01,106794.0
2017-11-01,124229.0
2017-12-01,163605.0
2018-01-01,166677.0
2018-02-01,222270.0
2018-03-01,374967.0
2018-04-01,344343.0
2018-05-01,324977.0
2018-06-01,320637.0
2018-07-01,192280.0
2018-08-01,164029.0
2018-09-01,170093.0
2018-10-01,238066.0
2018-11-01,221870.0
2018-12-01,248700.0
2019-01-01,324433.0
2019-02-01,329848.0
2019-03-01,298199.0
2019-04-01,293689.0
2019-05-01,296676.0
2019-06-01,276269.0
2019-07-01,180763.0
2019-08-01,170428.0
2019-09-01,243368.0
2019-10-01,252775.0
2019-11-01,617294.0
2019-12-01,752063.0
2020-01-01,748311.0
2020-02-01,777577.0
2020-03-01,886749.0
2020-04-01,953617.0
2020-05-01,536777.0
2020-06-01,464114.0
2020-07-01,561993.0
2020-08-01,662514.0
2020-09-01,641847.0
2020-10-01,502233.0
2020-11-01,257742.0
2020-12-01,1559.0
2021-01-01,206630.0
2021-02-01,118033.0
2021-03-01,128489.0
2021-04-01,282365.0
2021-05-01,301583.0
2021-06-01,1092906.0
2021-07-01,1101097.0
2021-08-01,867778.0
2021-09-01,1214412.0
2021-10-01,1134825.0
2021-11-01,1182911.0
2021-12-01,1115402.0
2022-01-01,1539439.0
2022-02-01,2110506.0
2022-03-01,1941745.0
2022-04-01,2065443.0
2022-05-01,2212424.0
2022-06-01,3549116.0
2022-07-01,3904987.0
2022-08-01,2672035.0
2022-09-01,2106915.0
2022-10-01,2431792.0
2022-11-01,2449376.0
2022-12-01,1235912.0
2023-01-01,933972.0
2023-02-01,1284433.0
2023-03-01,964536.0
2023-04-01,1220137.0
2023-05-01,1770911.0
2023-06-01,3111612.0
2023-07-01,2555596.0
2023-08-01,2805107.0
2023-09-01,2990777.0
2023-10-01,2917186.0
2023-11-01,3156871.0
2023-12-01,4506990.0
2024-01-01,4548006.0
2024-02-01,2750534.0
2024-03-01,4051211.0
2024-04-01,5578536.0
2024-05-01,5024833.0
2024-06-01,3057937.0
2024-07-01,15147784.0
2024-08-01,19037377.0
2024-09-01,21247542.0
2024-10-01,25686745.0
2024-11-01,27095792.0
2024-12-01,30341604.0
2025-01-01,33925792.0
2025-02-01,38309697.0
2025-03-01,46139630.0
2025-04-01,56060178.0
2025-05-01,52963882.0
2025-06-01,64003804.0
2025-07-01,65656302.0
2025-08-01,67169167.0
