Tarih,TP_FHGE_S10
2017-10-01,175.6
2017-11-01,169.0
2017-12-01,172.1
2018-01-01,174.8
2018-02-01,173.9
2018-03-01,187.8
2018-04-01,179.5
2018-05-01,183.2
2018-06-01,174.4
2018-07-01,157.6
2018-08-01,166.2
2018-09-01,144.5
2018-10-01,119.5
2018-11-01,111.5
2018-12-01,118.3
2019-01-01,133.5
2019-02-01,143.6
2019-03-01,142.8
2019-04-01,165.2
2019-05-01,146.9
2019-06-01,161.8
2019-07-01,142.5
2019-08-01,136.1
2019-09-01,153.0
2019-10-01,163.4
2019-11-01,154.2
2019-12-01,163.1
2020-01-01,175.5
2020-02-01,161.1
2020-03-01,171.0
2020-04-01,135.9
2020-05-01,104.7
2020-06-01,108.7
2020-07-01,101.7
2020-08-01,145.1
2020-09-01,170.8
2020-10-01,165.9
2020-11-01,119.8
2020-12-01,88.8
2021-01-01,89.7
2021-02-01,80.1
2021-03-01,112.8
2021-04-01,138.2
2021-05-01,117.4
2021-06-01,98.2
2021-07-01,100.6
2021-08-01,141.1
2021-09-01,148.7
2021-10-01,156.6
2021-11-01,164.9
2021-12-01,137.7
2022-01-01,151.0
2022-02-01,150.1
2022-03-01,139.7
2022-04-01,160.4
2022-05-01,146.6
2022-06-01,159.5
2022-07-01,153.9
2022-08-01,151.7
2022-09-01,149.4
2022-10-01,161.6
2022-11-01,156.7
2022-12-01,156.2
2023-01-01,180.0
2023-02-01,171.9
2023-03-01,159.3
2023-04-01,142.9
2023-05-01,145.0
2023-06-01,149.0
2023-07-01,153.0
2023-08-01,151.4
2023-09-01,144.0
2023-10-01,172.6
2023-11-01,156.9
2023-12-01,170.7
2024-01-01,177.7
2024-02-01,165.4
2024-03-01,169.9
2024-04-01,179.6
2024-05-01,181.3
2024-06-01,168.5
2024-07-01,172.4
2024-08-01,165.7
2024-09-01,167.0
2024-10-01,169.9
2024-11-01,171.6
2024-12-01,173.5
2025-01-01,184.9
2025-02-01,174.8
2025-03-01,174.8
2025-04-01,165.8
2025-05-01,179.8
2025-06-01,176.5
2025-07-01,178.6
2025-08-01,180.6
2025-09-01,179.6
