Tarih,TP_FHGE_S11
2017-10-01,186.0
2017-11-01,182.2
2017-12-01,186.4
2018-01-01,177.3
2018-02-01,166.6
2018-03-01,182.4
2018-04-01,171.3
2018-05-01,174.0
2018-06-01,178.3
2018-07-01,146.7
2018-08-01,163.4
2018-09-01,113.7
2018-10-01,96.9
2018-11-01,109.5
2018-12-01,109.9
2019-01-01,110.9
2019-02-01,151.3
2019-03-01,147.6
2019-04-01,156.8
2019-05-01,145.8
2019-06-01,149.2
2019-07-01,136.4
2019-08-01,140.3
2019-09-01,154.3
2019-10-01,157.0
2019-11-01,170.4
2019-12-01,180.4
2020-01-01,176.6
2020-02-01,183.1
2020-03-01,169.8
2020-04-01,125.8
2020-05-01,95.5
2020-06-01,90.6
2020-07-01,82.7
2020-08-01,147.4
2020-09-01,181.1
2020-10-01,144.8
2020-11-01,103.9
2020-12-01,89.5
2021-01-01,60.1
2021-02-01,106.5
2021-03-01,132.8
2021-04-01,116.8
2021-05-01,104.9
2021-06-01,102.4
2021-07-01,87.5
2021-08-01,151.6
2021-09-01,157.0
2021-10-01,177.7
2021-11-01,179.9
2021-12-01,156.5
2022-01-01,160.8
2022-02-01,162.2
2022-03-01,155.3
2022-04-01,168.9
2022-05-01,159.3
2022-06-01,168.5
2022-07-01,166.7
2022-08-01,159.2
2022-09-01,162.3
2022-10-01,173.8
2022-11-01,163.9
2022-12-01,165.6
2023-01-01,191.6
2023-02-01,173.5
2023-03-01,166.0
2023-04-01,154.8
2023-05-01,144.5
2023-06-01,143.9
2023-07-01,145.5
2023-08-01,151.7
2023-09-01,150.5
2023-10-01,159.2
2023-11-01,158.0
2023-12-01,171.8
2024-01-01,179.0
2024-02-01,172.8
2024-03-01,171.2
2024-04-01,182.6
2024-05-01,178.8
2024-06-01,149.2
2024-07-01,172.4
2024-08-01,163.9
2024-09-01,166.9
2024-10-01,168.4
2024-11-01,165.0
2024-12-01,166.9
2025-01-01,186.6
2025-02-01,170.2
2025-03-01,171.9
2025-04-01,167.1
2025-05-01,174.6
2025-06-01,174.0
2025-07-01,173.9
2025-08-01,173.1
2025-09-01,174.4
