Tarih,TP_FHGE_S05
2017-10-01,165.7
2017-11-01,168.8
2017-12-01,165.0
2018-01-01,166.0
2018-02-01,166.5
2018-03-01,165.6
2018-04-01,151.1
2018-05-01,163.9
2018-06-01,159.4
2018-07-01,168.1
2018-08-01,162.3
2018-09-01,155.5
2018-10-01,138.8
2018-11-01,141.2
2018-12-01,117.6
2019-01-01,126.6
2019-02-01,130.3
2019-03-01,140.3
2019-04-01,137.9
2019-05-01,143.4
2019-06-01,153.5
2019-07-01,149.1
2019-08-01,129.6
2019-09-01,139.1
2019-10-01,142.2
2019-11-01,167.7
2019-12-01,157.1
2020-01-01,164.6
2020-02-01,160.7
2020-03-01,157.9
2020-04-01,138.5
2020-05-01,146.6
2020-06-01,148.2
2020-07-01,161.2
2020-08-01,171.0
2020-09-01,157.5
2020-10-01,161.2
2020-11-01,160.7
2020-12-01,157.4
2021-01-01,140.1
2021-02-01,118.7
2021-03-01,135.1
2021-04-01,159.1
2021-05-01,164.5
2021-06-01,163.7
2021-07-01,167.1
2021-08-01,169.7
2021-09-01,173.1
2021-10-01,178.5
2021-11-01,175.2
2021-12-01,173.2
2022-01-01,172.7
2022-02-01,174.6
2022-03-01,166.6
2022-04-01,179.6
2022-05-01,174.1
2022-06-01,168.6
2022-07-01,172.9
2022-08-01,169.5
2022-09-01,167.6
2022-10-01,164.4
2022-11-01,154.4
2022-12-01,165.2
2023-01-01,144.1
2023-02-01,140.3
2023-03-01,141.2
2023-04-01,148.6
2023-05-01,150.6
2023-06-01,159.7
2023-07-01,163.0
2023-08-01,162.8
2023-09-01,169.0
2023-10-01,151.9
2023-11-01,160.9
2023-12-01,161.0
2024-01-01,139.6
2024-02-01,150.9
2024-03-01,153.0
2024-04-01,156.4
2024-05-01,159.7
2024-06-01,148.9
2024-07-01,158.2
2024-08-01,156.3
2024-09-01,157.3
2024-10-01,168.0
2024-11-01,174.6
2024-12-01,170.0
2025-01-01,167.9
2025-02-01,171.2
2025-03-01,170.4
2025-04-01,178.8
2025-05-01,168.4
2025-06-01,171.4
2025-07-01,161.2
2025-08-01,163.9
2025-09-01,177.2
