Tarih,TP_FHGE_S06
2017-10-01,145.0
2017-11-01,152.7
2017-12-01,152.3
2018-01-01,155.6
2018-02-01,156.5
2018-03-01,143.1
2018-04-01,141.9
2018-05-01,165.8
2018-06-01,154.8
2018-07-01,159.5
2018-08-01,161.8
2018-09-01,164.3
2018-10-01,134.8
2018-11-01,127.9
2018-12-01,94.6
2019-01-01,108.5
2019-02-01,104.9
2019-03-01,138.7
2019-04-01,160.8
2019-05-01,158.1
2019-06-01,142.2
2019-07-01,144.7
2019-08-01,120.4
2019-09-01,133.6
2019-10-01,124.0
2019-11-01,160.2
2019-12-01,141.6
2020-01-01,158.3
2020-02-01,173.2
2020-03-01,170.9
2020-04-01,146.8
2020-05-01,134.6
2020-06-01,169.4
2020-07-01,182.5
2020-08-01,185.8
2020-09-01,184.2
2020-10-01,155.4
2020-11-01,163.0
2020-12-01,167.5
2021-01-01,135.7
2021-02-01,107.2
2021-03-01,134.1
2021-04-01,170.7
2021-05-01,158.7
2021-06-01,152.6
2021-07-01,159.5
2021-08-01,148.0
2021-09-01,166.8
2021-10-01,170.7
2021-11-01,170.6
2021-12-01,170.2
2022-01-01,181.9
2022-02-01,173.5
2022-03-01,158.8
2022-04-01,190.4
2022-05-01,189.4
2022-06-01,180.2
2022-07-01,192.1
2022-08-01,186.2
2022-09-01,175.7
2022-10-01,180.4
2022-11-01,166.0
2022-12-01,166.8
2023-01-01,134.9
2023-02-01,140.6
2023-03-01,142.4
2023-04-01,151.7
2023-05-01,161.0
2023-06-01,157.6
2023-07-01,163.9
2023-08-01,156.6
2023-09-01,160.0
2023-10-01,155.4
2023-11-01,162.1
2023-12-01,158.0
2024-01-01,147.0
2024-02-01,139.7
2024-03-01,138.8
2024-04-01,157.9
2024-05-01,163.8
2024-06-01,142.7
2024-07-01,149.1
2024-08-01,149.2
2024-09-01,147.8
2024-10-01,158.2
2024-11-01,172.7
2024-12-01,160.3
2025-01-01,157.4
2025-02-01,162.6
2025-03-01,166.4
2025-04-01,183.2
2025-05-01,170.0
2025-06-01,169.5
2025-07-01,150.3
2025-08-01,152.5
2025-09-01,165.1
