Tarih,TP_FHGE_S01
2016-12-01,157.8
2017-01-01,166.5
2017-02-01,165.1
2017-03-01,165.8
2017-04-01,178.0
2017-05-01,178.4
2017-06-01,177.4
2017-07-01,166.4
2017-08-01,171.6
2017-09-01,166.0
2017-10-01,165.9
2017-11-01,168.9
2017-12-01,165.4
2018-01-01,166.1
2018-02-01,166.1
2018-03-01,165.7
2018-04-01,151.6
2018-05-01,164.2
2018-06-01,159.4
2018-07-01,167.2
2018-08-01,161.9
2018-09-01,154.3
2018-10-01,137.6
2018-11-01,140.1
2018-12-01,118.1
2019-01-01,126.8
2019-02-01,131.2
2019-03-01,140.2
2019-04-01,138.6
2019-05-01,143.2
2019-06-01,153.2
2019-07-01,148.2
2019-08-01,129.8
2019-09-01,139.4
2019-10-01,142.5
2019-11-01,167.0
2019-12-01,157.2
2020-01-01,164.7
2020-02-01,160.8
2020-03-01,157.9
2020-04-01,137.0
2020-05-01,144.8
2020-06-01,146.7
2020-07-01,159.4
2020-08-01,170.0
2020-09-01,157.6
2020-10-01,160.9
2020-11-01,158.6
2020-12-01,154.6
2021-01-01,138.2
2021-02-01,118.5
2021-03-01,134.9
2021-04-01,157.7
2021-05-01,162.2
2021-06-01,161.5
2021-07-01,164.2
2021-08-01,168.3
2021-09-01,171.7
2021-10-01,177.5
2021-11-01,174.4
2021-12-01,171.9
2022-01-01,171.7
2022-02-01,173.4
2022-03-01,165.3
2022-04-01,178.7
2022-05-01,172.9
2022-06-01,168.0
2022-07-01,171.8
2022-08-01,168.3
2022-09-01,166.8
2022-10-01,164.3
2022-11-01,154.7
2022-12-01,164.9
2023-01-01,145.7
2023-02-01,141.3
2023-03-01,141.9
2023-04-01,148.3
2023-05-01,150.0
2023-06-01,158.6
2023-07-01,162.3
2023-08-01,162.2
2023-09-01,168.2
2023-10-01,152.5
2023-11-01,160.8
2023-12-01,161.4
2024-01-01,140.8
2024-02-01,151.2
2024-03-01,153.6
2024-04-01,157.4
2024-05-01,160.3
2024-06-01,149.5
2024-07-01,158.7
2024-08-01,156.8
2024-09-01,157.8
2024-10-01,167.6
2024-11-01,173.6
2024-12-01,169.5
2025-01-01,168.5
2025-02-01,171.0
2025-03-01,170.3
2025-04-01,177.7
2025-05-01,168.5
2025-06-01,171.2
2025-07-01,162.0
2025-08-01,164.8
2025-09-01,177.1
