Tarih,TP_PBD_G15
2013-09-01,-40942995.0
2013-10-01,-33961843.0
2013-11-01,-33941525.0
2013-12-01,-35265067.0
2014-01-01,-37238619.0
2014-02-01,-38396418.0
2014-03-01,-37281422.0
2014-04-01,-41835601.0
2014-05-01,-35542709.0
2014-06-01,-40305973.0
2014-07-01,-45971707.0
2014-08-01,-34890926.0
2014-09-01,-34856092.0
2014-10-01,-36592874.0
2014-11-01,-37743052.0
2014-12-01,-39597340.0
2015-01-01,-42554457.0
2015-02-01,-53393937.0
2015-03-01,-44938605.0
2015-04-01,-44989601.0
2015-05-01,-45598313.0
2015-06-01,-44402111.0
2015-07-01,-58342024.0
2015-08-01,-46065834.0
2015-09-01,-56983481.0
2015-10-01,-45792484.0
2015-11-01,-56269502.0
2015-12-01,-51564142.0
2016-01-01,-49365486.0
2016-02-01,-61323485.0
2016-03-01,-51968585.0
2016-04-01,-51713230.0
2016-05-01,-53582532.0
2016-06-01,-51094118.0
2016-07-01,-49822955.0
2016-08-01,-49154110.0
2016-09-01,-51247454.0
2016-10-01,-52059944.0
2016-11-01,-68061564.0
2016-12-01,-57705036.0
2017-01-01,-56724413.0
2017-02-01,-66178599.0
2017-03-01,-58948154.0
2017-04-01,-54953308.0
2017-05-01,-57789701.0
2017-06-01,-55881755.0
2017-07-01,-60191983.0
2017-08-01,-57205769.0
2017-09-01,-60969914.0
2017-10-01,-61434565.0
2017-11-01,-63415425.0
2017-12-01,-64969436.0
2018-01-01,-69769484.0
2018-02-01,-82786953.0
2018-03-01,-71001652.0
2018-04-01,-83590752.0
2018-05-01,-67578359.0
2018-06-01,-65470485.0
2018-07-01,-63283774.0
2018-08-01,-63959861.0
2018-09-01,-65973168.0
2018-10-01,-64777721.0
2018-11-01,-66046562.0
2018-12-01,-64870033.0
2019-01-01,-64661992.0
2019-02-01,-77086931.0
2019-03-01,-68535715.0
2019-04-01,-67010307.0
2019-05-01,-63331123.0
2019-06-01,-67749248.0
2019-07-01,-71345791.0
2019-08-01,-67987084.0
2019-09-01,-72688104.0
2019-10-01,-71351142.0
2019-11-01,-71624458.0
2019-12-01,-75105164.0
2020-01-01,-76877094.0
2020-02-01,-87954376.0
2020-03-01,-86741707.0
2020-04-01,-81469612.0
2020-05-01,-78700937.0
2020-06-01,-76496070.0
2020-07-01,-101374040.0
2020-08-01,-118740029.0
2020-09-01,-156222721.0
2020-10-01,-154042324.0
2020-11-01,-141608719.0
2020-12-01,-110058805.0
2021-01-01,-89965869.0
2021-02-01,-96106295.0
2021-03-01,-78573150.0
2021-04-01,-74007975.0
2021-05-01,-91205970.0
2021-06-01,-71708507.0
2021-07-01,-91400839.0
2021-08-01,-72142405.0
2021-09-01,-86136915.0
2021-10-01,-75709997.0
2021-11-01,-88035967.0
2021-12-01,-93272342.0
2022-01-01,-129767773.0
2022-02-01,-117497986.0
2022-03-01,-148920073.0
2022-04-01,-139400113.0
2022-05-01,-146549983.0
2022-06-01,-210361441.0
2022-07-01,-315612686.0
2022-08-01,-306692645.0
2022-09-01,-356281150.0
2022-10-01,-353187320.0
2022-11-01,-348339722.0
2022-12-01,-360732349.0
2023-01-01,-387924597.0
2023-02-01,-458669211.0
2023-03-01,-527714425.0
2023-04-01,-484175844.0
2023-05-01,-484661869.0
2023-06-01,-374959366.0
2023-07-01,-393785831.0
2023-08-01,-439370770.0
2023-09-01,-400904220.0
2023-10-01,-448121245.0
2023-11-01,-465991867.0
2023-12-01,-532685085.0
2024-01-01,-562949911.0
2024-02-01,-413209238.0
2024-03-01,-346614130.0
2024-04-01,-363366511.0
2024-05-01,-364751315.0
2024-06-01,-452954364.0
2024-07-01,-408780254.0
2024-08-01,-418612299.0
2024-09-01,-484553521.0
2024-10-01,-452812789.0
2024-11-01,-367887435.0
2024-12-01,-381765441.0
2025-01-01,-415179248.0
2025-02-01,-497335649.0
2025-03-01,-438635796.0
2025-04-01,-430575574.0
2025-05-01,-446504332.0
2025-06-01,-571808100.0
2025-07-01,-551556673.0
2025-08-01,-708713460.0
