Tarih,TP_KB_KRE05
2014-11-01,836378.0
2014-12-01,846293.0
2015-01-01,674099.0
2015-02-01,754709.0
2015-03-01,946642.0
2015-04-01,954622.0
2015-05-01,957133.0
2015-06-01,947243.0
2015-07-01,975363.0
2015-08-01,1002209.0
2015-09-01,1002681.0
2015-10-01,933529.0
2015-11-01,940086.0
2015-12-01,941906.0
2016-01-01,945631.0
2016-02-01,929422.0
2016-03-01,923026.0
2016-04-01,902648.0
2016-05-01,934119.0
2016-06-01,916034.0
2016-07-01,920432.0
2016-08-01,927068.0
2016-09-01,893999.0
2016-10-01,1700807.0
2016-11-01,1708183.0
2016-12-01,1679054.0
2017-01-01,1729605.0
2017-02-01,1625648.0
2017-03-01,1637966.0
2017-04-01,1603051.0
2017-05-01,1631338.0
2017-06-01,1601965.0
2017-07-01,1646331.0
2017-08-01,1629044.0
2017-09-01,1663107.0
2017-10-01,1743837.0
2017-11-01,1771210.0
2017-12-01,1548674.0
2018-01-01,1446773.0
2018-02-01,1444481.0
2018-03-01,1451872.0
2018-04-01,1423148.0
2018-05-01,1561694.0
2018-06-01,1564389.0
2018-07-01,1642027.0
2018-08-01,1901732.0
2018-09-01,1770178.0
2018-10-01,1643760.0
2018-11-01,1497336.0
2018-12-01,1465247.0
2019-01-01,1439819.0
2019-02-01,1407413.0
2019-03-01,1517787.0
2019-04-01,1562075.0
2019-05-01,1537804.0
2019-06-01,1513140.0
2019-07-01,1556153.0
2019-08-01,1574615.0
2019-09-01,1520651.0
2019-10-01,1594068.0
2019-11-01,1624277.0
2019-12-01,1663042.0
2020-01-01,1715072.0
2020-02-01,1763893.0
2020-03-01,1832441.0
2020-04-01,2100987.0
2020-05-01,2172524.0
2020-06-01,2114691.0
2020-07-01,2252665.0
2020-08-01,2455863.0
2020-09-01,2602659.0
2020-10-01,2807070.0
2020-11-01,2742215.0
2020-12-01,2727414.0
2021-01-01,2755005.0
2021-02-01,3201764.0
2021-03-01,7043322.0
2021-04-01,3942819.0
2021-05-01,3993992.0
2021-06-01,3973746.0
2021-07-01,4239717.0
2021-08-01,4188227.0
2021-09-01,4373669.0
2021-10-01,4563190.0
2021-11-01,5144322.0
2021-12-01,5566190.0
2022-01-01,5798713.0
2022-02-01,6014742.0
2022-03-01,6595461.0
2022-04-01,7125994.0
2022-05-01,7758068.0
2022-06-01,8237035.0
2022-07-01,8453132.0
2022-08-01,8564230.0
2022-09-01,9180605.0
2022-10-01,9713224.0
2022-11-01,10136316.0
2022-12-01,11067574.0
2023-01-01,12416801.0
2023-02-01,14039004.0
2023-03-01,15085940.0
2023-04-01,15660270.0
2023-05-01,15827858.0
2023-06-01,15470582.0
2023-07-01,14913678.0
2023-08-01,14663544.0
2023-09-01,14950059.0
2023-10-01,15140723.0
2023-11-01,15923315.0
2023-12-01,16786275.0
2024-01-01,17357793.0
2024-02-01,18212682.0
2024-03-01,18945794.0
2024-04-01,18227977.0
2024-05-01,18532920.0
2024-06-01,18472879.0
2024-07-01,19016327.0
2024-08-01,19299561.0
2024-09-01,20239927.0
2024-10-01,21680143.0
2024-11-01,22325232.0
2024-12-01,23964050.0
2025-01-01,24119147.0
2025-02-01,25017303.0
2025-03-01,27676894.0
2025-04-01,29237475.0
2025-05-01,30459684.0
2025-06-01,31295169.0
2025-07-01,32397292.0
2025-08-01,33684354.0
