Tarih,TP_HUFE_GK18232
2018-03-01,110.14
2018-04-01,111.18
2018-05-01,112.45
2018-06-01,114.1
2018-07-01,115.31
2018-08-01,120.64
2018-09-01,124.62
2018-10-01,121.23
2018-11-01,119.93
2018-12-01,120.55
2019-01-01,130.62
2019-02-01,131.45
2019-03-01,133.04
2019-04-01,134.1
2019-05-01,135.55
2019-06-01,135.01
2019-07-01,134.87
2019-08-01,134.1
2019-09-01,134.71
2019-10-01,134.89
2019-11-01,135.2
2019-12-01,135.65
2020-01-01,159.31
2020-02-01,161.79
2020-03-01,163.27
2020-04-01,158.84
2020-05-01,159.44
2020-06-01,159.72
2020-07-01,163.44
2020-08-01,164.04
2020-09-01,162.76
2020-10-01,163.25
2020-11-01,163.87
2020-12-01,176.69
2021-01-01,182.67
2021-02-01,182.16
2021-03-01,184.76
2021-04-01,185.83
2021-05-01,187.36
2021-06-01,187.53
2021-07-01,188.07
2021-08-01,186.76
2021-09-01,186.96
2021-10-01,189.76
2021-11-01,191.45
2021-12-01,200.23
2022-01-01,237.08
2022-02-01,241.79
2022-03-01,243.62
2022-04-01,246.86
2022-05-01,251.51
2022-06-01,256.89
2022-07-01,271.95
2022-08-01,275.79
2022-09-01,287.43
2022-10-01,308.57
2022-11-01,308.26
2022-12-01,312.46
2023-01-01,395.54
2023-02-01,405.11
2023-03-01,426.73
2023-04-01,433.34
2023-05-01,437.42
2023-06-01,457.01
2023-07-01,504.33
2023-08-01,512.24
2023-09-01,534.85
2023-10-01,552.82
2023-11-01,561.64
2023-12-01,570.01
2024-01-01,678.87
2024-02-01,719.26
2024-03-01,740.37
2024-04-01,812.56
2024-05-01,797.12
2024-06-01,831.78
2024-07-01,845.43
2024-08-01,893.65
2024-09-01,920.94
2024-10-01,928.85
2024-11-01,972.22
2024-12-01,986.04
2025-01-01,1255.83
2025-02-01,1271.4
2025-03-01,1287.04
2025-04-01,1320.78
2025-05-01,1336.01
2025-06-01,1373.91
2025-07-01,1375.57
2025-08-01,1384.53
