Tarih,TP_HUFE_GK378115747
2018-03-01,107.23
2018-04-01,110.75
2018-05-01,115.58
2018-06-01,118.91
2018-07-01,123.15
2018-08-01,135.37
2018-09-01,142.98
2018-10-01,142.16
2018-11-01,135.73
2018-12-01,134.43
2019-01-01,136.29
2019-02-01,134.72
2019-03-01,137.26
2019-04-01,145.63
2019-05-01,148.75
2019-06-01,152.93
2019-07-01,153.01
2019-08-01,155.14
2019-09-01,150.99
2019-10-01,149.35
2019-11-01,148.09
2019-12-01,146.39
2020-01-01,150.0
2020-02-01,150.43
2020-03-01,153.74
2020-04-01,150.84
2020-05-01,153.15
2020-06-01,159.86
2020-07-01,172.62
2020-08-01,181.28
2020-09-01,182.39
2020-10-01,183.96
2020-11-01,181.22
2020-12-01,178.34
2021-01-01,180.69
2021-02-01,179.44
2021-03-01,182.43
2021-04-01,187.08
2021-05-01,194.63
2021-06-01,205.69
2021-07-01,213.4
2021-08-01,218.78
2021-09-01,213.89
2021-10-01,218.0
2021-11-01,230.05
2021-12-01,261.44
2022-01-01,290.52
2022-02-01,296.06
2022-03-01,300.9
2022-04-01,315.05
2022-05-01,330.31
2022-06-01,353.64
2022-07-01,391.67
2022-08-01,407.41
2022-09-01,418.33
2022-10-01,415.56
2022-11-01,416.22
2022-12-01,418.42
2023-01-01,453.65
2023-02-01,458.91
2023-03-01,469.91
2023-04-01,493.83
2023-05-01,522.66
2023-06-01,593.57
2023-07-01,683.55
2023-08-01,745.43
2023-09-01,748.31
2023-10-01,743.61
2023-11-01,739.37
2023-12-01,742.86
2024-01-01,813.97
2024-02-01,843.82
2024-03-01,893.69
2024-04-01,944.95
2024-05-01,958.29
2024-06-01,1012.99
2024-07-01,1048.82
2024-08-01,1060.43
2024-09-01,1043.53
2024-10-01,1061.76
2024-11-01,1061.9
2024-12-01,1110.41
2025-01-01,1167.95
2025-02-01,1185.72
2025-03-01,1213.27
2025-04-01,1251.03
2025-05-01,1308.97
2025-06-01,1384.15
2025-07-01,1462.71
2025-08-01,1518.28
