Tarih,TP_HUFE_GK18205
2018-03-01,109.7
2018-04-01,113.04
2018-05-01,118.36
2018-06-01,121.98
2018-07-01,123.56
2018-08-01,138.46
2018-09-01,151.53
2018-10-01,144.41
2018-11-01,136.44
2018-12-01,135.97
2019-01-01,144.26
2019-02-01,143.46
2019-03-01,146.89
2019-04-01,149.36
2019-05-01,153.44
2019-06-01,151.18
2019-07-01,150.67
2019-08-01,151.32
2019-09-01,152.82
2019-10-01,153.17
2019-11-01,153.46
2019-12-01,156.2
2020-01-01,163.97
2020-02-01,165.74
2020-03-01,169.35
2020-04-01,177.89
2020-05-01,181.0
2020-06-01,181.09
2020-07-01,178.07
2020-08-01,184.64
2020-09-01,189.15
2020-10-01,196.12
2020-11-01,202.22
2020-12-01,198.91
2021-01-01,207.52
2021-02-01,202.7
2021-03-01,220.45
2021-04-01,233.24
2021-05-01,249.14
2021-06-01,258.46
2021-07-01,253.7
2021-08-01,256.06
2021-09-01,230.58
2021-10-01,243.55
2021-11-01,263.17
2021-12-01,306.45
2022-01-01,369.89
2022-02-01,367.1
2022-03-01,385.67
2022-04-01,390.44
2022-05-01,398.0
2022-06-01,417.03
2022-07-01,485.74
2022-08-01,493.24
2022-09-01,504.95
2022-10-01,508.37
2022-11-01,516.29
2022-12-01,511.15
2023-01-01,805.23
2023-02-01,782.72
2023-03-01,881.68
2023-04-01,891.68
2023-05-01,910.53
2023-06-01,956.2
2023-07-01,1068.56
2023-08-01,1079.43
2023-09-01,1071.85
2023-10-01,1079.03
2023-11-01,1115.74
2023-12-01,1098.27
2024-01-01,1344.66
2024-02-01,1370.6
2024-03-01,1451.0
2024-04-01,1462.76
2024-05-01,1463.16
2024-06-01,1467.69
2024-07-01,1538.48
2024-08-01,1566.29
2024-09-01,1578.11
2024-10-01,1596.96
2024-11-01,1588.41
2024-12-01,1588.2
2025-01-01,1728.31
2025-02-01,1743.48
2025-03-01,1792.01
2025-04-01,1899.51
2025-05-01,1920.44
2025-06-01,1927.46
2025-07-01,1990.69
2025-08-01,1997.75
