Tarih,TP_HUFE_GK18237
2018-03-01,112.27
2018-04-01,115.83
2018-05-01,117.37
2018-06-01,113.03
2018-07-01,97.24
2018-08-01,101.5
2018-09-01,108.17
2018-10-01,113.61
2018-11-01,114.78
2018-12-01,110.3
2019-01-01,112.05
2019-02-01,116.62
2019-03-01,117.19
2019-04-01,118.17
2019-05-01,117.58
2019-06-01,116.46
2019-07-01,116.13
2019-08-01,116.3
2019-09-01,118.64
2019-10-01,120.77
2019-11-01,123.53
2019-12-01,123.04
2020-01-01,120.2
2020-02-01,127.38
2020-03-01,132.5
2020-04-01,128.4
2020-05-01,124.6
2020-06-01,123.23
2020-07-01,116.2
2020-08-01,116.97
2020-09-01,129.56
2020-10-01,141.46
2020-11-01,154.58
2020-12-01,157.61
2021-01-01,155.73
2021-02-01,163.22
2021-03-01,178.59
2021-04-01,161.07
2021-05-01,166.88
2021-06-01,167.7
2021-07-01,154.88
2021-08-01,162.2
2021-09-01,177.46
2021-10-01,192.91
2021-11-01,185.53
2021-12-01,196.34
2022-01-01,213.49
2022-02-01,223.85
2022-03-01,231.24
2022-04-01,250.76
2022-05-01,285.02
2022-06-01,287.85
2022-07-01,309.06
2022-08-01,309.48
2022-09-01,372.35
2022-10-01,410.37
2022-11-01,417.35
2022-12-01,431.88
2023-01-01,491.5
2023-02-01,508.38
2023-03-01,512.49
2023-04-01,577.0
2023-05-01,579.47
2023-06-01,596.44
2023-07-01,648.37
2023-08-01,665.92
2023-09-01,773.09
2023-10-01,860.92
2023-11-01,815.04
2023-12-01,826.33
2024-01-01,956.05
2024-02-01,1009.92
2024-03-01,1046.53
2024-04-01,1069.21
2024-05-01,1106.94
2024-06-01,1099.47
2024-07-01,1108.04
2024-08-01,1110.65
2024-09-01,1203.79
2024-10-01,1260.08
2024-11-01,1267.91
2024-12-01,1234.25
2025-01-01,1389.18
2025-02-01,1466.95
2025-03-01,1447.44
2025-04-01,1536.95
2025-05-01,1600.49
2025-06-01,1551.13
2025-07-01,1500.1
2025-08-01,1541.26
