Tarih,TP_HUFE_GK18207
2018-03-01,117.16
2018-04-01,118.32
2018-05-01,120.99
2018-06-01,121.72
2018-07-01,122.97
2018-08-01,126.37
2018-09-01,130.7
2018-10-01,129.43
2018-11-01,126.51
2018-12-01,127.48
2019-01-01,133.22
2019-02-01,132.62
2019-03-01,135.19
2019-04-01,136.72
2019-05-01,137.17
2019-06-01,138.22
2019-07-01,142.03
2019-08-01,143.17
2019-09-01,143.11
2019-10-01,151.21
2019-11-01,151.09
2019-12-01,152.36
2020-01-01,161.16
2020-02-01,163.38
2020-03-01,168.36
2020-04-01,170.92
2020-05-01,171.5
2020-06-01,173.98
2020-07-01,176.57
2020-08-01,183.22
2020-09-01,187.05
2020-10-01,196.9
2020-11-01,198.23
2020-12-01,201.01
2021-01-01,207.63
2021-02-01,207.27
2021-03-01,211.26
2021-04-01,214.79
2021-05-01,216.48
2021-06-01,220.01
2021-07-01,221.08
2021-08-01,222.93
2021-09-01,224.61
2021-10-01,308.06
2021-11-01,335.25
2021-12-01,350.65
2022-01-01,389.95
2022-02-01,420.77
2022-03-01,436.06
2022-04-01,450.2
2022-05-01,465.54
2022-06-01,489.61
2022-07-01,574.72
2022-08-01,626.87
2022-09-01,622.87
2022-10-01,623.19
2022-11-01,625.07
2022-12-01,633.55
2023-01-01,785.56
2023-02-01,810.73
2023-03-01,821.54
2023-04-01,828.49
2023-05-01,833.73
2023-06-01,879.57
2023-07-01,1023.23
2023-08-01,1145.16
2023-09-01,1138.39
2023-10-01,1172.69
2023-11-01,1190.08
2023-12-01,1209.68
2024-01-01,1467.1
2024-02-01,1562.17
2024-03-01,1589.12
2024-04-01,1596.96
2024-05-01,1606.43
2024-06-01,1789.1
2024-07-01,1818.14
2024-08-01,1861.16
2024-09-01,1868.89
2024-10-01,1867.49
2024-11-01,1865.62
2024-12-01,1871.01
2025-01-01,2196.28
2025-02-01,2307.44
2025-03-01,2356.24
2025-04-01,2385.87
2025-05-01,2399.77
2025-06-01,2420.59
2025-07-01,2428.34
2025-08-01,2434.06
